"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 30 a 34 años (025)",40,39,,11,14,6,3,5,,,1,99
"De 35 a 39 años (026)",32,32,,3,10,2,12,5,,,,111
"De 40 a 44 años (027)",16,16,,2,3,3,5,2,1,,,60
"De 45 a 49 años (028)",13,13,,,1,3,,4,3,2,,85
"De 50 y más años (029)",68,66,1,7,6,5,16,17,8,6,2,349
"Casado(a) (030)",2556,2542,54,141,249,303,624,473,387,311,14,14121
"De 12 a 14 años (031)",1,,,,,,,,,,1,
"De 15 a 19 años (032)",23,22,3,17,1,1,,,,,1,22
"De 20 a 24 años (033)",100,100,3,39,40,11,7,,,,,180
"De 25 a 29 años (034)",187,185,7,36,51,55,31,5,,,2,468
"De 30 a 34 años (035)",261,260,6,18,67,53,84,28,4,,1,891
"De 35 a 39 años (036)",300,297,,6,21,53,114,70,26,7,3,1448
"De 40 a 44 años (037)",332,331,3,4,19,48,95,76,53,33,1,1908
"De 45 a 49 años (038)",298,297,5,3,13,22,74,78,44,58,1,1943
"De 50 y más años (039)",1054,1050,27,18,37,60,219,216,260,213,4,7261
"Viudo(a) (040)",794,782,22,34,49,68,157,191,149,112,12,4769
"De 15 a 19 años (042)",1,1,1,,,,,,,,,
"De 20 a 24 años (043)",8,7,,6,1,,,,,,1,8
"De 25 a 29 años (044)",6,6,1,3,1,,1,,,,,10
"De 30 a 34 años (045)",18,18,,,3,6,6,2,1,,,72
"De 35 a 39 años (046)",19,19,,1,1,4,5,7,1,,,91
"De 40 a 44 años (047)",38,38,2,2,4,6,9,11,3,1,,172
"De 45 a 49 años (048)",38,38,,,2,3,8,14,8,3,,240
"De 50 y más años (049)",666,655,18,22,37,49,128,157,136,108,11,4176
"Divorciado(a) (050)",26,25,,4,1,2,9,5,2,2,1,124
"De 15 a 19 años (052)",2,2,,2,,,,,,,,2
"De 25 a 29 años (054)",1,1,,,,1,,,,,,3
"De 30 a 34 años (055)",3,3,,2,,,1,,,,,6
"De 35 a 39 años (056)",2,2,,,1,,1,,,,,6
"De 40 a 44 años (057)",6,6,,,,1,2,2,1,,,35
"De 45 a 49 años (058)",3,3,,,,,1,1,,1,,21
"De 50 y más años (059)",9,8,,,,,4,2,1,1,1,51
"Soltero(a) (060)",2400,2256,2035,126,60,19,16,,,,144,367
"De 12 a 14 años (061)",891,891,891,,,,,,,,,
"De 15 a 19 años (062)",904,904,886,16,2,,,,,,,20
"De 20 a 24 años (063)",261,198,160,33,5,,,,,,63,43
"De 25 a 29 años (064)",116,73,43,22,6,1,1,,,,43,41
"De 30 a 34 años (065)",75,61,18,21,16,5,1,,,,14,72
"De 35 a 39 años (066)",30,26,5,6,11,3,1,,,,4,41
"De 40 a 44 años (067)",25,22,7,6,4,1,4,,,,3,33
"De 45 a 49 años (068)",15,14,6,1,3,2,2,,,,1,21
"De 50 y más años (069)",83,67,19,21,13,7,7,,,,16,96
,,,,,,,,,,,,
"URBANA (080)",1268,1205,359,183,162,140,178,101,46,36,63,3149
"De 12 a 14 años (081)",115,113,113,,,,,,,,2,
"De 15 a 19 años (082)",156,150,136,14,,,,,,,6,14
"De 20 a 24 años (083)",153,135,52,57,17,8,1,,,,18,119
"De 25 a 29 años (084)",152,130,29,49,29,16,6,1,,,22,186
"De 30 a 34 años (085)",154,149,13,30,49,33,19,4,1,,5,344
"De 35 a 39 años (086)",102,101,3,9,21,21,35,8,4,,1,346
"De 40 a 44 años (087)",97,96,2,6,18,26,29,11,2,2,1,355
"De 45 a 49 años (088)",70,69,2,1,10,8,20,19,6,3,1,342
"De 50 y más años (089)",269,262,9,17,18,28,68,58,33,31,7,1443
"Conviviente (090)",313,300,29,99,64,45,44,13,2,4,13,698
"De 12 a 14 años (091)",1,,,,,,,,,,1,
"De 15 a 19 años (092)",19,14,5,9,,,,,,,5,9
"De 20 a 24 años (093)",78,74,11,43,13,6,1,,,,4,91
"De 25 a 29 años (094)",61,60,8,21,18,9,3,1,,,1,102
"De 30 a 34 años (095)",63,62,3,17,15,14,11,2,,,1,152
"De 35 a 39 años (096)",36,36,1,4,10,7,11,3,,,,109
"De 40 a 44 años (097)",23,23,,2,3,6,8,3,1,,,88
"De 45 a 49 años (098)",10,10,,,2,2,5,1,,,,40
"De 50 y más años (099)",22,21,1,3,3,1,5,3,1,4,1,107
"Separado(a) (100)",47,46,1,13,10,5,5,8,3,1,1,157
"De 15 a 19 años (102)",1,1,,1,,,,,,,,1
"De 20 a 24 años (103)",4,4,1,2,1,,,,,,,4
"De 25 a 29 años (104)",5,5,,3,1,1,,,,,,8
"De 30 a 34 años (105)",8,8,,2,3,2,,1,,,,20
"De 35 a 39 años (106)",5,5,,1,1,,2,1,,,,17
"De 40 a 44 años (107)",2,2,,1,1,,,,,,,3
"De 45 a 49 años (108)",4,4,,,1,1,,1,1,,,20
"De 50 y más años (109)",18,17,,3,2,1,3,5,2,1,1,84
"Casado(a) (110)",422,418,13,36,70,80,109,55,31,24,4,1776
"De 12 a 14 años (111)",1,,,,,,,,,,1,
"De 15 a 19 años (112)",4,3,,3,,,,,,,1,3
"De 20 a 24 años (113)",12,12,1,6,3,2,,,,,,18
"De 25 a 29 años (114)",38,37,3,15,10,6,3,,,,1,66
"De 30 a 34 años (115)",56,56,2,5,25,15,7,1,1,,,144
"De 35 a 39 años (116)",53,53,,3,7,14,21,4,4,,,209
"De 40 a 44 años (117)",61,61,1,1,11,20,19,6,1,2,,235
"De 45 a 49 años (118)",48,47,1,1,5,3,13,16,5,3,1,257
"De 50 y más años (119)",149,149,5,2,9,20,46,28,20,19,,844
"Viudo(a) (120)",79,79,,7,5,7,20,24,9,7,,439
"De 20 a 24 años (123)",1,1,,1,,,,,,,,1
"De 25 a 29 años (124)",1,1,,1,,,,,,,,1
"De 30 a 34 años (125)",3,3,,,1,1,1,,,,,9
"De 35 a 39 años (126)",1,1,,,,,1,,,,,4
"De 40 a 44 años (127)",6,6,,,2,,2,2,,,,25
"De 45 a 49 años (128)",4,4,,,,1,2,1,,,,18
"De 50 y más años (129)",63,63,,5,2,5,14,21,9,7,,381
"Divorciado(a) (130)",3,3,,1,,,,1,1,,,17
"De 30 a 34 años (135)",1,1,,1,,,,,,,,1
"De 50 y más años (139)",2,2,,,,,,1,1,,,16
"Soltero(a) (140)",404,359,316,27,13,3,,,,,45,62
"De 12 a 14 años (141)",113,113,113,,,,,,,,,
"De 15 a 19 años (142)",132,132,131,1,,,,,,,,1
"De 20 a 24 años (143)",58,44,39,5,,,,,,,14,5
"De 25 a 29 años (144)",47,27,18,9,,,,,,,20,9
"De 30 a 34 años (145)",23,19,8,5,5,1,,,,,4,18
"De 35 a 39 años (146)",7,6,2,1,3,,,,,,1,7
"De 40 a 44 años (147)",5,4,1,2,1,,,,,,1,4
"De 45 a 49 años (148)",4,4,1,,2,1,,,,,,7
"De 50 y más años (149)",15,10,3,4,2,1,,,,,5,11
,,,,,,,,,,,,
"RURAL (160)",6451,6279,1872,594,580,507,961,756,565,444,172,22159
"De 12 a 14 años (161)",787,780,779,1,,,,,,,7,1
"De 15 a 19 años (162)",953,931,793,115,19,3,1,,,,22,166
"De 20 a 24 años (163)",601,545,150,219,130,34,12,,,,56,631
"De 25 a 29 años (164)",552,523,38,110,156,130,75,14,,,29,1221
"De 30 a 34 años (165)",509,495,18,56,102,92,164,54,9,,14,1681
"De 35 a 39 años (166)",460,454,4,16,50,68,164,111,32,9,6,2125
"De 40 a 44 años (167)",422,417,10,11,19,45,122,106,68,36,5,2377
"De 45 a 49 años (168)",383,380,12,5,16,29,81,104,63,70,3,2468
"De 50 y más años (169)",1784,1754,68,61,88,106,342,367,393,329,30,11489
"Conviviente (170)",1374,1327,89,294,265,187,253,137,59,43,47,4386
"De 12 a 14 años (171)",9,2,1,1,,,,,,,7,1
"De 15 a 19 años (172)",148,127,34,75,15,2,1,,,,21,115
"De 20 a 24 años (173)",271,265,27,132,77,24,5,,,,6,380
"De 25 a 29 años (174)",294,289,8,54,101,77,45,4,,,5,704
"De 30 a 34 años (175)",203,201,4,17,36,41,77,21,5,,2,733
"De 35 a 39 años (176)",143,143,1,5,17,20,55,34,9,2,,665
"De 40 a 44 años (177)",79,77,,1,4,6,28,23,11,4,2,436
"De 45 a 49 años (178)",76,74,3,2,5,5,11,25,14,9,2,460
"De 50 y más años (179)",151,149,11,7,10,12,31,30,20,28,2,892
"Separado(a) (180)",209,206,1,66,44,18,31,30,9,7,3,686
"De 15 a 19 años (182)",11,10,,9,1,,,,,,1,11
"De 20 a 24 años (183)",32,32,,21,10,1,,,,,,44
"De 25 a 29 años (184)",34,34,,20,7,2,,5,,,,71
"De 30 a 34 años (185)",32,31,,9,11,4,3,4,,,1,79
"De 35 a 39 años (186)",27,27,,2,9,2,10,4,,,,94
"De 40 a 44 años (187)",14,14,,1,2,3,5,2,1,,,57
"De 45 a 49 años (188)",9,9,,,,2,,3,2,2,,65
"De 50 y más años (189)",50,49,1,4,4,4,13,12,6,5,1,265
"Casado(a) (190)",2134,2124,41,105,179,223,515,418,356,287,10,12345
"De 15 a 19 años (192)",19,19,3,14,1,1,,,,,,19
"De 20 a 24 años (193)",88,88,2,33,37,9,7,,,,,162
"De 25 a 29 años (194)",149,148,4,21,41,49,28,5,,,1,402
"De 30 a 34 años (195)",205,204,4,13,42,38,77,27,3,,1,747
"De 35 a 39 años (196)",247,244,,3,14,39,93,66,22,7,3,1239
"De 40 a 44 años (197)",271,270,2,3,8,28,76,70,52,31,1,1673
"De 45 a 49 años (198)",250,250,4,2,8,19,61,62,39,55,,1686
"De 50 y más años (199)",905,901,22,16,28,40,173,188,240,194,4,6417
"Viudo(a) (200)",715,703,22,27,44,61,137,167,140,105,12,4330
"De 15 a 19 años (202)",1,1,1,,,,,,,,,
"De 20 a 24 años (203)",7,6,,5,1,,,,,,1,7
"De 25 a 29 años (204)",5,5,1,2,1,,1,,,,,9
"De 30 a 34 años (205)",15,15,,,2,5,5,2,1,,,63
"De 35 a 39 años (206)",18,18,,1,1,4,4,7,1,,,87
"De 40 a 44 años (207)",32,32,2,2,2,6,7,9,3,1,,147
"De 45 a 49 años (208)",34,34,,,2,2,6,13,8,3,,222
"De 50 y más años (209)",603,592,18,17,35,44,114,136,127,101,11,3795
"Divorciado(a) (210)",23,22,,3,1,2,9,4,1,2,1,107
"De 15 a 19 años (212)",2,2,,2,,,,,,,,2
"De 25 a 29 años (214)",1,1,,,,1,,,,,,3
"De 30 a 34 años (215)",2,2,,1,,,1,,,,,5
"De 35 a 39 años (216)",2,2,,,1,,1,,,,,6
"De 40 a 44 años (217)",6,6,,,,1,2,2,1,,,35
"De 45 a 49 años (218)",3,3,,,,,1,1,,1,,21
"De 50 y más años (219)",7,6,,,,,4,1,,1,1,35
"Soltero(a) (220)",1996,1897,1719,99,47,16,16,,,,99,305
"De 12 a 14 años (221)",778,778,778,,,,,,,,,
"De 15 a 19 años (222)",772,772,755,15,2,,,,,,,19
"De 20 a 24 años (223)",203,154,121,28,5,,,,,,49,38
"De 25 a 29 años (224)",69,46,25,13,6,1,1,,,,23,32
"De 30 a 34 años (225)",52,42,10,16,11,4,1,,,,10,54
"De 35 a 39 años (226)",23,20,3,5,8,3,1,,,,3,34
"De 40 a 44 años (227)",20,18,6,4,3,1,4,,,,2,29
"De 45 a 49 años (228)",11,10,5,1,1,1,2,,,,1,14
"De 50 y más años (229)",68,57,16,17,11,6,7,,,,11,85
