"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Ocupación no especificada (035)",129,,47,46,25,11
,,,,,,
"URBANA (036)",4175,50,1288,1541,971,325
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",17,,2,5,9,1
"Profes., científicos e intelectuales (038)",418,,75,269,68,6
"Técnicos de nivel medio y trab. asimilados (039)",143,,40,57,37,9
"Jefes y empleados de oficina (040)",127,,62,41,20,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",585,10,186,208,147,34
"Agricult. trabaj. calif.agrop. y pesqueros (042)",609,5,84,148,220,152
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",650,1,246,285,105,13
"Obreros construc., conf., papel, fab., instr. (044)",459,1,158,194,94,12
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",1003,33,389,267,229,85
"Otra (046)",42,,5,22,15,
"Ocupación no especificada (047)",122,,41,45,27,9
"Hombres (048)",2889,33,897,1059,671,229
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",14,,,5,8,1
"Profes., científicos e intelectuales (050)",212,,33,128,47,4
"Técnicos de nivel medio y trab. asimilados (051)",107,,30,41,28,8
"Jefes y empleados de oficina (052)",57,,20,21,14,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",222,4,71,67,55,25
"Agricult. trabaj. calif.agrop. y pesqueros (054)",486,2,77,124,166,117
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",624,1,236,278,98,11
"Obreros construc., conf., papel, fab., instr. (056)",448,1,155,188,93,11
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",608,25,250,154,132,47
"Otra (058)",42,,5,22,15,
"Ocupación no especificada (059)",69,,20,31,15,3
"Mujeres (060)",1286,17,391,482,300,96
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",3,,2,,1,
"Profes., científicos e intelectuales (062)",206,,42,141,21,2
"Técnicos de nivel medio y trab. asimilados (063)",36,,10,16,9,1
"Jefes y empleados de oficina (064)",70,,42,20,6,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",363,6,115,141,92,9
"Agricult. trabaj. calif.agrop. y pesqueros (066)",123,3,7,24,54,35
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",26,,10,7,7,2
"Obreros construc., conf., papel, fab., instr. (068)",11,,3,6,1,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",395,8,139,113,97,38
"Ocupación no especificada (071)",53,,21,14,12,6
,,,,,,
"RURAL (072)",3375,29,1090,1263,782,211
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",1,,,,1,
"Profes., científicos e intelectuales (074)",201,,71,92,38,
"Técnicos de nivel medio y trab. asimilados (075)",200,,62,86,51,1
"Jefes y empleados de oficina (076)",65,,26,27,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",139,2,59,37,33,8
"Agricult. trabaj. calif.agrop. y pesqueros (078)",646,2,103,204,220,117
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",643,,236,262,138,7
"Obreros construc., conf., papel, fab., instr. (080)",245,1,69,126,46,3
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",813,24,330,237,163,59
"Otra (082)",3,,,3,,
"Ocupación no especificada (083)",419,,134,189,80,16
"Hombres (084)",2720,13,870,1066,623,148
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",1,,,,1,
"Profes., científicos e intelectuales (086)",142,,45,68,29,
"Técnicos de nivel medio y trab. asimilados (087)",186,,54,82,49,1
"Jefes y empleados de oficina (088)",54,,18,24,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",63,,23,19,17,4
"Agricult. trabaj. calif.agrop. y pesqueros (090)",551,,93,185,185,88
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",625,,228,259,135,3
"Obreros construc., conf., papel, fab., instr. (092)",243,1,67,126,46,3
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",510,12,234,144,82,38
"Otra (094)",2,,,2,,
"Ocupación no especificada (095)",343,,108,157,67,11
"Mujeres (096)",655,16,220,197,159,63
"Profes., científicos e intelectuales (098)",59,,26,24,9,
"Técnicos de nivel medio y trab. asimilados (099)",14,,8,4,2,
"Jefes y empleados de oficina (100)",11,,8,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",76,2,36,18,16,4
"Agricult. trabaj. calif.agrop. y pesqueros (102)",95,2,10,19,35,29
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",18,,8,3,3,4
"Obreros construc., conf., papel, fab., instr. (104)",2,,2,,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",303,12,96,93,81,21
"Otra (106)",1,,,1,,
"Ocupación no especificada (107)",76,,26,32,13,5
