"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CAÑETE",,,
"Viviendas particulares (001)",47175,36547,10628
"Ocupantes presentes (002)",198348,161218,37130
"Casa independiente",,,
"Viviendas particulares (004)",43288,34532,8756
"Ocupantes presentes (005)",184110,152914,31196
"Departamento en edificio",,,
"Viviendas particulares (007)",355,355,
"Ocupantes presentes (008)",1352,1352,
"Vivienda en quinta",,,
"Viviendas particulares (010)",419,419,
"Ocupantes presentes (011)",1677,1677,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",279,234,45
"Ocupantes presentes (014)",1076,918,158
"Choza o cabaña",,,
"Viviendas particulares (016)",733,136,597
"Ocupantes presentes (017)",2121,532,1589
"Vivienda improvisada",,,
"Viviendas particulares (019)",1868,745,1123
"Ocupantes presentes (020)",7262,3409,3853
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",125,88,37
"Ocupantes presentes (023)",340,252,88
"Otro tipo",,,
"Viviendas particulares (025)",108,38,70
"Ocupantes presentes (026)",410,164,246
,,,
URBANA,,,
"Viviendas particulares (028)",38924,31963,6961
"Ocupantes presentes (029)",166965,142281,24684
"Casa independiente",,,
"Viviendas particulares (031)",35839,30120,5719
"Ocupantes presentes (032)",155091,134632,20459
"Departamento en edificio",,,
"Viviendas particulares (034)",355,355,
"Ocupantes presentes (035)",1352,1352,
"Vivienda en quinta",,,
"Viviendas particulares (037)",419,419,
"Ocupantes presentes (038)",1677,1677,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",279,234,45
"Ocupantes presentes (041)",1076,918,158
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",1868,745,1123
"Ocupantes presentes (047)",7262,3409,3853
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",102,72,30
"Ocupantes presentes (050)",273,205,68
"Otro tipo",,,
"Viviendas particulares (052)",62,18,44
"Ocupantes presentes (053)",234,88,146
,,,
RURAL,,,
"Viviendas particulares (055)",8251,4584,3667
"Ocupantes presentes (056)",31383,18937,12446
"Casa independiente",,,
"Viviendas particulares (058)",7449,4412,3037
"Ocupantes presentes (059)",29019,18282,10737
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",733,136,597
"Ocupantes presentes (071)",2121,532,1589
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",23,16,7
"Ocupantes presentes (077)",67,47,20
"Otro tipo",,,
"Viviendas particulares (079)",46,20,26
"Ocupantes presentes (080)",176,76,100
