"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SANDIA (000)",14208,13689,83,2779,2743,2377,3340,1705,571,91,519,46761
"De 12 a 14 años (001)",29,12,1,8,3,,,,,,17,14
"De 15 a 19 años (002)",423,382,6,338,35,3,,,,,41,417
"De 20 a 24 años (003)",1559,1372,11,833,399,108,19,2,,,187,2048
"De 25 a 29 años (004)",2071,1930,14,694,660,371,175,14,2,,141,3970
"De 30 a 34 años (005)",1846,1789,7,293,565,442,414,62,6,,57,4954
"De 35 a 39 años (006)",1901,1877,5,174,417,457,606,178,35,5,24,6511
"De 40 a 44 años (007)",1562,1550,5,106,195,294,570,284,83,13,12,6550
"De 45 a 49 años (008)",1262,1254,7,79,130,193,437,292,105,11,8,5748
"De 50 y más años (009)",3555,3523,27,254,339,509,1119,873,340,62,32,16549
"Conviviente (010)",6060,5944,39,1797,1580,1045,1029,346,96,12,116,15709
"De 12 a 14 años (011)",19,4,1,2,1,,,,,,15,4
"De 15 a 19 años (012)",322,285,4,246,33,2,,,,,37,318
"De 20 a 24 años (013)",1142,1110,11,664,337,80,16,2,,,32,1656
"De 25 a 29 años (014)",1464,1448,8,513,519,280,122,5,1,,16,2941
"De 30 a 34 años (015)",1081,1077,3,178,349,262,250,30,5,,4,2953
"De 35 a 39 años (016)",876,870,2,87,206,219,257,80,17,2,6,2950
"De 40 a 44 años (017)",502,500,3,42,69,96,184,80,24,2,2,2024
"De 45 a 49 años (018)",298,298,2,21,31,52,88,74,26,4,,1376
"De 50 y más años (019)",356,352,5,44,35,54,112,75,23,4,4,1487
"Separado(a) (020)",592,581,5,215,143,88,84,37,6,3,11,1455
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",33,32,,32,,,,,,,1,32
