"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",1548,,,,301,717,304,213,13
"Superior no univ. completo (036)",2052,,,,,806,682,535,29
"Superior univ. incompleto (037)",740,,,,89,293,176,172,10
"Superior univ. completo (038)",1704,,,,,443,599,641,21
"Hombres (040)",22839,1013,2627,2912,2776,4004,3384,4968,1155
"Sin nivel (041)",1881,1013,249,32,32,69,88,228,170
"Educación inicial (042)",613,,587,16,4,2,4,,
"Primaria (043)",9218,,1791,1890,500,864,975,2373,825
"Secundaria (044)",7814,,,974,2083,1951,1362,1343,101
"Superior no univ. incompleto (045)",798,,,,122,361,168,135,12
"Superior no univ. completo (046)",1060,,,,,375,354,310,21
"Superior univ. incompleto (047)",427,,,,35,164,92,127,9
"Superior univ. completo (048)",1028,,,,,218,341,452,17
"Mujeres (050)",21355,934,2553,2817,2398,3975,3466,4267,945
"Sin nivel (051)",2745,934,194,31,30,98,164,794,500
"Educación inicial (052)",564,,549,3,4,1,7,,
"Primaria (053)",9038,,1810,1755,368,1107,1381,2208,409
"Secundaria (054)",6277,,,1028,1763,1628,1108,728,22
"Superior no univ. incompleto (055)",750,,,,179,356,136,78,1
"Superior no univ. completo (056)",992,,,,,431,328,225,8
"Superior univ. incompleto (057)",313,,,,54,129,84,45,1
"Superior univ. completo (058)",676,,,,,225,258,189,4
,,,,,,,,,
"RURAL (060)",57290,3170,8480,8405,6285,10002,7775,10348,2825
"Sin nivel (061)",10568,3170,1534,112,186,535,840,2755,1436
"Educación inicial (062)",1470,,1426,18,7,10,9,,
"Primaria (063)",33644,,5520,6802,2571,5837,5016,6560,1338
"Secundaria (064)",10503,,,1473,3443,3130,1595,819,43
"Superior no univ. incompleto (065)",343,,,,63,169,75,36,
"Superior no univ. completo (066)",407,,,,,177,129,99,2
"Superior univ. incompleto (067)",156,,,,15,86,36,17,2
"Superior univ. completo (068)",199,,,,,58,75,62,4
"Hombres (070)",30223,1591,4342,4285,3389,5259,4165,5573,1619
"Sin nivel (071)",4093,1591,788,55,82,170,232,685,490
"Educación inicial (072)",741,,718,13,3,3,4,,
"Primaria (073)",18320,,2836,3439,1327,2904,2615,4106,1093
"Secundaria (074)",6451,,,778,1949,1930,1130,633,31
"Superior no univ. incompleto (075)",171,,,,22,78,43,28,
"Superior no univ. completo (076)",230,,,,,87,75,68,
"Superior univ. incompleto (077)",98,,,,6,52,25,13,2
"Superior univ. completo (078)",119,,,,,35,41,40,3
"Mujeres (080)",27067,1579,4138,4120,2896,4743,3610,4775,1206
"Sin nivel (081)",6475,1579,746,57,104,365,608,2070,946
"Educación inicial (082)",729,,708,5,4,7,5,,
"Primaria (083)",15324,,2684,3363,1244,2933,2401,2454,245
"Secundaria (084)",4052,,,695,1494,1200,465,186,12
"Superior no univ. incompleto (085)",172,,,,41,91,32,8,
"Superior no univ. completo (086)",177,,,,,90,54,31,2
"Superior univ. incompleto (087)",58,,,,9,34,11,4,
"Superior univ. completo (088)",80,,,,,23,34,22,1
