"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CASTILLA (000)",10175,90,268,683,1309,2130,3504,2191
"De 12 a 14 años (001)",10,,,,,,1,9
"De 15 a 19 años (002)",228,,,,,,163,65
"De 20 a 24 años (003)",922,,,,,2,618,302
"De 25 a 29 años (004)",1213,,,,,63,834,316
"De 30 a 34 años (005)",1241,,,,,243,756,242
"De 35 a 39 años (006)",1279,,,,19,432,630,198
"De 40 a 44 años (007)",1081,,,,89,490,330,172
"De 45 a 49 años (008)",902,,,2,210,432,138,120
"De 50 y más años (009)",3299,90,268,681,991,468,34,767
"Sin nivel (010)",2253,47,117,293,435,481,347,533
"De 15 a 19 años (012)",7,,,,,,4,3
"De 20 a 24 años (013)",33,,,,,,20,13
"De 25 a 29 años (014)",34,,,,,2,20,12
"De 30 a 34 años (015)",125,,,,,25,76,24
"De 35 a 39 años (016)",170,,,,2,62,78,28
"De 40 a 44 años (017)",219,,,,13,86,83,37
"De 45 a 49 años (018)",220,,,,25,121,50,24
"De 50 y más años (019)",1445,47,117,293,395,185,16,392
"Educacion Inicial (020)",16,,,,,2,9,5
"De 15 a 19 años (022)",3,,,,,,2,1
"De 20 a 24 años (023)",4,,,,,,2,2
"De 25 a 29 años (024)",5,,,,,,4,1
"De 30 a 34 años (025)",3,,,,,2,1,
"De 35 a 39 años (026)",1,,,,,,,1
"Primaria (030)",2827,31,100,242,452,631,870,501
"De 12 a 14 años (031)",8,,,,,,1,7
"De 15 a 19 años (032)",70,,,,,,56,14
"De 20 a 24 años (033)",199,,,,,,152,47
"De 25 a 29 años (034)",265,,,,,15,206,44
"De 30 a 34 años (035)",282,,,,,64,174,44
"De 35 a 39 años (036)",349,,,,9,140,148,52
"De 40 a 44 años (037)",287,,,,30,134,81,42
"De 45 a 49 años (038)",263,,,2,63,119,43,36
"De 50 y más años (039)",1104,31,100,240,350,159,9,215
"Secundaria (040)",2920,4,30,69,254,561,1417,585
"De 12 a 14 años (041)",2,,,,,,,2
"De 15 a 19 años (042)",134,,,,,,93,41
"De 20 a 24 años (043)",478,,,,,2,335,141
"De 25 a 29 años (044)",546,,,,,23,393,130
"De 30 a 34 años (045)",431,,,,,90,271,70
"De 35 a 39 años (046)",389,,,,8,131,200,50
"De 40 a 44 años (047)",334,,,,39,152,96,47
"De 45 a 49 años (048)",211,,,,70,96,27,18
"De 50 y más años (049)",395,4,30,69,137,67,2,86
"Sup. no Univ. incompleta (050)",508,2,5,14,28,98,250,111
"De 15 a 19 años (052)",13,,,,,,8,5
"De 20 a 24 años (053)",87,,,,,,48,39
