"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia ANDAHUAYLAS (000)",43266,96,3989,868,903,3908,10200,1663,2149,16256,238,1025,1971
"Agric., ganadería, caza y silvicultura (001)",23272,1,26,27,1,,10195,1,44,12977,,,
"Pesca (002)",10,,,1,,,5,,,4,,,
"Explotación de minas y canteras (003)",65,,4,4,3,,,29,3,22,,,
"Industrias manufactureras (004)",1398,2,14,39,5,9,,1255,60,14,,,
"Suministro de electricidad, gas y agua (005)",33,,3,11,2,,,9,2,6,,,
"Construcción (006)",1218,,39,28,6,,,35,697,413,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",4416,,34,90,12,3135,,320,22,803,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",348,,7,15,2,54,,249,17,4,,,
"Comercio al por mayor (009)",140,,4,17,6,109,,,,4,,,
"Comercio al por menor (010)",3928,,23,58,4,2972,,71,5,795,,,
"Hoteles y restaurantes (011)",1114,,10,37,26,583,,,,458,,,
"Trans., almac. y comunicaciones (012)",1616,,9,36,70,3,,7,1217,274,,,
"Intermediación financiera (013)",91,,9,14,64,,,,,4,,,
"Activid.inmobil., empres. y alquileres (014)",571,1,260,110,51,52,,3,16,78,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1283,70,97,74,467,24,,1,69,243,238,,
"Enseñanza (016)",3010,19,2904,8,33,,,,2,44,,,
"Servicios sociales y de salud (017)",991,,512,249,61,33,,,14,122,,,
"Otras activ. serv.comun.soc y personales (018)",462,3,56,124,29,69,,3,3,175,,,
"Hogares privados con servicio doméstico (019)",616,,,,,,,,,616,,,
"Organiz. y organos extraterritoriales (020)",1,,,,1,,,,,,,,
"Actividad economica no especificada (021)",1128,,12,16,72,,,,,3,,1025,
"Desocupado (022)",1971,,,,,,,,,,,,1971
"Hombres (023)",29077,79,2123,528,521,1322,8488,1379,2100,10321,228,494,1494
"Agric., ganadería, caza y silvicultura (024)",17532,1,26,24,1,,8485,1,44,8950,,,
"Pesca (025)",8,,,1,,,3,,,4,,,
"Explotación de minas y canteras (026)",61,,3,4,2,,,28,3,21,,,
"Industrias manufactureras (027)",1091,2,12,27,2,7,,982,50,9,,,
"Suministro de electricidad, gas y agua (028)",27,,3,10,1,,,8,2,3,,,
"Construcción (029)",1163,,36,26,5,,,35,682,379,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",1772,,23,61,6,1075,,311,21,275,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",319,,7,13,1,34,,244,16,4,,,
"Comercio al por mayor (032)",79,,1,9,3,64,,,,2,,,
"Comercio al por menor (033)",1374,,15,39,2,977,,67,5,269,,,
"Hoteles y restaurantes (034)",268,,2,18,15,138,,,,95,,,
"Trans., almac. y comunicaciones (035)",1501,,5,24,31,3,,7,1209,222,,,
"Intermediación financiera (036)",54,,6,6,38,,,,,4,,,
"Activid.inmobil., empres. y alquileres (037)",416,1,184,79,24,52,,3,16,57,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",947,59,68,49,313,20,,1,57,152,228,,
"Enseñanza (039)",1604,15,1523,5,23,,,,2,36,,,
"Servicios sociales y de salud (040)",345,,182,100,24,8,,,13,18,,,
"Otras activ. serv.comun.soc y personales (041)",222,1,42,82,17,19,,3,1,57,,,
"Hogares privados con servicio doméstico (042)",38,,,,,,,,,38,,,
"Organiz. y organos extraterritoriales (043)",1,,,,1,,,,,,,,
"Actividad economica no especificada (044)",533,,8,12,18,,,,,1,,494,
"Desocupado (045)",1494,,,,,,,,,,,,1494
"Mujeres (046)",14189,17,1866,340,382,2586,1712,284,49,5935,10,531,477
"Agric., ganadería, caza y silvicultura (047)",5740,,,3,,,1710,,,4027,,,
"Pesca (048)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (049)",4,,1,,1,,,1,,1,,,
"Industrias manufactureras (050)",307,,2,12,3,2,,273,10,5,,,
"Suministro de electricidad, gas y agua (051)",6,,,1,1,,,1,,3,,,
"Construcción (052)",55,,3,2,1,,,,15,34,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",2644,,11,29,6,2060,,9,1,528,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",29,,,2,1,20,,5,1,,,,
"Comercio al por mayor (055)",61,,3,8,3,45,,,,2,,,
"Comercio al por menor (056)",2554,,8,19,2,1995,,4,,526,,,
"Hoteles y restaurantes (057)",846,,8,19,11,445,,,,363,,,
"Trans., almac. y comunicaciones (058)",115,,4,12,39,,,,8,52,,,
"Intermediación financiera (059)",37,,3,8,26,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",155,,76,31,27,,,,,21,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",336,11,29,25,154,4,,,12,91,10,,
"Enseñanza (062)",1406,4,1381,3,10,,,,,8,,,
"Servicios sociales y de salud (063)",646,,330,149,37,25,,,1,104,,,
"Otras activ. serv.comun.soc y personales (064)",240,2,14,42,12,50,,,2,118,,,
"Hogares privados con servicio doméstico (065)",578,,,,,,,,,578,,,
"Actividad economica no especificada (067)",595,,4,4,54,,,,,2,,531,
"Desocupado (068)",477,,,,,,,,,,,,477
,,,,,,,,,,,,,
"URBANA (069)",22426,75,3787,804,819,3423,2633,1224,1607,6127,206,763,958
"Agric., ganadería, caza y silvicultura (070)",6182,1,26,24,,,2632,1,9,3489,,,
"Pesca (071)",5,,,1,,,1,,,3,,,
"Explotación de minas y canteras (072)",39,,3,3,3,,,11,3,16,,,
"Industrias manufactureras (073)",1013,2,14,37,5,8,,881,55,11,,,
"Suministro de electricidad, gas y agua (074)",23,,3,8,2,,,5,2,3,,,
"Construcción (075)",807,,39,27,4,,,34,457,246,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",3888,,34,87,11,2749,,284,20,703,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",314,,7,15,2,44,,227,16,3,,,
"Comercio al por mayor (078)",131,,4,17,6,100,,,,4,,,
"Comercio al por menor (079)",3443,,23,55,3,2605,,57,4,696,,,
"Hoteles y restaurantes (080)",981,,10,37,25,494,,,,415,,,
"Trans., almac. y comunicaciones (081)",1333,,9,35,66,3,,3,972,245,,,
"Intermediación financiera (082)",89,,9,14,63,,,,,3,,,
"Activid.inmobil., empres. y alquileres (083)",546,1,257,107,51,48,,3,13,66,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",1099,54,93,69,405,23,,1,60,188,206,,
"Enseñanza (085)",2806,14,2727,6,27,,,,2,30,,,
"Servicios sociales y de salud (086)",864,,495,219,59,31,,,11,49,,,
"Otras activ. serv.comun.soc y personales (087)",430,3,56,115,26,67,,1,3,159,,,
"Hogares privados con servicio doméstico (088)",498,,,,,,,,,498,,,
"Organiz. y organos extraterritoriales (089)",1,,,,1,,,,,,,,
"Actividad economica no especificada (090)",864,,12,15,71,,,,,3,,763,
"Desocupado (091)",958,,,,,,,,,,,,958
"Hombres (092)",13665,61,2004,489,455,1186,2175,1026,1559,3500,201,384,625
"Agric., ganadería, caza y silvicultura (093)",4695,1,26,21,,,2175,1,9,2462,,,
"Pesca (094)",4,,,1,,,,,,3,,,
"Explotación de minas y canteras (095)",36,,2,3,2,,,11,3,15,,,
"Industrias manufactureras (096)",790,2,12,25,2,7,,691,45,6,,,
"Suministro de electricidad, gas y agua (097)",18,,3,7,1,,,5,2,,,,
"Construcción (098)",758,,36,25,3,,,34,443,217,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",1573,,23,59,5,956,,276,19,235,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",289,,7,13,1,27,,223,15,3,,,
"Comercio al por mayor (101)",74,,1,9,3,59,,,,2,,,
"Comercio al por menor (102)",1210,,15,37,1,870,,53,4,230,,,
"Hoteles y restaurantes (103)",249,,2,18,14,126,,,,89,,,
"Trans., almac. y comunicaciones (104)",1221,,5,23,30,3,,3,964,193,,,
"Intermediación financiera (105)",52,,6,6,37,,,,,3,,,
"Activid.inmobil., empres. y alquileres (106)",393,1,181,78,24,48,,3,13,45,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",801,46,67,46,263,19,,1,48,110,201,,
"Enseñanza (108)",1470,10,1414,3,17,,,,2,24,,,
"Servicios sociales y de salud (109)",321,,177,87,23,8,,,10,16,,,
"Otras activ. serv.comun.soc y personales (110)",205,1,42,76,15,19,,1,1,50,,,
"Hogares privados con servicio doméstico (111)",31,,,,,,,,,31,,,
"Organiz. y organos extraterritoriales (112)",1,,,,1,,,,,,,,
"Actividad economica no especificada (113)",422,,8,11,18,,,,,1,,384,
"Desocupado (114)",625,,,,,,,,,,,,625
"Mujeres (115)",8761,14,1783,315,364,2237,458,198,48,2627,5,379,333
"Agric., ganadería, caza y silvicultura (116)",1487,,,3,,,457,,,1027,,,
"Pesca (117)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (118)",3,,1,,1,,,,,1,,,
"Industrias manufactureras (119)",223,,2,12,3,1,,190,10,5,,,
"Suministro de electricidad, gas y agua (120)",5,,,1,1,,,,,3,,,
"Construcción (121)",49,,3,2,1,,,,14,29,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",2315,,11,28,6,1793,,8,1,468,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",25,,,2,1,17,,4,1,,,,
"Comercio al por mayor (124)",57,,3,8,3,41,,,,2,,,
"Comercio al por menor (125)",2233,,8,18,2,1735,,4,,466,,,
"Hoteles y restaurantes (126)",732,,8,19,11,368,,,,326,,,
"Trans., almac. y comunicaciones (127)",112,,4,12,36,,,,8,52,,,
"Intermediación financiera (128)",37,,3,8,26,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",153,,76,29,27,,,,,21,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",298,8,26,23,142,4,,,12,78,5,,
"Enseñanza (131)",1336,4,1313,3,10,,,,,6,,,
"Servicios sociales y de salud (132)",543,,318,132,36,23,,,1,33,,,
"Otras activ. serv.comun.soc y personales (133)",225,2,14,39,11,48,,,2,109,,,
"Hogares privados con servicio doméstico (134)",467,,,,,,,,,467,,,
"Actividad economica no especificada (136)",442,,4,4,53,,,,,2,,379,
"Desocupado (137)",333,,,,,,,,,,,,333
