"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ANTA (000)",20081,63973,55842,,828,87.3,1.3
"De 12 a 14 años (001)",2339,3,3,,,100,
"De 15 a 19 años (002)",2611,302,297,92,98.3,30.5,
"De 20 a 24 años (003)",1864,1589,1553,189,97.7,11.9,
"De 25 a 29 años (004)",1700,3155,3066,187,97.2,5.9,
"De 30 a 34 años (005)",1644,4876,4650,167,95.4,3.4,
"De 35 a 39 años (006)",1760,6803,6373,118,93.7,1.7,
"De 40 a 44 años (007)",1603,7727,7105,68,92,0.9,
"De 45 a 49 años (008)",1403,7749,6830,7,88.1,0.1,
"De 50 y más años (009)",5157,31769,25965,,81.7,,
"Sin nivel (010)",4708,27872,22753,80,81.6,0.3,
"De 12 a 14 años (011)",17,,,,,,
"De 15 a 19 años (012)",30,13,13,,100,,
"De 20 a 24 años (013)",57,105,100,6,95.2,5.7,
"De 25 a 29 años (014)",96,296,279,13,94.3,4.4,
"De 30 a 34 años (015)",164,575,535,22,93,3.8,
"De 35 a 39 años (016)",258,1185,1097,23,92.6,1.9,
"De 40 a 44 años (017)",334,1847,1673,14,90.6,0.8,
"De 45 a 49 años (018)",370,2397,2023,2,84.4,0.1,
"De 50 y más años (019)",3382,21454,17033,,79.4,,
"Educacion Inicial (020)",31,57,53,4,93,7,
"De 12 a 14 años (021)",4,,,,,,
"De 15 a 19 años (022)",7,,,,,,
"De 20 a 24 años (023)",9,7,7,1,100,14.3,
"De 25 a 29 años (024)",3,8,8,1,100,12.5,
"De 30 a 34 años (025)",3,12,12,1,100,8.3,
"De 35 a 39 años (026)",5,30,26,1,86.7,3.3,
"Primaria (030)",6960,25438,22864,351,89.9,1.4,
"De 12 a 14 años (031)",1162,,,,,,
"De 15 a 19 años (032)",347,96,92,34,95.8,35.4,
"De 20 a 24 años (033)",405,593,576,49,97.1,8.3,
"De 25 a 29 años (034)",569,1430,1387,84,97,5.9,
"De 30 a 34 años (035)",750,2664,2527,80,94.9,3,
"De 35 a 39 años (036)",824,3644,3360,56,92.2,1.5,
"De 40 a 44 años (037)",792,4199,3843,43,91.5,1,
"De 45 a 49 años (038)",705,4098,3622,5,88.4,0.1,
"De 50 y más años (039)",1406,8714,7457,,85.6,,
"Secundaria (040)",6697,8861,8476,320,95.7,3.6,
