"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",110,2,,6,18,15,41,9,19
"Jefes y empleados de oficina (040)",142,,,,21,12,56,25,28
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",226,14,,48,78,17,36,12,21
"Agricult.trabaj. calif.agrop. y pesquros (042)",477,94,,182,142,11,21,5,22
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",126,2,1,30,36,12,22,13,10
"Obreros. construc., conf., papel, fab., instr (044)",150,,,33,75,12,11,10,9
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",694,67,3,223,252,37,55,32,25
"Otra (046)",14,,,,,1,11,2,
"Ocupación no especificada (047)",71,7,1,22,14,5,8,7,7
"Hombres (048)",1634,50,3,332,458,101,304,86,300
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",19,,,1,,2,6,2,8
"Profes., científicos e intelectuales (050)",356,,,,5,10,131,19,191
"Técnicos de nivel medio ytrab.asimilados (051)",78,1,,3,14,14,23,9,14
"Jefes y empleados de oficina (052)",77,,,,15,9,27,10,16
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",82,1,,19,30,6,12,3,11
"Agricult.trabaj. calif.agrop. y pesquros (054)",338,37,,137,115,9,18,3,19
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",110,2,1,27,30,12,20,10,8
"Obreros. construc., conf., papel, fab., instr (056)",149,,,32,75,12,11,10,9
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",378,9,2,105,165,23,40,15,19
"Otra (058)",14,,,,,1,11,2,
"Ocupación no especificada (059)",33,,,8,9,3,5,3,5
"Mujeres (060)",1054,136,2,213,187,42,205,73,196
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",4,,,,1,,,1,2
"Profes., científicos e intelectuales (062)",299,,,,3,9,111,22,154
"Técnicos de nivel medio ytrab.asimilados (063)",32,1,,3,4,1,18,,5
"Jefes y empleados de oficina (064)",65,,,,6,3,29,15,12
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",144,13,,29,48,11,24,9,10
"Agricult.trabaj. calif.agrop. y pesquros (066)",139,57,,45,27,2,3,2,3
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",16,,,3,6,,2,3,2
"Obreros. construc., conf., papel, fab., instr (068)",1,,,1,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",316,58,1,118,87,14,15,17,6
"Ocupación no especificada (071)",38,7,1,14,5,2,3,4,2
,,,,,,,,,
"RURAL (072)",5600,1457,13,2411,1255,129,160,61,114
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",15,4,,1,2,1,3,1,3
"Profes., científicos e intelectuales (074)",161,,,,8,13,70,12,58
"Técnicos de nivel medio ytrab.asimilados (075)",13,,,1,1,4,5,,2
"Jefes y empleados de oficina (076)",39,1,,1,19,4,7,3,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",84,20,,31,22,6,3,,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",3014,855,2,1392,639,42,40,16,28
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",69,25,,23,12,6,2,1,
"Obreros. construc., conf., papel, fab., instr (080)",70,13,,30,21,3,2,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2026,490,11,887,520,48,28,26,16
"Ocupación no especificada (083)",109,49,,45,11,2,,2,
"Hombres (084)",4048,870,9,1755,1057,102,129,42,84
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",13,4,,1,2,1,2,1,2
"Profes., científicos e intelectuales (086)",104,,,,4,6,49,6,39
"Técnicos de nivel medio ytrab.asimilados (087)",7,,,1,1,1,3,,1
"Jefes y empleados de oficina (088)",32,1,,,17,3,6,2,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",38,4,,18,11,2,1,,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",2547,621,2,1220,588,42,37,12,25
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",62,20,,22,12,5,2,1,
"Obreros. construc., conf., papel, fab., instr (092)",70,13,,30,21,3,2,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1150,205,7,444,400,37,27,19,11
"Ocupación no especificada (095)",25,2,,19,1,2,,1,
"Mujeres (096)",1552,587,4,656,198,27,31,19,30
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",2,,,,,,1,,1
"Profes., científicos e intelectuales (098)",57,,,,4,7,21,6,19
"Técnicos de nivel medio ytrab.asimilados (099)",6,,,,,3,2,,1
"Jefes y empleados de oficina (100)",7,,,1,2,1,1,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",46,16,,13,11,4,2,,
"Agricult.trabaj. calif.agrop. y pesquros (102)",467,234,,172,51,,3,4,3
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",7,5,,1,,1,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",876,285,4,443,120,11,1,7,5
"Ocupación no especificada (107)",84,47,,26,10,,,1,
