"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 25 a 29 años (024)",3,3,,,1,1,,1,,,,11
"De 30 a 34 años (025)",3,3,,,,1,,1,1,,,17
"De 35 a 39 años (026)",4,4,,,,1,,2,1,,,24
"Primaria (030)",2706,2672,762,185,217,249,475,382,246,156,34,9789
"De 12 a 14 años (031)",588,586,582,4,,,,,,,2,4
"De 15 a 19 años (032)",180,175,117,45,13,,,,,,5,71
"De 20 a 24 años (033)",152,147,16,49,54,21,7,,,,5,250
"De 25 a 29 años (034)",224,217,5,27,61,74,46,3,1,,7,590
"De 30 a 34 años (035)",252,245,4,11,35,59,99,33,2,2,7,946
"De 35 a 39 años (036)",242,241,2,8,18,25,97,67,19,5,1,1210
"De 40 a 44 años (037)",265,264,10,8,5,19,57,93,52,20,1,1604
"De 45 a 49 años (038)",234,232,2,8,8,13,49,65,62,25,2,1510
"De 50 y más años (039)",569,565,24,25,23,38,120,121,110,104,4,3604
"Secundaria (040)",2462,2404,1090,370,300,223,256,102,45,18,58,3986
"De 12 a 14 años (041)",409,408,408,,,,,,,,1,
"De 15 a 19 años (042)",671,659,573,75,9,2,,,,,12,99
"De 20 a 24 años (043)",350,328,66,160,85,16,1,,,,22,382
"De 25 a 29 años (044)",281,268,9,79,95,55,30,,,,13,561
"De 30 a 34 años (045)",232,229,10,24,62,57,67,8,1,,3,666
"De 35 a 39 años (046)",186,184,6,11,28,50,62,21,6,,2,676
"De 40 a 44 años (047)",119,116,5,10,8,20,39,23,7,4,3,502
"De 45 a 49 años (048)",83,81,5,6,7,10,24,21,8,,2,360
"De 50 y más años (049)",131,131,8,5,6,13,33,29,23,14,,740
"Sup. no Univ. incompleta (050)",199,192,71,45,35,18,16,3,4,,7,290
"De 15 a 19 años (052)",30,29,27,1,,1,,,,,1,4
"De 20 a 24 años (053)",63,61,37,20,3,1,,,,,2,29
"De 25 a 29 años (054)",28,27,3,12,9,3,,,,,1,39
"De 30 a 34 años (055)",35,32,2,9,14,6,1,,,,3,59
"De 35 a 39 años (056)",21,21,1,1,6,4,6,2,1,,,72
"De 40 a 44 años (057)",8,8,,,1,1,5,,1,,,33
"De 45 a 49 años (058)",6,6,1,1,2,,1,1,,,,16
"De 50 y más años (059)",8,8,,1,,2,3,,2,,,38
"Sup. no Univ. completa (060)",342,326,38,94,86,46,42,18,2,,16,714
"De 20 a 24 años (063)",43,38,16,16,6,,,,,,5,28
"De 25 a 29 años (064)",74,68,12,32,17,7,,,,,6,87
"De 30 a 34 años (065)",69,66,7,25,27,5,2,,,,3,102
"De 35 a 39 años (066)",48,47,,11,15,9,9,3,,,1,123
"De 40 a 44 años (067)",45,44,1,3,11,8,16,5,,,1,149
"De 45 a 49 años (068)",30,30,,3,5,12,6,3,1,,,102
"De 50 y más años (069)",33,33,2,4,5,5,9,7,1,,,123
"Sup. Univ. incompleta (070)",96,91,51,16,10,8,5,1,,,5,88
"De 15 a 19 años (072)",36,36,33,3,,,,,,,,3
"De 20 a 24 años (073)",25,24,16,6,2,,,,,,1,10
"De 25 a 29 años (074)",11,7,1,5,1,,,,,,4,7
"De 30 a 34 años (075)",7,7,,2,4,,1,,,,,14
"De 35 a 39 años (076)",7,7,,,,6,1,,,,,23
"De 40 a 44 años (077)",1,1,,,,1,,,,,,3
"De 45 a 49 años (078)",4,4,1,,,,3,,,,,13
"De 50 y más años (079)",5,5,,,3,1,,1,,,,15
"Sup. Univ. completa (080)",117,101,33,32,18,10,6,2,,,16,137
"De 20 a 24 años (083)",12,8,6,2,,,,,,,4,2
"De 25 a 29 años (084)",33,27,16,10,1,,,,,,6,12
"De 30 a 34 años (085)",27,25,5,12,7,1,,,,,2,29
"De 35 a 39 años (086)",14,11,2,5,2,2,,,,,3,15
"De 40 a 44 años (087)",13,13,,2,3,5,3,,,,,36
"De 45 a 49 años (088)",4,4,,,2,2,,,,,,10
"De 50 y más años (089)",14,13,4,1,3,,3,2,,,1,33
,,,,,,,,,,,,
"URBANA (100)",3595,3526,1023,416,429,374,522,357,253,152,69,10838
"De 12 a 14 años (101)",431,430,428,2,,,,,,,1,2
"De 15 a 19 años (102)",437,430,378,45,4,2,1,,,,7,63
"De 20 a 24 años (103)",345,331,110,139,69,11,2,,,,14,318
"De 25 a 29 años (104)",350,330,31,92,112,74,21,,,,20,625
"De 30 a 34 años (105)",313,304,13,51,103,65,58,13,1,,9,793
"De 35 a 39 años (106)",308,302,7,23,48,68,100,44,12,,6,1157
"De 40 a 44 años (107)",267,264,9,10,17,47,83,57,26,15,3,1293
"De 45 a 49 años (108)",212,209,3,10,19,31,56,49,30,11,3,1081
"De 50 y más años (109)",932,926,44,44,57,76,201,194,184,126,6,5506
"Sin nivel (110)",712,700,33,32,42,65,146,153,136,93,12,4146
"De 12 a 14 años (111)",1,1,1,,,,,,,,,
"De 15 a 19 años (112)",4,4,2,1,,,1,,,,,5
"De 20 a 24 años (113)",7,7,1,2,3,1,,,,,,11
"De 25 a 29 años (114)",15,13,1,,4,8,,,,,2,32
"De 30 a 34 años (115)",10,8,1,,1,2,4,,,,2,27
"De 35 a 39 años (116)",45,43,3,2,2,4,16,10,6,,2,208
"De 40 a 44 años (117)",50,49,,1,,6,10,13,10,9,1,329
"De 45 a 49 años (118)",47,46,1,1,3,2,12,11,9,7,1,290
"De 50 y más años (119)",533,529,23,25,29,42,103,119,111,77,4,3244
"Educacion Inicial (120)",4,4,2,,1,1,,,,,,5
"De 20 a 24 años (123)",2,2,2,,,,,,,,,
"De 25 a 29 años (124)",1,1,,,1,,,,,,,2
"De 30 a 34 años (125)",1,1,,,,1,,,,,,3
"Primaria (130)",955,951,267,63,89,101,169,129,85,48,4,3384
"De 12 a 14 años (131)",211,211,209,2,,,,,,,,2
"De 15 a 19 años (132)",46,46,35,9,2,,,,,,,13
"De 20 a 24 años (133)",43,42,4,16,18,3,1,,,,1,65
"De 25 a 29 años (134)",76,76,1,8,25,31,11,,,,,196
"De 30 a 34 años (135)",74,72,1,7,18,18,17,10,1,,2,243
"De 35 a 39 años (136)",82,82,,2,7,12,40,19,2,,,376
"De 40 a 44 años (137)",91,91,7,3,1,13,23,27,12,5,,479
"De 45 a 49 años (138)",76,76,,3,4,7,18,24,16,4,,448
"De 50 y más años (139)",256,255,10,13,14,17,59,49,54,39,1,1562
"Secundaria (140)",1292,1271,560,171,164,138,144,56,27,11,21,2248
"De 12 a 14 años (141)",219,218,218,,,,,,,,1,
"De 15 a 19 años (142)",330,324,289,31,2,2,,,,,6,41
"De 20 a 24 años (143)",173,168,36,85,40,6,1,,,,5,187
"De 25 a 29 años (144)",141,136,6,37,56,27,10,,,,5,272
"De 30 a 34 años (145)",124,123,2,9,39,36,34,3,,,1,359
"De 35 a 39 años (146)",98,98,2,3,16,34,29,11,3,,,361
"De 40 a 44 años (147)",66,65,2,2,3,14,27,13,3,1,1,282
"De 45 a 49 años (148)",49,47,,2,4,8,17,11,5,,2,223
"De 50 y más años (149)",92,92,5,2,4,11,26,18,16,10,,523
"Sup. no Univ. incompleta (150)",166,163,64,35,31,14,14,1,4,,3,238
"De 15 a 19 años (152)",28,27,26,1,,,,,,,1,1
"De 20 a 24 años (153)",56,55,34,18,2,1,,,,,1,25
"De 25 a 29 años (154)",19,18,1,8,7,2,,,,,1,28
"De 30 a 34 años (155)",26,26,1,6,13,5,1,,,,,51
"De 35 a 39 años (156)",19,19,1,1,6,4,5,1,1,,,61
"De 40 a 44 años (157)",8,8,,,1,1,5,,1,,,33
"De 45 a 49 años (158)",5,5,1,1,2,,1,,,,,10
"De 50 y más años (159)",5,5,,,,1,2,,2,,,29
"Sup. no Univ. completa (160)",291,279,28,76,76,42,40,16,1,,12,635
"De 20 a 24 años (163)",33,30,15,11,4,,,,,,3,19
"De 25 a 29 años (164)",60,55,8,24,17,6,,,,,5,76
"De 30 a 34 años (165)",53,51,3,22,22,3,1,,,,2,79
"De 35 a 39 años (166)",48,47,,11,15,9,9,3,,,1,123
"De 40 a 44 años (167)",39,38,,2,9,8,15,4,,,1,134
"De 45 a 49 años (168)",28,28,,3,4,12,6,3,,,,92
"De 50 y más años (169)",30,30,2,3,5,4,9,6,1,,,112
"Sup. Univ. incompleta (170)",80,77,42,15,9,6,4,1,,,3,74
"De 15 a 19 años (172)",29,29,26,3,,,,,,,,3
"De 20 a 24 años (173)",23,22,14,6,2,,,,,,1,10
"De 25 a 29 años (174)",9,7,1,5,1,,,,,,2,7
"De 30 a 34 años (175)",5,5,,1,3,,1,,,,,11
"De 35 a 39 años (176)",5,5,,,,4,1,,,,,17
"De 40 a 44 años (177)",1,1,,,,1,,,,,,3
"De 45 a 49 años (178)",3,3,1,,,,2,,,,,8
"De 50 y más años (179)",5,5,,,3,1,,1,,,,15
"Sup. Univ. completa (180)",95,81,27,24,17,7,5,1,,,14,108
"De 20 a 24 años (183)",8,5,4,1,,,,,,,3,1
"De 25 a 29 años (184)",29,24,13,10,1,,,,,,5,12
"De 30 a 34 años (185)",20,18,5,6,7,,,,,,2,20
"De 35 a 39 años (186)",11,8,1,4,2,1,,,,,3,11
"De 40 a 44 años (187)",12,12,,2,3,4,3,,,,,33
"De 45 a 49 años (188)",4,4,,,2,2,,,,,,10
"De 50 y más años (189)",11,10,4,1,2,,2,1,,,1,21
,,,,,,,,,,,,
"RURAL (200)",5041,4938,1151,458,391,400,834,744,537,423,103,20258
"De 12 a 14 años (201)",572,570,567,3,,,,,,,2,3
"De 15 a 19 años (202)",506,495,386,88,20,1,,,,,11,131
"De 20 a 24 años (203)",360,332,54,130,100,38,10,,,,28,487
"De 25 a 29 años (204)",377,357,18,78,97,86,71,5,2,,20,881
"De 30 a 34 años (205)",420,408,21,38,56,79,159,47,5,3,12,1466
"De 35 a 39 años (206)",384,380,8,16,26,41,138,102,39,10,4,1902
"De 40 a 44 años (207)",371,367,12,20,13,19,76,111,84,32,4,2231
"De 45 a 49 años (208)",358,356,11,16,11,17,61,98,91,51,2,2345
"De 50 y más años (209)",1693,1673,74,69,68,119,319,381,316,327,20,10812
"Sin nivel (210)",1986,1962,92,98,111,152,410,436,355,308,24,11892
"De 12 a 14 años (211)",4,4,3,1,,,,,,,,1
"De 15 a 19 años (212)",21,21,11,8,2,,,,,,,12
"De 20 a 24 años (213)",49,46,4,12,16,10,4,,,,3,91
"De 25 a 29 años (214)",58,57,2,5,20,12,16,1,1,,1,167
"De 30 a 34 años (215)",98,97,5,6,9,13,43,18,2,1,1,399
"De 35 a 39 años (216)",125,124,1,1,3,8,47,41,18,5,1,708
"De 40 a 44 años (217)",137,136,5,6,2,6,29,34,40,14,1,868
"De 45 a 49 años (218)",162,162,4,7,3,9,22,46,41,30,,1125
"De 50 y más años (219)",1332,1315,57,52,56,94,249,296,253,258,17,8521
"Educacion Inicial (220)",12,12,2,2,,2,,4,2,,,49
"De 12 a 14 años (221)",1,1,1,,,,,,,,,
"De 15 a 19 años (222)",1,1,1,,,,,,,,,
"De 20 a 24 años (223)",2,2,,2,,,,,,,,2
"De 25 a 29 años (224)",2,2,,,,1,,1,,,,9
"De 30 a 34 años (225)",2,2,,,,,,1,1,,,14
"De 35 a 39 años (226)",4,4,,,,1,,2,1,,,24
"Primaria (230)",1751,1721,495,122,128,148,306,253,161,108,30,6405
"De 12 a 14 años (231)",377,375,373,2,,,,,,,2,2
"De 15 a 19 años (232)",134,129,82,36,11,,,,,,5,58
"De 20 a 24 años (233)",109,105,12,33,36,18,6,,,,4,185
"De 25 a 29 años (234)",148,141,4,19,36,43,35,3,1,,7,394
"De 30 a 34 años (235)",178,173,3,4,17,41,82,23,1,2,5,703
"De 35 a 39 años (236)",160,159,2,6,11,13,57,48,17,5,1,834
"De 40 a 44 años (237)",174,173,3,5,4,6,34,66,40,15,1,1125
"De 45 a 49 años (238)",158,156,2,5,4,6,31,41,46,21,2,1062
"De 50 y más años (239)",313,310,14,12,9,21,61,72,56,65,3,2042
"Secundaria (240)",1170,1133,530,199,136,85,112,46,18,7,37,1738
"De 12 a 14 años (241)",190,190,190,,,,,,,,,
"De 15 a 19 años (242)",341,335,284,44,7,,,,,,6,58
"De 20 a 24 años (243)",177,160,30,75,45,10,,,,,17,195
"De 25 a 29 años (244)",140,132,3,42,39,28,20,,,,8,289
"De 30 a 34 años (245)",108,106,8,15,23,21,33,5,1,,2,307
"De 35 a 39 años (246)",88,86,4,8,12,16,33,10,3,,2,315
"De 40 a 44 años (247)",53,51,3,8,5,6,12,10,4,3,2,220
"De 45 a 49 años (248)",34,34,5,4,3,2,7,10,3,,,137
"De 50 y más años (249)",39,39,3,3,2,2,7,11,7,4,,217
"Sup. no Univ. incompleta (250)",33,29,7,10,4,4,2,2,,,4,52
"De 15 a 19 años (252)",2,2,1,,,1,,,,,,3
"De 20 a 24 años (253)",7,6,3,2,1,,,,,,1,4
"De 25 a 29 años (254)",9,9,2,4,2,1,,,,,,11
"De 30 a 34 años (255)",9,6,1,3,1,1,,,,,3,8
"De 35 a 39 años (256)",2,2,,,,,1,1,,,,11
"De 45 a 49 años (258)",1,1,,,,,,1,,,,6
"De 50 y más años (259)",3,3,,1,,1,1,,,,,9
"Sup. no Univ. completa (260)",51,47,10,18,10,4,2,2,1,,4,79
"De 20 a 24 años (263)",10,8,1,5,2,,,,,,2,9
"De 25 a 29 años (264)",14,13,4,8,,1,,,,,1,11
"De 30 a 34 años (265)",16,15,4,3,5,2,1,,,,1,23
"De 40 a 44 años (267)",6,6,1,1,2,,1,1,,,,15
"De 45 a 49 años (268)",2,2,,,1,,,,1,,,10
"De 50 y más años (269)",3,3,,1,,1,,1,,,,11
"Sup. Univ. incompleta (270)",16,14,9,1,1,2,1,,,,2,14
"De 15 a 19 años (272)",7,7,7,,,,,,,,,
"De 20 a 24 años (273)",2,2,2,,,,,,,,,
"De 25 a 29 años (274)",2,,,,,,,,,,2,
"De 30 a 34 años (275)",2,2,,1,1,,,,,,,3
"De 35 a 39 años (276)",2,2,,,,2,,,,,,6
"De 45 a 49 años (278)",1,1,,,,,1,,,,,5
"Sup. Univ. completa (280)",22,20,6,8,1,3,1,1,,,2,29
"De 20 a 24 años (283)",4,3,2,1,,,,,,,1,1
"De 25 a 29 años (284)",4,3,3,,,,,,,,1,
"De 30 a 34 años (285)",7,7,,6,,1,,,,,,9
"De 35 a 39 años (286)",3,3,1,1,,1,,,,,,4
"De 40 a 44 años (287)",1,1,,,,1,,,,,,3
"De 50 y más años (289)",3,3,,,1,,1,1,,,,12
