"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LUYA (000)",15711,1449,1963,8401,666,2732,500
"Agric., ganadería, caza y silvicultura (001)",11268,10,1346,6918,602,2392,
"Explotación de minas y canteras (003)",6,,3,2,,1,
"Industrias manufactureras (004)",422,10,116,257,13,26,
"Suministro de electricidad, gas y agua (005)",9,2,7,,,,
"Construcción (006)",414,7,293,79,18,17,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",738,40,14,565,14,105,
"Venta, mant.y rep. veh.autom.y motoc. (008)",21,1,4,15,,1,
"Comercio al por mayor (009)",39,2,1,31,1,4,
"Comercio al por menor (010)",678,37,9,519,13,100,
"Hoteles y restaurantes (011)",147,22,6,92,7,20,
"Trans., almac. y comunicaciones (012)",160,36,26,86,4,8,
"Activid.inmobil., empres. y alquileres (014)",30,20,4,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",285,254,31,,,,
"Enseñanza (016)",802,767,1,28,1,5,
"Servicios sociales y de salud (017)",177,164,2,9,,2,
"Otras activ. serv.comun.soc y personales (018)",201,75,69,54,1,2,
"Hogares privados con servicio doméstico (019)",500,,,,,,500
"Actividad economica no especificada (021)",552,42,45,305,6,154,
"Hombres (022)",12650,753,1693,7392,625,2168,19
"Agric., ganadería, caza y silvicultura (023)",10598,10,1209,6709,579,2091,
"Explotación de minas y canteras (025)",6,,3,2,,1,
"Industrias manufactureras (026)",221,5,63,137,10,6,
"Suministro de electricidad, gas y agua (027)",9,2,7,,,,
"Construcción (028)",410,5,291,79,18,17,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",321,18,11,262,9,21,
"Venta, mant.y rep. veh.autom.y motoc. (030)",17,1,4,12,,,
"Comercio al por mayor (031)",26,2,1,22,1,,
"Comercio al por menor (032)",278,15,6,228,8,21,
"Hoteles y restaurantes (033)",22,2,1,12,2,5,
"Trans., almac. y comunicaciones (034)",142,25,26,82,4,5,
"Activid.inmobil., empres. y alquileres (036)",18,11,2,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",195,169,26,,,,
"Enseñanza (038)",400,389,,7,,4,
"Servicios sociales y de salud (039)",69,59,1,8,,1,
"Otras activ. serv.comun.soc y personales (040)",121,52,37,30,1,1,
"Hogares privados con servicio doméstico (041)",19,,,,,,19
"Actividad economica no especificada (043)",99,6,16,59,2,16,
"Mujeres (044)",3061,696,270,1009,41,564,481
"Agric., ganadería, caza y silvicultura (045)",670,,137,209,23,301,
"Industrias manufactureras (048)",201,5,53,120,3,20,
"Construcción (050)",4,2,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",417,22,3,303,5,84,
"Venta, mant.y rep. veh.autom.y motoc. (052)",4,,,3,,1,
"Comercio al por mayor (053)",13,,,9,,4,
"Comercio al por menor (054)",400,22,3,291,5,79,
"Hoteles y restaurantes (055)",125,20,5,80,5,15,
"Trans., almac. y comunicaciones (056)",18,11,,4,,3,
"Activid.inmobil., empres. y alquileres (058)",12,9,2,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",90,85,5,,,,
"Enseñanza (060)",402,378,1,21,1,1,
"Servicios sociales y de salud (061)",108,105,1,1,,1,
"Otras activ. serv.comun.soc y personales (062)",80,23,32,24,,1,
"Hogares privados con servicio doméstico (063)",481,,,,,,481
"Actividad economica no especificada (065)",453,36,29,246,4,138,
,,,,,,,
"URBANA (066)",6785,1045,896,3438,286,861,259
"Agric., ganadería, caza y silvicultura (067)",3954,4,530,2507,241,672,
"Explotación de minas y canteras (069)",2,,2,,,,
"Industrias manufactureras (070)",243,10,69,139,11,14,
"Suministro de electricidad, gas y agua (071)",6,1,5,,,,
"Construcción (072)",256,6,182,51,11,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",557,35,12,425,9,76,
"Venta, mant.y rep. veh.autom.y motoc. (074)",19,1,3,14,,1,
"Comercio al por mayor (075)",28,2,,22,1,3,
"Comercio al por menor (076)",510,32,9,389,8,72,
"Hoteles y restaurantes (077)",113,15,4,72,5,17,
"Trans., almac. y comunicaciones (078)",141,34,20,76,3,8,
"Activid.inmobil., empres. y alquileres (080)",23,17,1,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",245,228,17,,,,
"Enseñanza (082)",518,495,,17,1,5,
"Servicios sociales y de salud (083)",138,127,2,7,,2,
"Otras activ. serv.comun.soc y personales (084)",119,48,31,39,1,,
"Hogares privados con servicio doméstico (085)",259,,,,,,259
"Actividad economica no especificada (087)",211,25,21,100,4,61,
"Hombres (088)",4974,535,762,2842,262,565,8
"Agric., ganadería, caza y silvicultura (089)",3616,4,466,2401,231,514,
"Explotación de minas y canteras (091)",2,,2,,,,
"Industrias manufactureras (092)",131,5,37,78,8,3,
"Suministro de electricidad, gas y agua (093)",6,1,5,,,,
"Construcción (094)",253,4,181,51,11,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",228,16,9,180,6,17,
"Venta, mant.y rep. veh.autom.y motoc. (096)",15,1,3,11,,,
"Comercio al por mayor (097)",19,2,,16,1,,
"Comercio al por menor (098)",194,13,6,153,5,17,
"Hoteles y restaurantes (099)",16,1,1,8,1,5,
"Trans., almac. y comunicaciones (100)",124,23,20,73,3,5,
"Activid.inmobil., empres. y alquileres (102)",13,9,,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",170,154,16,,,,
"Enseñanza (104)",251,242,,5,,4,
"Servicios sociales y de salud (105)",53,45,1,6,,1,
"Otras activ. serv.comun.soc y personales (106)",59,28,12,18,1,,
"Hogares privados con servicio doméstico (107)",8,,,,,,8
"Actividad economica no especificada (109)",44,3,12,18,1,10,
"Mujeres (110)",1811,510,134,596,24,296,251
"Agric., ganadería, caza y silvicultura (111)",338,,64,106,10,158,
"Industrias manufactureras (114)",112,5,32,61,3,11,
"Construcción (116)",3,2,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",329,19,3,245,3,59,
"Venta, mant.y rep. veh.autom.y motoc. (118)",4,,,3,,1,
"Comercio al por mayor (119)",9,,,6,,3,
"Comercio al por menor (120)",316,19,3,236,3,55,
"Hoteles y restaurantes (121)",97,14,3,64,4,12,
"Trans., almac. y comunicaciones (122)",17,11,,3,,3,
"Activid.inmobil., empres. y alquileres (124)",10,8,1,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",75,74,1,,,,
"Enseñanza (126)",267,253,,12,1,1,
"Servicios sociales y de salud (127)",85,82,1,1,,1,
"Otras activ. serv.comun.soc y personales (128)",60,20,19,21,,,
"Hogares privados con servicio doméstico (129)",251,,,,,,251
"Actividad economica no especificada (131)",167,22,9,82,3,51,
,,,,,,,
"RURAL (132)",8926,404,1067,4963,380,1871,241
"Agric., ganadería, caza y silvicultura (133)",7314,6,816,4411,361,1720,
"Explotación de minas y canteras (135)",4,,1,2,,1,
