"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SAN MARTIN (000)",61011,140297,128460,,2657,91.6,1.9
"De 12 a 14 años (001)",5375,50,49,,10,98,20
"De 15 a 19 años (002)",9170,1708,1662,437,97.3,25.6,
"De 20 a 24 años (003)",7753,5920,5771,692,97.5,11.7,
"De 25 a 29 años (004)",6538,9314,9062,621,97.3,6.7,
"De 30 a 34 años (005)",5987,12734,12384,502,97.3,3.9,
"De 35 a 39 años (006)",5843,16314,15666,290,96,1.8,
"De 40 a 44 años (007)",5088,16606,15809,90,95.2,0.5,
"De 45 a 49 años (008)",3989,14903,13868,15,93.1,0.1,
"De 50 y más años (009)",11268,62748,54189,,86.4,,
"Sin nivel (010)",2351,14000,11440,43,81.7,0.3,
"De 12 a 14 años (011)",30,1,1,,100,,
"De 15 a 19 años (012)",84,28,26,5,92.9,17.9,
"De 20 a 24 años (013)",78,81,72,4,88.9,4.9,
"De 25 a 29 años (014)",88,193,188,7,97.4,3.6,
"De 30 a 34 años (015)",109,313,302,12,96.5,3.8,
"De 35 a 39 años (016)",141,550,515,10,93.6,1.8,
"De 40 a 44 años (017)",159,742,686,4,92.5,0.5,
"De 45 a 49 años (018)",167,908,806,1,88.8,0.1,
"De 50 y más años (019)",1495,11184,8844,,79.1,,
"Educacion Inicial (020)",81,104,98,7,94.2,6.7,
"De 12 a 14 años (021)",13,1,1,1,100,100,
"De 15 a 19 años (022)",21,6,6,1,100,16.7,
"De 20 a 24 años (023)",14,17,17,4,100,23.5,
"De 25 a 29 años (024)",15,27,26,1,96.3,3.7,
"De 30 a 34 años (025)",12,39,34,,87.2,,
"De 35 a 39 años (026)",6,14,14,,100,,
"Primaria (030)",19597,73144,65716,913,89.8,1.2,
"De 12 a 14 años (031)",2075,28,27,6,96.4,21.4,
"De 15 a 19 años (032)",1284,635,618,139,97.3,21.9,
"De 20 a 24 años (033)",1318,2031,1969,210,96.9,10.3,
"De 25 a 29 años (034)",1577,3654,3524,209,96.4,5.7,
"De 30 a 34 años (035)",1709,5148,4950,176,96.2,3.4,
"De 35 a 39 años (036)",1844,6896,6510,117,94.4,1.7,
"De 40 a 44 años (037)",1809,7764,7262,44,93.5,0.6,
"De 45 a 49 años (038)",1547,7408,6761,12,91.3,0.2,
