"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CANAS (000)",35788,2034,5358,5313,3613,4643,4268,7574,2985
"Sabe leer y escribir (001)",27603,,4000,5287,3584,4488,3882,5356,1006
"No sabe leer y escribir (002)",8185,2034,1358,26,29,155,386,2218,1979
"Hombres (004)",17906,1048,2778,2797,1893,2300,2022,3728,1340
"Sabe leer y escribir (005)",15238,,2084,2782,1880,2263,1983,3390,856
"No sabe leer y escribir (006)",2668,1048,694,15,13,37,39,338,484
"Mujeres (008)",17882,986,2580,2516,1720,2343,2246,3846,1645
"Sabe leer y escribir (009)",12365,,1916,2505,1704,2225,1899,1966,150
"No sabe leer y escribir (010)",5517,986,664,11,16,118,347,1880,1495
,,,,,,,,,
"URBANA (012)",5795,274,760,802,650,928,827,1168,386
"Sabe leer y escribir (013)",4891,,594,797,646,912,790,979,173
"No sabe leer y escribir (014)",904,274,166,5,4,16,37,189,213
"Hombres (016)",2909,136,385,424,353,459,389,601,162
"Sabe leer y escribir (017)",2608,,301,421,350,455,385,576,120
"No sabe leer y escribir (018)",301,136,84,3,3,4,4,25,42
"Mujeres (020)",2886,138,375,378,297,469,438,567,224
"Sabe leer y escribir (021)",2283,,293,376,296,457,405,403,53
"No sabe leer y escribir (022)",603,138,82,2,1,12,33,164,171
,,,,,,,,,
"RURAL (024)",29993,1760,4598,4511,2963,3715,3441,6406,2599
"Sabe leer y escribir (025)",22712,,3406,4490,2938,3576,3092,4377,833
"No sabe leer y escribir (026)",7281,1760,1192,21,25,139,349,2029,1766
"Hombres (028)",14997,912,2393,2373,1540,1841,1633,3127,1178
"Sabe leer y escribir (029)",12630,,1783,2361,1530,1808,1598,2814,736
"No sabe leer y escribir (030)",2367,912,610,12,10,33,35,313,442
"Mujeres (032)",14996,848,2205,2138,1423,1874,1808,3279,1421
"Sabe leer y escribir (033)",10082,,1623,2129,1408,1768,1494,1563,97
"No sabe leer y escribir (034)",4914,848,582,9,15,106,314,1716,1324
