"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",82,,,1,10,3,16,10,42
"Profes., científicos e intelectuales (038)",4508,,,,74,93,966,165,3210
"Técnicos de nivel medio ytrab.asimilados (039)",1409,3,,24,138,202,478,366,198
"Jefes y empleados de oficina (040)",1427,,,5,273,108,230,314,497
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",4539,272,3,981,2005,294,256,460,268
"Agricult.trabaj. calif.agrop. y pesquros (042)",1047,106,,415,408,23,35,33,27
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1399,22,,214,730,112,125,118,78
"Obreros. construc., conf., papel, fab., instr (044)",2262,32,1,350,1299,139,135,226,80
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",4846,309,10,1356,2346,259,122,319,125
"Otra (046)",210,,,,46,23,41,52,48
"Ocupación no especificada (047)",356,17,3,56,112,24,22,54,68
"Hombres (048)",12529,182,7,1761,4582,745,1281,1322,2649
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",62,,,,9,2,8,8,35
"Profes., científicos e intelectuales (050)",2379,,,,28,44,426,101,1780
"Técnicos de nivel medio ytrab.asimilados (051)",927,2,,10,89,151,293,252,130
"Jefes y empleados de oficina (052)",698,,,2,137,43,93,150,273
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",1456,14,,182,723,115,89,209,124
"Agricult.trabaj. calif.agrop. y pesquros (054)",877,55,,359,360,20,29,27,27
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1166,8,,173,618,94,105,102,66
"Obreros. construc., conf., papel, fab., instr (056)",2201,31,1,338,1271,130,134,222,74
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",2373,70,5,673,1232,113,53,167,60
"Otra (058)",203,,,,45,23,39,49,47
"Ocupación no especificada (059)",187,2,1,24,70,10,12,35,33
"Mujeres (060)",9556,579,10,1641,2859,535,1145,795,1992
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",20,,,1,1,1,8,2,7
"Profes., científicos e intelectuales (062)",2129,,,,46,49,540,64,1430
"Técnicos de nivel medio ytrab.asimilados (063)",482,1,,14,49,51,185,114,68
"Jefes y empleados de oficina (064)",729,,,3,136,65,137,164,224
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",3083,258,3,799,1282,179,167,251,144
"Agricult.trabaj. calif.agrop. y pesquros (066)",170,51,,56,48,3,6,6,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",233,14,,41,112,18,20,16,12
"Obreros. construc., conf., papel, fab., instr (068)",61,1,,12,28,9,1,4,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",2473,239,5,683,1114,146,69,152,65
"Otra (070)",7,,,,1,,2,3,1
"Ocupación no especificada (071)",169,15,2,32,42,14,10,19,35
,,,,,,,,,
"RURAL (072)",9467,1467,13,4143,3207,160,177,110,190
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",7,,,,2,,1,,4
"Profes., científicos e intelectuales (074)",205,,,,25,12,45,8,115
"Técnicos de nivel medio ytrab.asimilados (075)",72,,,2,8,12,41,8,1
"Jefes y empleados de oficina (076)",49,,,1,18,3,6,5,16
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",405,57,,139,175,15,6,9,4
"Agricult.trabaj. calif.agrop. y pesquros (078)",3881,692,4,1919,1148,30,30,26,32
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",140,9,,52,69,5,3,1,1
"Obreros. construc., conf., papel, fab., instr (080)",360,12,,98,212,17,10,10,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",4014,614,9,1799,1449,61,30,38,14
"Otra (082)",5,,,,5,,,,
"Ocupación no especificada (083)",329,83,,133,96,5,5,5,2
"Hombres (084)",7590,966,6,3443,2722,114,128,92,119
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",7,,,,2,,1,,4
"Profes., científicos e intelectuales (086)",103,,,,9,4,24,6,60
"Técnicos de nivel medio ytrab.asimilados (087)",48,,,2,5,8,27,5,1
"Jefes y empleados de oficina (088)",30,,,,13,2,5,4,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",85,2,,19,51,4,4,5,
"Agricult.trabaj. calif.agrop. y pesquros (090)",3587,553,4,1822,1095,29,27,26,31
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",126,5,,51,60,5,3,1,1
"Obreros. construc., conf., papel, fab., instr (092)",353,10,,97,211,15,10,10,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",3088,376,2,1391,1208,43,24,30,14
"Otra (094)",5,,,,5,,,,
"Ocupación no especificada (095)",158,20,,61,63,4,3,5,2
"Mujeres (096)",1877,501,7,700,485,46,49,18,71
"Profes., científicos e intelectuales (098)",102,,,,16,8,21,2,55
"Técnicos de nivel medio ytrab.asimilados (099)",24,,,,3,4,14,3,
"Jefes y empleados de oficina (100)",19,,,1,5,1,1,1,10
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",320,55,,120,124,11,2,4,4
"Agricult.trabaj. calif.agrop. y pesquros (102)",294,139,,97,53,1,3,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",14,4,,1,9,,,,
"Obreros. construc., conf., papel, fab., instr (104)",7,2,,1,1,2,,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",926,238,7,408,241,18,6,8,
"Ocupación no especificada (107)",171,63,,72,33,1,2,,
