"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior univ. incompleto (037)",289,,,,25,116,78,66,4
"Superior univ. completo (038)",829,,,,,171,344,293,21
"Hombres (040)",7656,423,1016,1177,857,944,1140,1592,507
"Sin nivel (041)",871,423,85,6,8,16,32,121,180
"Educación inicial (042)",227,,208,11,4,2,2,,
"Primaria (043)",2929,,723,730,67,126,288,742,253
"Secundaria (044)",2430,,,430,740,489,398,332,41
"Superior no univ. incompleto (045)",226,,,,22,100,56,45,3
"Superior no univ. completo (046)",327,,,,,79,131,108,9
"Superior univ. incompleto (047)",157,,,,16,47,48,43,3
"Superior univ. completo (048)",489,,,,,85,185,201,18
"Mujeres (050)",7867,426,1005,1229,795,1112,1212,1520,568
"Sin nivel (051)",1632,426,69,5,5,19,115,547,446
"Educación inicial (052)",250,,225,11,2,6,6,,
"Primaria (053)",2978,,711,752,78,261,460,614,102
"Secundaria (054)",2097,,,461,668,511,284,161,12
"Superior no univ. incompleto (055)",176,,,,33,82,40,20,1
"Superior no univ. completo (056)",262,,,,,78,118,63,3
"Superior univ. incompleto (057)",132,,,,9,69,30,23,1
"Superior univ. completo (058)",340,,,,,86,159,92,3
,,,,,,,,,
"RURAL (060)",32436,1789,4321,5251,3558,4282,3669,6419,3147
"Sin nivel (061)",7543,1789,301,28,45,174,497,2445,2264
"Educación inicial (062)",1157,,1055,62,7,17,16,,
"Primaria (063)",14753,,2965,3737,688,1490,1940,3107,826
"Secundaria (064)",8034,,,1424,2743,2177,984,663,43
"Superior no univ. incompleto (065)",348,,,,59,186,59,41,3
"Superior no univ. completo (066)",306,,,,,128,95,79,4
"Superior univ. incompleto (067)",126,,,,16,68,17,23,2
"Superior univ. completo (068)",169,,,,,42,61,61,5
"Hombres (070)",16152,905,2199,2714,1887,2064,1740,3139,1504
"Sin nivel (071)",2596,905,152,16,19,47,96,588,773
"Educación inicial (072)",560,,516,31,2,7,4,,
"Primaria (073)",7793,,1531,1941,317,555,856,1905,688
"Secundaria (074)",4632,,,726,1523,1222,639,491,31
"Superior no univ. incompleto (075)",195,,,,21,102,36,34,2
"Superior no univ. completo (076)",196,,,,,73,63,57,3
"Superior univ. incompleto (077)",77,,,,5,39,11,20,2
"Superior univ. completo (078)",103,,,,,19,35,44,5
"Mujeres (080)",16284,884,2122,2537,1671,2218,1929,3280,1643
"Sin nivel (081)",4947,884,149,12,26,127,401,1857,1491
"Educación inicial (082)",597,,539,31,5,10,12,,
"Primaria (083)",6960,,1434,1796,371,935,1084,1202,138
"Secundaria (084)",3402,,,698,1220,955,345,172,12
"Superior no univ. incompleto (085)",153,,,,38,84,23,7,1
"Superior no univ. completo (086)",110,,,,,55,32,22,1
"Superior univ. incompleto (087)",49,,,,11,29,6,3,
"Superior univ. completo (088)",66,,,,,23,26,17,
