"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ANTA (000)",14526,87,322,801,1609,3243,4865,3599
"De 12 a 14 años (001)",22,,,,,,,22
"De 15 a 19 años (002)",304,,,,,,186,118
"De 20 a 24 años (003)",1352,,,,,4,727,621
"De 25 a 29 años (004)",1587,,,,,68,1058,461
"De 30 a 34 años (005)",1594,,,,,262,1051,281
"De 35 a 39 años (006)",1730,,,,15,555,932,228
"De 40 a 44 años (007)",1576,,,,61,715,572,228
"De 45 a 49 años (008)",1383,,,4,174,729,288,188
"De 50 y más años (009)",4978,87,322,797,1359,910,51,1452
"Conviviente (010)",4347,4,7,33,115,696,2529,963
"De 12 a 14 años (011)",20,,,,,,,20
"De 15 a 19 años (012)",216,,,,,,135,81
"De 20 a 24 años (013)",850,,,,,2,565,283
"De 25 a 29 años (014)",939,,,,,39,691,209
"De 30 a 34 años (015)",770,,,,,118,542,110
"De 35 a 39 años (016)",608,,,,7,164,360,77
"De 40 a 44 años (017)",365,,,,9,143,165,48
"De 45 a 49 años (018)",241,,,1,16,123,65,36
"De 50 y más años (019)",338,4,7,32,83,107,6,99
"Separado(a) (020)",583,2,8,9,42,113,244,165
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",30,,,,,,21,9
"De 20 a 24 años (023)",97,,,,,1,65,31
"De 25 a 29 años (024)",101,,,,,7,65,29
"De 30 a 34 años (025)",73,,,,,18,38,17
"De 35 a 39 años (026)",90,,,,1,36,39,14
"De 40 a 44 años (027)",56,,,,6,22,12,16
"De 45 a 49 años (028)",44,,,,11,18,3,12
"De 50 y más años (029)",91,2,8,9,24,11,1,36
"Casado(a) (030)",6689,17,107,411,1045,2115,1866,1128
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",20,,,,,,3,17
"De 20 a 24 años (033)",86,,,,,,57,29
"De 25 a 29 años (034)",342,,,,,20,267,55
"De 30 a 34 años (035)",620,,,,,111,424,85
"De 35 a 39 años (036)",911,,,,5,323,493,90
"De 40 a 44 años (037)",1023,,,,40,492,378,113
"De 45 a 49 años (038)",956,,,3,115,529,204,105
"De 50 y más años (039)",2730,17,107,408,885,640,40,633
"Viudo(a) (040)",1989,64,196,333,382,269,80,665
"De 15 a 19 años (042)",4,,,,,,1,3
"De 20 a 24 años (043)",2,,,,,,2,
"De 25 a 29 años (044)",13,,,,,1,7,5
"De 30 a 34 años (045)",24,,,,,5,13,6
"De 35 a 39 años (046)",57,,,,1,19,28,9
"De 40 a 44 años (047)",82,,,,4,47,13,18
"De 45 a 49 años (048)",104,,,,22,49,13,20
"De 50 y más años (049)",1703,64,196,333,355,148,3,604
