"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia SAN ROMAN (000)",96854,20280,10709,48918,1596,7228,1279,6844
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",125,105,,,20,,,
"Profes., científicos e intelectuales (002)",10071,8640,,1294,123,14,,
"Técnicos de nivel medio y trab. asimilados (003)",3495,1851,,1358,246,39,1,
"Jefes y empleados de oficina (004)",2573,2500,,44,3,26,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",19919,2654,98,14083,356,2727,1,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",5066,,1,4993,72,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",14071,,3548,9095,437,991,,
"Obreros construc.,conf.,papel, fab., instr. (008)",10151,1216,3202,5409,212,112,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",21578,2037,3595,11580,79,3010,1277,
"Otra (010)",780,780,,,,,,
"Ocupaciñn no especificada (011)",2181,497,265,1062,48,309,,
"Desocupado (012)",6844,,,,,,,6844
"Hombres (013)",56512,11991,9206,27495,1058,2325,134,4303
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",100,85,,,15,,,
"Profes., científicos e intelectuales (015)",6090,5045,,946,91,8,,
"Técnicos de nivel medio y trab. asimilados (016)",2231,1103,,956,154,18,,
"Jefes y empleados de oficina (017)",1264,1238,,17,,9,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",7323,1377,36,5231,170,509,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",3276,,1,3230,45,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",9627,,2905,5845,348,529,,
"Obreros construc.,conf.,papel, fab., instr. (021)",9682,1198,3111,5086,196,91,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",10852,928,2985,5712,17,1076,134,
"Otra (023)",757,757,,,,,,
"Ocupaciñn no especificada (024)",1007,260,168,472,22,85,,
"Desocupado (025)",4303,,,,,,,4303
"Mujeres (026)",40342,8289,1503,21423,538,4903,1145,2541
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",25,20,,,5,,,
"Profes., científicos e intelectuales (028)",3981,3595,,348,32,6,,
"Técnicos de nivel medio y trab. asimilados (029)",1264,748,,402,92,21,1,
"Jefes y empleados de oficina (030)",1309,1262,,27,3,17,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",12596,1277,62,8852,186,2218,1,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1790,,,1763,27,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",4444,,643,3250,89,462,,
"Obreros construc.,conf.,papel, fab., instr. (034)",469,18,91,323,16,21,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",10726,1109,610,5868,62,1934,1143,
"Otra (036)",23,23,,,,,,
"Ocupaciñn no especificada (037)",1174,237,97,590,26,224,,
"Desocupado (038)",2541,,,,,,,2541
,,,,,,,,
"URBANA (039)",88046,20002,9822,43838,1562,5062,1249,6511
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",115,95,,,20,,,
"Profes., científicos e intelectuales (041)",9956,8534,,1285,123,14,,
"Técnicos de nivel medio y trab. asimilados (042)",3451,1826,,1341,244,39,1,
"Jefes y empleados de oficina (043)",2524,2452,,43,3,26,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",19635,2624,89,13867,352,2702,1,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1985,,,1927,58,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",12142,,3248,7855,429,610,,
"Obreros construc.,conf.,papel, fab., instr. (047)",9728,1203,3010,5197,208,110,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",19078,1996,3212,11285,78,1260,1247,
"Otra (049)",780,780,,,,,,
"Ocupaciñn no especificada (050)",2141,492,263,1038,47,301,,
"Desocupado (051)",6511,,,,,,,6511
"Hombres (052)",51445,11813,8472,24312,1036,1623,133,4056
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",93,78,,,15,,,
"Profes., científicos e intelectuales (054)",6020,4978,,943,91,8,,
"Técnicos de nivel medio y trab. asimilados (055)",2197,1084,,943,152,18,,
"Jefes y empleados de oficina (056)",1239,1213,,17,,9,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",7188,1356,33,5126,170,503,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1350,,,1312,38,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",8497,,2657,5127,340,373,,
"Obreros construc.,conf.,papel, fab., instr. (060)",9263,1185,2920,4877,192,89,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",9791,904,2696,5502,16,540,133,
"Otra (062)",757,757,,,,,,
"Ocupaciñn no especificada (063)",994,258,166,465,22,83,,
"Desocupado (064)",4056,,,,,,,4056
"Mujeres (065)",36601,8189,1350,19526,526,3439,1116,2455
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",22,17,,,5,,,
"Profes., científicos e intelectuales (067)",3936,3556,,342,32,6,,
"Técnicos de nivel medio y trab. asimilados (068)",1254,742,,398,92,21,1,
"Jefes y empleados de oficina (069)",1285,1239,,26,3,17,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",12447,1268,56,8741,182,2199,1,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",635,,,615,20,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",3645,,591,2728,89,237,,
"Obreros construc.,conf.,papel, fab., instr. (073)",465,18,90,320,16,21,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",9287,1092,516,5783,62,720,1114,
"Otra (075)",23,23,,,,,,
"Ocupaciñn no especificada (076)",1147,234,97,573,25,218,,
"Desocupado (077)",2455,,,,,,,2455
,,,,,,,,
"RURAL (078)",8808,278,887,5080,34,2166,30,333
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",10,10,,,,,,
"Profes., científicos e intelectuales (080)",115,106,,9,,,,
"Técnicos de nivel medio y trab. asimilados (081)",44,25,,17,2,,,
"Jefes y empleados de oficina (082)",49,48,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",284,30,9,216,4,25,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",3081,,1,3066,14,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",1929,,300,1240,8,381,,
"Obreros construc.,conf.,papel, fab., instr. (086)",423,13,192,212,4,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",2500,41,383,295,1,1750,30,
"Ocupaciñn no especificada (089)",40,5,2,24,1,8,,
"Desocupado (090)",333,,,,,,,333
"Hombres (091)",5067,178,734,3183,22,702,1,247
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",7,7,,,,,,
