"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia POMABAMBA (000)",10234,9971,3147,1162,973,855,1547,1123,705,459,263,30818
"De 12 a 14 años (001)",1152,1149,1147,2,,,,,,,3,2
"De 15 a 19 años (002)",1452,1438,1301,116,18,3,,,,,14,161
"De 20 a 24 años (003)",1073,975,359,401,150,50,13,2,,,98,917
"De 25 a 29 años (004)",908,849,85,267,259,152,80,6,,,59,1618
"De 30 a 34 años (005)",798,775,39,110,164,164,220,68,9,1,23,2422
"De 35 a 39 años (006)",825,807,24,54,104,146,289,141,44,5,18,3296
"De 40 a 44 años (007)",762,753,16,39,63,92,253,181,77,32,9,3719
"De 45 a 49 años (008)",623,616,21,27,54,59,161,147,100,47,7,3324
"De 50 y más años (009)",2641,2609,155,146,161,189,531,578,475,374,32,15359
"Sin nivel (010)",4168,4106,362,346,344,357,883,828,587,399,62,20797
"De 12 a 14 años (011)",33,33,33,,,,,,,,,
"De 15 a 19 años (012)",136,134,109,16,9,,,,,,2,34
"De 20 a 24 años (013)",183,176,44,77,33,18,4,,,,7,214
"De 25 a 29 años (014)",282,270,19,63,94,56,33,5,,,12,590
"De 30 a 34 años (015)",310,303,13,35,45,52,106,43,8,1,7,1115
"De 35 a 39 años (016)",345,338,8,17,22,44,128,79,36,4,7,1620
"De 40 a 44 años (017)",395,391,8,14,21,29,127,114,57,21,4,2148
"De 45 a 49 años (018)",385,382,14,20,14,32,91,94,76,41,3,2242
"De 50 y más años (019)",2099,2079,114,104,106,126,394,493,410,332,20,12834
"Educacion Inicial (020)",27,27,5,4,11,3,4,,,,,52
"De 12 a 14 años (021)",4,4,4,,,,,,,,,
"De 15 a 19 años (022)",1,1,1,,,,,,,,,
"De 20 a 24 años (023)",5,5,,1,3,,1,,,,,11
