"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia PALLASCA (000)",29454,28814,504,136
"Hombres (001)",14886,14663,166,57
"Mujeres (002)",14568,14151,338,79
"Menores de 1 año (003)",815,646,139,30
"Hombres (004)",409,325,69,15
"Mujeres (005)",406,321,70,15
"De 1 a 5 años (006)",3583,3427,76,80
"Hombres (007)",1829,1758,36,35
"Mujeres (008)",1754,1669,40,45
"De 6 a 14 años (009)",6696,6683,6,7
"Hombres (010)",3383,3378,3,2
"Mujeres (011)",3313,3305,3,5
"De 15 a 29 años (012)",6622,6613,8,1
"Hombres (013)",3433,3431,2,
"Mujeres (014)",3189,3182,6,1
"De 30 a 44 años (015)",4979,4960,16,3
"Hombres (016)",2580,2575,3,2
"Mujeres (017)",2399,2385,13,1
"De 45 a 64 años (018)",4113,4042,70,1
"Hombres (019)",2074,2061,13,
"Mujeres (020)",2039,1981,57,1
"De 65 a más años (021)",2646,2443,189,14
"Hombres (022)",1178,1135,40,3
"Mujeres (023)",1468,1308,149,11
,,,,
"URBANA (024)",15229,14967,178,84
"Hombres (025)",7597,7514,46,37
"Mujeres (026)",7632,7453,132,47
"Menores de 1 año (027)",363,304,38,21
"Hombres (028)",165,141,14,10
"Mujeres (029)",198,163,24,11
"De 1 a 5 años (030)",1695,1615,29,51
"Hombres (031)",882,843,16,23
"Mujeres (032)",813,772,13,28
"De 6 a 14 años (033)",3302,3298,2,2
"Hombres (034)",1650,1648,1,1
"Mujeres (035)",1652,1650,1,1
"De 15 a 29 años (036)",3418,3416,2,
"Hombres (037)",1778,1778,,
"Mujeres (038)",1640,1638,2,
"De 30 a 44 años (039)",2666,2661,2,3
"Hombres (040)",1353,1351,,2
"Mujeres (041)",1313,1310,2,1
"De 45 a 64 años (042)",2284,2263,21,
"Hombres (043)",1129,1125,4,
"Mujeres (044)",1155,1138,17,
"De 65 a más años (045)",1501,1410,84,7
"Hombres (046)",640,628,11,1
"Mujeres (047)",861,782,73,6
,,,,
"RURAL (048)",14225,13847,326,52
"Hombres (049)",7289,7149,120,20
"Mujeres (050)",6936,6698,206,32
"Menores de 1 año (051)",452,342,101,9
"Hombres (052)",244,184,55,5
"Mujeres (053)",208,158,46,4
"De 1 a 5 años (054)",1888,1812,47,29
"Hombres (055)",947,915,20,12
"Mujeres (056)",941,897,27,17
"De 6 a 14 años (057)",3394,3385,4,5
"Hombres (058)",1733,1730,2,1
"Mujeres (059)",1661,1655,2,4
"De 15 a 29 años (060)",3204,3197,6,1
"Hombres (061)",1655,1653,2,
"Mujeres (062)",1549,1544,4,1
"De 30 a 44 años (063)",2313,2299,14,
"Hombres (064)",1227,1224,3,
"Mujeres (065)",1086,1075,11,
"De 45 a 64 años (066)",1829,1779,49,1
"Hombres (067)",945,936,9,
"Mujeres (068)",884,843,40,1
"De 65 a más años (069)",1145,1033,105,7
"Hombres (070)",538,507,29,2
"Mujeres (071)",607,526,76,5
