"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros construc., conf., papel, fab., instr. (034)",37,,11,13,11,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",2995,194,1028,1022,628,123
"Otra (036)",3,,1,,2,
"Ocupación no especificada (037)",353,3,103,143,84,20
"Desocupado (038)",512,16,327,134,33,2
,,,,,,
"URBANA (039)",17598,231,5404,6363,4796,804
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",28,,1,8,18,1
"Profes., científicos e intelectuales (041)",1764,,390,822,528,24
"Técnicos de nivel medio y trab.asimilados (042)",780,1,242,327,198,12
"Jefes y empleados de oficina (043)",578,,189,237,151,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",2428,41,658,958,644,127
"Agricult.trabaj. calif. agrop. y pesqueros (045)",1005,1,106,301,438,159
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",1197,8,437,359,340,53
"Obreros construc., conf., papel, fab., instr. (047)",1976,3,640,771,511,51
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",5839,140,1871,1966,1563,299
"Otra (049)",168,,16,107,44,1
"Ocupación no especificada (050)",370,8,110,127,97,28
"Desocupado (051)",1465,29,744,380,264,48
"Hombres (052)",12407,166,3789,4275,3534,643
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",23,,,6,17,
"Profes., científicos e intelectuales (054)",859,,161,378,300,20
"Técnicos de nivel medio y trab.asimilados (055)",465,1,144,184,124,12
"Jefes y empleados de oficina (056)",289,,79,122,87,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1045,23,320,382,259,61
"Agricult.trabaj. calif. agrop. y pesqueros (058)",950,1,99,280,415,155
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",1011,8,388,300,271,44
"Obreros construc., conf., papel, fab., instr. (060)",1943,3,631,759,501,49
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",4436,103,1412,1445,1236,240
"Otra (062)",166,,15,107,43,1
"Ocupación no especificada (063)",176,6,58,49,49,14
"Desocupado (064)",1044,21,482,263,232,46
"Mujeres (065)",5191,65,1615,2088,1262,161
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",5,,1,2,1,1
"Profes., científicos e intelectuales (067)",905,,229,444,228,4
"Técnicos de nivel medio y trab.asimilados (068)",315,,98,143,74,
"Jefes y empleados de oficina (069)",289,,110,115,64,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1383,18,338,576,385,66
"Agricult.trabaj. calif. agrop. y pesqueros (071)",55,,7,21,23,4
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",186,,49,59,69,9
"Obreros construc., conf., papel, fab., instr. (073)",33,,9,12,10,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",1403,37,459,521,327,59
"Otra (075)",2,,1,,1,
"Ocupación no especificada (076)",194,2,52,78,48,14
"Desocupado (077)",421,8,262,117,32,2
,,,,,,
"RURAL (078)",12496,483,4358,3991,2883,781
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",5,,,2,2,1
"Profes., científicos e intelectuales (080)",308,,119,137,51,1
"Técnicos de nivel medio y trab.asimilados (081)",82,,27,37,16,2
"Jefes y empleados de oficina (082)",33,,15,14,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",267,4,96,96,63,8
"Agricult.trabaj. calif. agrop. y pesqueros (084)",3616,6,610,1304,1235,461
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",265,19,110,71,49,16
"Obreros construc., conf., papel, fab., instr. (086)",291,1,117,109,59,5
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",6612,424,2830,1902,1214,242
"Otra (088)",6,,3,2,1,
"Ocupación no especificada (089)",337,3,126,114,77,17
"Desocupado (090)",674,26,305,203,112,28
"Hombres (091)",9823,293,3429,3124,2335,642
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",4,,,1,2,1
"Profes., científicos e intelectuales (093)",200,,76,86,37,1
"Técnicos de nivel medio y trab.asimilados (094)",60,,15,28,15,2
"Jefes y empleados de oficina (095)",18,,4,10,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",106,1,44,40,17,4
"Agricult.trabaj. calif. agrop. y pesqueros (097)",3255,2,542,1187,1116,408
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",107,2,54,26,21,4
"Obreros construc., conf., papel, fab., instr. (099)",287,1,115,108,58,5
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",5020,267,2261,1401,913,178
"Otra (101)",5,,3,2,,
"Ocupación no especificada (102)",178,2,75,49,41,11
"Desocupado (103)",583,18,240,186,111,28
"Mujeres (104)",2673,190,929,867,548,139
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",1,,,1,,
"Profes., científicos e intelectuales (106)",108,,43,51,14,
"Técnicos de nivel medio y trab.asimilados (107)",22,,12,9,1,
"Jefes y empleados de oficina (108)",15,,11,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",161,3,52,56,46,4
"Agricult.trabaj. calif. agrop. y pesqueros (110)",361,4,68,117,119,53
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",158,17,56,45,28,12
"Obreros construc., conf., papel, fab., instr. (112)",4,,2,1,1,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",1592,157,569,501,301,64
"Otra (114)",1,,,,1,
"Ocupación no especificada (115)",159,1,51,65,36,6
"Desocupado (116)",91,8,65,17,1,
