"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obreros construc.,conf.,papel, fab., instr. (032)",213,151,15,30,17
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",6874,5958,311,273,332
"Otra (034)",34,,,,34
"Ocupación no especificada (035)",993,779,70,81,63
,,,,,
"URBANA (036)",84924,60072,8118,8233,8501
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",153,5,23,63,62
"Profes., científicos e intelectuales (038)",7919,1751,1213,2969,1986
"Técnicos de nivel medio y trab. asimilados (039)",4041,1894,510,623,1014
"Jefes y empleados de oficina (040)",2958,757,385,587,1229
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",16163,14150,1098,564,351
"Agricult.trabaj.calif.agrop.y pesqueros (042)",8523,7730,696,65,32
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",7400,5227,825,585,763
"Obreros construc.,conf.,papel, fab., instr. (044)",10968,8966,885,618,499
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",24161,18274,2291,1983,1613
"Otra (046)",787,,,,787
"Ocupación no especificada (047)",1851,1318,192,176,165
"Hombres (048)",60786,43709,6169,5193,5715
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",94,4,10,38,42
"Profes., científicos e intelectuales (050)",3324,806,514,1081,923
"Técnicos de nivel medio y trab. asimilados (051)",2530,1275,311,411,533
"Jefes y empleados de oficina (052)",1486,298,193,328,667
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",8447,7100,679,378,290
"Agricult.trabaj.calif.agrop.y pesqueros (054)",8265,7496,678,62,29
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",6386,4562,764,477,583
"Obreros construc.,conf.,papel, fab., instr. (056)",10758,8817,870,589,482
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",17826,12759,2024,1734,1309
"Otra (058)",753,,,,753
"Ocupación no especificada (059)",917,592,126,95,104
"Mujeres (060)",24138,16363,1949,3040,2786
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",59,1,13,25,20
"Profes., científicos e intelectuales (062)",4595,945,699,1888,1063
"Técnicos de nivel medio y trab. asimilados (063)",1511,619,199,212,481
"Jefes y empleados de oficina (064)",1472,459,192,259,562
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",7716,7050,419,186,61
"Agricult.trabaj.calif.agrop.y pesqueros (066)",258,234,18,3,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",1014,665,61,108,180
"Obreros construc.,conf.,papel, fab., instr. (068)",210,149,15,29,17
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",6335,5515,267,249,304
"Otra (070)",34,,,,34
"Ocupación no especificada (071)",934,726,66,81,61
,,,,,
"RURAL (072)",8544,7249,625,253,417
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,,2,3,5
"Profes., científicos e intelectuales (074)",103,49,16,26,12
"Técnicos de nivel medio y trab. asimilados (075)",65,32,4,7,22
"Jefes y empleados de oficina (076)",44,12,4,12,16
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",356,319,13,8,16
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2793,2648,129,4,12
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",170,111,20,18,21
"Obreros construc.,conf.,papel, fab., instr. (080)",232,186,22,15,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4473,3762,408,156,147
"Otra (082)",39,,,,39
"Ocupación no especificada (083)",259,130,7,4,118
"Hombres (084)",7552,6431,558,202,361
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",6,,1,1,4
"Profes., científicos e intelectuales (086)",44,17,8,13,6
"Técnicos de nivel medio y trab. asimilados (087)",33,16,2,2,13
"Jefes y empleados de oficina (088)",31,8,4,7,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",182,151,8,7,16
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2713,2570,127,4,12
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",141,89,19,18,15
"Obreros construc.,conf.,papel, fab., instr. (092)",229,184,22,14,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",3934,3319,364,132,119
"Otra (094)",39,,,,39
"Ocupación no especificada (095)",200,77,3,4,116
"Mujeres (096)",992,818,67,51,56
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,,1,2,1
"Profes., científicos e intelectuales (098)",59,32,8,13,6
"Técnicos de nivel medio y trab. asimilados (099)",32,16,2,5,9
"Jefes y empleados de oficina (100)",13,4,,5,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",174,168,5,1,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",80,78,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",29,22,1,,6
"Obreros construc.,conf.,papel, fab., instr. (104)",3,2,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",539,443,44,24,28
"Ocupación no especificada (107)",59,53,4,,2
