"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Actividad economica no especificada (043)",443,8,,98,202,28,34,18,55
"Mujeres (044)",6314,634,5,1623,2227,363,744,163,555
"Agric., ganadería, caza y silvicultura (045)",945,258,2,412,230,19,11,5,8
"Pesca (046)",1,,,,1,,,,
"Explotación de minas y canteras (047)",2,,,,,,1,,1
"Industrias manufactureras (048)",383,47,,114,150,25,28,9,10
"Suministro de electricidad, gas y agua (049)",9,1,,3,1,,,,4
"Construcción (050)",29,2,,7,12,2,3,,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1895,133,1,535,915,97,114,45,55
"Venta, mant.y rep. veh.autom.y motoc. (052)",10,,,,6,1,1,1,1
"Comercio al por mayor (053)",41,3,,10,15,4,7,2,
"Comercio al por menor (054)",1844,130,1,525,894,92,106,42,54
"Hoteles y restaurantes (055)",1062,77,1,271,460,78,95,39,41
"Trans., almac. y comunicaciones (056)",166,3,,8,40,15,40,8,52
"Intermediación financiera (057)",12,,,,5,1,3,,3
"Activid.inmobil., empres. y de alquiler (058)",90,1,,4,18,8,14,5,40
"Admin.pub. y defensa; p. segur.soc.afil (059)",120,2,,9,35,16,27,5,26
"Enseñanza (060)",585,,,,26,44,309,12,194
"Servicios sociales y de salud (061)",122,1,,,8,16,34,7,56
"Otras activ. serv.comun.soc y personales (062)",125,4,,26,45,8,17,8,17
"Hogares privados con servicio doméstico (063)",307,18,1,100,150,9,15,9,5
"Organiz. y organos extraterritoriales (064)",1,,,,,,,,1
"Actividad economica no especificada (065)",460,87,,134,131,25,33,11,39
,,,,,,,,,
"URBANA (066)",11185,362,5,2158,4718,820,1423,487,1212
"Agric., ganadería, caza y silvicultura (067)",1636,107,,666,693,59,50,27,34
"Pesca (068)",1,,,,,,,,1
"Explotación de minas y canteras (069)",12,,,2,4,1,3,,2
"Industrias manufactureras (070)",632,18,,136,321,50,52,22,33
"Suministro de electricidad, gas y agua (071)",37,1,,6,7,6,3,2,12
"Construcción (072)",953,14,2,202,556,52,55,30,42
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2160,102,1,485,1062,150,171,78,111
"Venta, mant.y rep. veh.autom.y motoc. (074)",107,1,,4,48,16,18,7,13
"Comercio al por mayor (075)",60,2,,9,22,10,9,5,3
"Comercio al por menor (076)",1993,99,1,472,992,124,144,66,95
"Hoteles y restaurantes (077)",1683,60,1,242,786,188,215,98,93
"Trans., almac. y comunicaciones (078)",1004,17,,141,457,71,130,61,127
"Intermediación financiera (079)",19,,,,3,1,4,1,10
"Activid.inmobil., empres. y de alquiler (080)",322,2,,15,89,24,47,22,123
"Admin.pub. y defensa; p. segur.soc.afil (081)",482,2,,49,188,50,85,40,68
"Enseñanza (082)",911,,,1,49,44,453,30,334
"Servicios sociales y de salud (083)",167,1,,2,12,16,34,11,91
"Otras activ. serv.comun.soc y personales (084)",341,9,,40,133,49,47,25,38
"Hogares privados con servicio doméstico (085)",289,14,1,85,145,14,16,10,4
"Organiz. y organos extraterritoriales (086)",3,,,,,1,,1,1
"Actividad economica no especificada (087)",533,15,,86,213,44,58,29,88
"Hombres (088)",6720,118,2,1224,3041,524,774,331,706
"Agric., ganadería, caza y silvicultura (089)",1339,56,,540,596,50,44,23,30
"Pesca (090)",1,,,,,,,,1
"Explotación de minas y canteras (091)",10,,,2,4,1,2,,1
"Industrias manufactureras (092)",398,4,,81,213,31,31,14,24
"Suministro de electricidad, gas y agua (093)",30,,,4,7,6,3,2,8
"Construcción (094)",929,12,2,196,547,51,52,30,39
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",638,14,,87,308,65,67,36,61
"Venta, mant.y rep. veh.autom.y motoc. (096)",99,1,,4,44,15,17,6,12
"Comercio al por mayor (097)",30,,,1,14,7,2,3,3
"Comercio al por menor (098)",509,13,,82,250,43,48,27,46
"Hoteles y restaurantes (099)",814,3,,42,406,117,130,60,56
"Trans., almac. y comunicaciones (100)",857,17,,136,425,58,91,54,76
"Intermediación financiera (101)",10,,,,1,,1,1,7
"Activid.inmobil., empres. y de alquiler (102)",242,1,,11,73,18,36,17,86
"Admin.pub. y defensa; p. segur.soc.afil (103)",383,,,40,163,35,65,35,45
"Enseñanza (104)",402,,,1,30,13,179,18,161
"Servicios sociales y de salud (105)",64,,,2,6,6,8,4,38
"Otras activ. serv.comun.soc y personales (106)",230,5,,18,94,43,31,17,22
"Hogares privados con servicio doméstico (107)",62,2,,24,27,5,2,1,1
"Organiz. y organos extraterritoriales (108)",2,,,,,1,,1,
"Actividad economica no especificada (109)",309,4,,40,141,24,32,18,50
"Mujeres (110)",4465,244,3,934,1677,296,649,156,506
"Agric., ganadería, caza y silvicultura (111)",297,51,,126,97,9,6,4,4
"Explotación de minas y canteras (113)",2,,,,,,1,,1
"Industrias manufactureras (114)",234,14,,55,108,19,21,8,9
"Suministro de electricidad, gas y agua (115)",7,1,,2,,,,,4
"Construcción (116)",24,2,,6,9,1,3,,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1522,88,1,398,754,85,104,42,50
"Venta, mant.y rep. veh.autom.y motoc. (118)",8,,,,4,1,1,1,1
"Comercio al por mayor (119)",30,2,,8,8,3,7,2,
"Comercio al por menor (120)",1484,86,1,390,742,81,96,39,49
"Hoteles y restaurantes (121)",869,57,1,200,380,71,85,38,37
"Trans., almac. y comunicaciones (122)",147,,,5,32,13,39,7,51
"Intermediación financiera (123)",9,,,,2,1,3,,3
"Activid.inmobil., empres. y de alquiler (124)",80,1,,4,16,6,11,5,37
"Admin.pub. y defensa; p. segur.soc.afil (125)",99,2,,9,25,15,20,5,23
"Enseñanza (126)",509,,,,19,31,274,12,173
"Servicios sociales y de salud (127)",103,1,,,6,10,26,7,53
"Otras activ. serv.comun.soc y personales (128)",111,4,,22,39,6,16,8,16
"Hogares privados con servicio doméstico (129)",227,12,1,61,118,9,14,9,3
"Organiz. y organos extraterritoriales (130)",1,,,,,,,,1
"Actividad economica no especificada (131)",224,11,,46,72,20,26,11,38
,,,,,,,,,
"RURAL (132)",8500,903,4,3537,3276,247,293,70,170
"Agric., ganadería, caza y silvicultura (133)",5164,679,3,2590,1711,73,57,20,31
"Pesca (134)",6,,,,2,,,,4
"Explotación de minas y canteras (135)",9,1,,2,6,,,,
"Industrias manufactureras (136)",330,36,,117,130,17,20,5,5
"Suministro de electricidad, gas y agua (137)",7,,,3,2,1,1,,
"Construcción (138)",739,13,1,209,453,29,21,9,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",499,50,,154,234,22,21,4,14
"Venta, mant.y rep. veh.autom.y motoc. (140)",26,,,,15,4,7,,
"Comercio al por mayor (141)",22,1,,3,14,1,,1,2
"Comercio al por menor (142)",451,49,,151,205,17,14,3,12
"Hoteles y restaurantes (143)",341,20,,104,144,18,30,13,12
"Trans., almac. y comunicaciones (144)",504,15,,139,287,26,24,5,8
"Intermediación financiera (145)",4,,,,3,,,,1
"Activid.inmobil., empres. y de alquiler (146)",60,,,3,28,9,8,3,9
"Admin.pub. y defensa; p. segur.soc.afil (147)",106,,,5,58,5,22,5,11
"Enseñanza (148)",154,,,,14,24,65,2,49
"Servicios sociales y de salud (149)",32,,,2,4,9,10,1,6
"Otras activ. serv.comun.soc y personales (150)",81,1,,21,41,4,4,2,8
"Hogares privados con servicio doméstico (151)",94,8,,42,39,1,1,1,2
"Actividad economica no especificada (153)",370,80,,146,120,9,9,,6
"Hombres (154)",6651,513,2,2848,2726,180,198,63,121
"Agric., ganadería, caza y silvicultura (155)",4516,472,1,2304,1578,63,52,19,27
"Pesca (156)",5,,,,1,,,,4
"Explotación de minas y canteras (157)",9,1,,2,6,,,,
"Industrias manufactureras (158)",181,3,,58,88,11,13,4,4
"Suministro de electricidad, gas y agua (159)",5,,,2,1,1,1,,
"Construcción (160)",734,13,1,208,450,28,21,9,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",126,5,,17,73,10,11,1,9
"Venta, mant.y rep. veh.autom.y motoc. (162)",24,,,,13,4,7,,
"Comercio al por mayor (163)",11,,,1,7,,,1,2
"Comercio al por menor (164)",91,5,,16,53,6,4,,7
"Hoteles y restaurantes (165)",148,,,33,64,11,20,12,8
"Trans., almac. y comunicaciones (166)",485,12,,136,279,24,23,4,7
"Intermediación financiera (167)",1,,,,,,,,1
"Activid.inmobil., empres. y de alquiler (168)",50,,,3,26,7,5,3,6
"Admin.pub. y defensa; p. segur.soc.afil (169)",85,,,5,48,4,15,5,8
"Enseñanza (170)",78,,,,7,11,30,2,28
"Servicios sociales y de salud (171)",13,,,2,2,3,2,1,3
"Otras activ. serv.comun.soc y personales (172)",67,1,,17,35,2,3,2,7
"Hogares privados con servicio doméstico (173)",14,2,,3,7,1,,1,
"Actividad economica no especificada (175)",134,4,,58,61,4,2,,5
"Mujeres (176)",1849,390,2,689,550,67,95,7,49
"Agric., ganadería, caza y silvicultura (177)",648,207,2,286,133,10,5,1,4
"Pesca (178)",1,,,,1,,,,
"Industrias manufactureras (180)",149,33,,59,42,6,7,1,1
"Suministro de electricidad, gas y agua (181)",2,,,1,1,,,,
"Construcción (182)",5,,,1,3,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",373,45,,137,161,12,10,3,5
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,,2,,,,
"Comercio al por mayor (185)",11,1,,2,7,1,,,
"Comercio al por menor (186)",360,44,,135,152,11,10,3,5
"Hoteles y restaurantes (187)",193,20,,71,80,7,10,1,4
"Trans., almac. y comunicaciones (188)",19,3,,3,8,2,1,1,1
"Intermediación financiera (189)",3,,,,3,,,,
"Activid.inmobil., empres. y de alquiler (190)",10,,,,2,2,3,,3
"Admin.pub. y defensa; p. segur.soc.afil (191)",21,,,,10,1,7,,3
"Enseñanza (192)",76,,,,7,13,35,,21
"Servicios sociales y de salud (193)",19,,,,2,6,8,,3
"Otras activ. serv.comun.soc y personales (194)",14,,,4,6,2,1,,1
"Hogares privados con servicio doméstico (195)",80,6,,39,32,,1,,2
"Actividad economica no especificada (197)",236,76,,88,59,5,7,,1
