"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",605,586,13,5,1
,,,,,
"URBANA (036)",5402,3843,552,468,539
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",27,,4,7,16
"Profes., científicos e intelectuales (038)",1195,531,294,273,97
"Técnicos de nivel medio y trab. asimilados (039)",280,129,22,30,99
"Jefes y empleados de oficina (040)",337,74,25,55,183
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",782,740,20,2,20
"Agricult.trabaj.calif.agrop.y pesqueros (042)",600,568,32,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",340,308,21,8,3
"Obreros construc.,conf.,papel, fab., instr. (044)",516,392,71,35,18
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1148,991,51,51,55
"Otra (046)",46,,,,46
"Ocupación no especificada (047)",131,110,12,7,2
"Hombres (048)",3318,2375,338,271,334
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",22,,3,5,14
"Profes., científicos e intelectuales (050)",541,209,138,141,53
"Técnicos de nivel medio y trab. asimilados (051)",172,92,13,17,50
"Jefes y empleados de oficina (052)",169,34,11,23,101
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",349,328,8,1,12
"Agricult.trabaj.calif.agrop.y pesqueros (054)",541,511,30,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",286,259,17,7,3
"Obreros construc.,conf.,papel, fab., instr. (056)",505,388,69,33,15
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",626,505,42,39,40
"Otra (058)",45,,,,45
"Ocupación no especificada (059)",62,49,7,5,1
"Mujeres (060)",2084,1468,214,197,205
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,,1,2,2
"Profes., científicos e intelectuales (062)",654,322,156,132,44
"Técnicos de nivel medio y trab. asimilados (063)",108,37,9,13,49
"Jefes y empleados de oficina (064)",168,40,14,32,82
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",433,412,12,1,8
"Agricult.trabaj.calif.agrop.y pesqueros (066)",59,57,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",54,49,4,1,
"Obreros construc.,conf.,papel, fab., instr. (068)",11,4,2,2,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",522,486,9,12,15
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",69,61,5,2,1
,,,,,
"RURAL (072)",25912,24311,1045,213,343
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",25,,14,,11
"Profes., científicos e intelectuales (074)",768,437,216,80,35
"Técnicos de nivel medio y trab. asimilados (075)",175,77,15,7,76
"Jefes y empleados de oficina (076)",108,29,12,20,47
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",492,462,19,9,2
"Agricult.trabaj.calif.agrop.y pesqueros (078)",14891,14571,317,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",938,893,26,4,15
"Obreros construc.,conf.,papel, fab., instr. (080)",495,381,62,18,34
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",7331,6814,351,65,101
"Otra (082)",20,,,,20
"Ocupación no especificada (083)",669,647,13,7,2
"Hombres (084)",21015,19705,874,159,277
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",21,,12,,9
"Profes., científicos e intelectuales (086)",470,248,150,49,23
"Técnicos de nivel medio y trab. asimilados (087)",118,50,12,6,50
"Jefes y empleados de oficina (088)",76,19,6,16,35
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",304,281,16,5,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",13940,13638,299,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",308,264,25,4,15
"Obreros construc.,conf.,papel, fab., instr. (092)",473,364,59,17,33
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",5152,4719,290,55,88
"Otra (094)",20,,,,20
"Ocupación no especificada (095)",133,122,5,4,2
"Mujeres (096)",4897,4606,171,54,66
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,,2,,2
"Profes., científicos e intelectuales (098)",298,189,66,31,12
"Técnicos de nivel medio y trab. asimilados (099)",57,27,3,1,26
"Jefes y empleados de oficina (100)",32,10,6,4,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",188,181,3,4,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",951,933,18,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",630,629,1,,
"Obreros construc.,conf.,papel, fab., instr. (104)",22,17,3,1,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2179,2095,61,10,13
"Ocupación no especificada (107)",536,525,8,3,
