"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia SAN IGNACIO (000)",28848,76,324,926,2498,5572,13787,5665
"De 12 a 14 años (001)",82,,,,,,12,70
"De 15 a 19 años (002)",1391,,,,,,872,519
"De 20 a 24 años (003)",3819,,,,,11,2624,1184
"De 25 a 29 años (004)",4471,,,,,212,3252,1007
"De 30 a 34 años (005)",3680,,,,,493,2587,600
"De 35 a 39 años (006)",3470,,,,14,852,2181,423
"De 40 a 44 años (007)",2844,,,,103,1020,1426,295
"De 45 a 49 años (008)",2409,,,7,230,1172,722,278
"De 50 y más años (009)",6682,76,324,919,2151,1812,111,1289
"Sin nivel (010)",6253,57,234,532,1114,1352,1750,1214
"De 12 a 14 años (011)",4,,,,,,,4
"De 15 a 19 años (012)",53,,,,,,34,19
"De 20 a 24 años (013)",197,,,,,,139,58
"De 25 a 29 años (014)",356,,,,,5,287,64
"De 30 a 34 años (015)",389,,,,,44,282,63
"De 35 a 39 años (016)",515,,,,1,101,356,57
"De 40 a 44 años (017)",589,,,,13,150,348,78
"De 45 a 49 años (018)",687,,,1,34,305,256,91
"De 50 y más años (019)",3463,57,234,531,1066,747,48,780
"Educacion Inicial (020)",28,,,,,2,20,6
"De 20 a 24 años (023)",13,,,,,,9,4
"De 25 a 29 años (024)",9,,,,,,8,1
"De 30 a 34 años (025)",3,,,,,1,2,
"De 35 a 39 años (026)",3,,,,,1,1,1
"Primaria (030)",15484,18,87,365,1210,3195,8098,2511
"De 12 a 14 años (031)",53,,,,,,9,44
"De 15 a 19 años (032)",701,,,,,,470,231
"De 20 a 24 años (033)",2054,,,,,5,1526,523
"De 25 a 29 años (034)",2490,,,,,119,1892,479
"De 30 a 34 años (035)",2100,,,,,283,1538,279
"De 35 a 39 años (036)",2014,,,,7,477,1325,205
"De 40 a 44 años (037)",1709,,,,65,626,869,149
"De 45 a 49 años (038)",1407,,,4,142,704,409,148
"De 50 y más años (039)",2956,18,87,361,996,981,60,453
"Secundaria (040)",5295,,2,18,119,731,3105,1320
"De 12 a 14 años (041)",25,,,,,,3,22
"De 15 a 19 años (042)",616,,,,,,356,260
"De 20 a 24 años (043)",1292,,,,,6,850,436
"De 25 a 29 años (044)",1189,,,,,69,854,266
"De 30 a 34 años (045)",821,,,,,133,539,149
"De 35 a 39 años (046)",631,,,,4,207,323,97
"De 40 a 44 años (047)",337,,,,17,147,135,38
"De 45 a 49 años (048)",211,,,2,35,106,44,24
"De 50 y más años (049)",173,,2,16,63,63,1,28
"Sup. no Univ. incompleta (050)",444,,,3,16,45,228,152
