"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LAMBAYEQUE (000)",78453,4243,82,29132,27479,3425,6297,2271,5524
"Agric., ganadería, caza y silvicultura (001)",35874,2991,48,19278,11683,537,657,242,438
"Pesca (002)",1080,28,3,563,390,20,27,28,21
"Explotación de minas y canteras (003)",208,9,1,116,64,4,7,2,5
"Industrias manufactureras (004)",6068,226,3,2073,2494,293,551,158,270
"Suministro de electricidad, gas y agua (005)",158,6,,24,51,14,28,11,24
"Construcción (006)",3372,64,,840,1612,238,276,115,227
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",9726,356,11,2500,3761,735,1262,448,653
"Venta, mant.y rep. veh.autom.y motoc. (008)",946,8,,136,395,89,198,55,65
"Comercio al por mayor (009)",478,13,,90,188,38,66,30,53
"Comercio al por menor (010)",8302,335,11,2274,3178,608,998,363,535
"Hoteles y restaurantes (011)",1780,98,1,496,727,141,149,77,91
"Trans., almac. y comunicaciones (012)",5967,83,4,1258,3197,421,474,272,258
"Intermediación financiera (013)",148,,,1,20,8,29,21,69
"Activid.inmobil., empres. y de alquiler (014)",1525,13,4,95,385,161,274,136,457
"Admin.pub. y defensa; p. segur.soc.afil (015)",1928,19,,102,507,129,605,137,429
"Enseñanza (016)",3735,3,,23,328,247,1003,319,1812
"Servicios sociales y de salud (017)",980,2,,37,79,67,392,41,362
"Otras activ. serv.comun.soc y personales (018)",1693,68,,355,695,154,173,102,146
"Hogares privados con servicio doméstico (019)",1737,123,3,739,684,76,63,28,21
"Organiz. y organos extraterritoriales (020)",1,,,,,,,1,
"Actividad economica no especificada (021)",2473,154,4,632,802,180,327,133,241
"Hombres (022)",59673,2999,65,23541,22242,2312,3660,1535,3319
"Agric., ganadería, caza y silvicultura (023)",32585,2419,43,17411,10996,499,585,231,401
"Pesca (024)",1071,27,3,558,389,19,27,28,20
"Explotación de minas y canteras (025)",196,9,1,111,60,4,6,2,3
"Industrias manufactureras (026)",4368,176,1,1444,1862,209,374,115,187
"Suministro de electricidad, gas y agua (027)",138,5,,23,47,10,24,9,20
"Construcción (028)",3309,63,,822,1596,233,271,111,213
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",5007,129,8,1133,2087,372,627,269,382
"Venta, mant.y rep. veh.autom.y motoc. (030)",882,7,,128,371,84,185,47,60
"Comercio al por mayor (031)",282,5,,52,128,18,33,18,28
"Comercio al por menor (032)",3843,117,8,953,1588,270,409,204,294
"Hoteles y restaurantes (033)",464,8,,92,204,47,36,41,36
"Trans., almac. y comunicaciones (034)",5640,81,3,1237,3085,384,402,226,222
"Intermediación financiera (035)",89,,,1,11,5,17,13,42
"Activid.inmobil., empres. y de alquiler (036)",1093,6,4,68,301,120,177,95,322
"Admin.pub. y defensa; p. segur.soc.afil (037)",1464,11,,88,434,98,436,97,300
"Enseñanza (038)",1539,,,21,137,72,370,142,797
"Servicios sociales y de salud (039)",324,1,,28,41,29,85,13,127
"Otras activ. serv.comun.soc y personales (040)",1056,17,,194,463,115,90,68,109
