"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",161,133,22,6,
,,,,,
"URBANA (036)",3217,2562,262,242,151
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",14,,2,3,9
"Profes., científicos e intelectuales (038)",177,46,49,59,23
"Técnicos de nivel medio y trab. asimilados (039)",176,131,17,13,15
"Jefes y empleados de oficina (040)",99,39,16,9,35
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",785,740,29,13,3
"Agricult.trabaj.calif.agrop.y pesqueros (042)",160,147,12,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",409,353,36,18,2
"Obreros construc.,conf.,papel, fab., instr. (044)",415,316,24,55,20
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",718,599,41,54,24
"Otra (046)",19,,,,19
"Ocupación no especificada (047)",245,191,36,17,1
"Hombres (048)",1984,1527,156,185,116
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",8,,,2,6
"Profes., científicos e intelectuales (050)",87,20,17,37,13
"Técnicos de nivel medio y trab. asimilados (051)",111,83,12,7,9
"Jefes y empleados de oficina (052)",54,18,8,3,25
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",264,253,9,2,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",138,130,7,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",373,320,33,18,2
"Obreros construc.,conf.,papel, fab., instr. (056)",407,310,23,54,20
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",381,281,32,47,21
"Otra (058)",19,,,,19
"Ocupación no especificada (059)",142,112,15,14,1
"Mujeres (060)",1233,1035,106,57,35
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",6,,2,1,3
"Profes., científicos e intelectuales (062)",90,26,32,22,10
"Técnicos de nivel medio y trab. asimilados (063)",65,48,5,6,6
"Jefes y empleados de oficina (064)",45,21,8,6,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",521,487,20,11,3
"Agricult.trabaj.calif.agrop.y pesqueros (066)",22,17,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",36,33,3,,
"Obreros construc.,conf.,papel, fab., instr. (068)",8,6,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",337,318,9,7,3
"Ocupación no especificada (071)",103,79,21,3,
,,,,,
"RURAL (072)",6949,4528,1386,902,133
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",8,,4,2,2
"Profes., científicos e intelectuales (074)",153,49,42,35,27
"Técnicos de nivel medio y trab. asimilados (075)",240,139,48,26,27
"Jefes y empleados de oficina (076)",74,33,14,16,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1091,843,142,100,6
"Agricult.trabaj.calif.agrop.y pesqueros (078)",779,745,34,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",1045,616,309,108,12
"Obreros construc.,conf.,papel, fab., instr. (080)",607,446,49,91,21
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2654,1482,694,456,22
"Otra (082)",5,,,,5
"Ocupación no especificada (083)",293,175,50,68,
"Hombres (084)",5295,3250,1186,759,100
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,,4,2,2
"Profes., científicos e intelectuales (086)",92,27,26,24,15
"Técnicos de nivel medio y trab. asimilados (087)",158,83,40,22,13
"Jefes y empleados de oficina (088)",50,20,9,12,9
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",283,246,20,13,4
"Agricult.trabaj.calif.agrop.y pesqueros (090)",697,666,31,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",981,582,285,102,12
"Obreros construc.,conf.,papel, fab., instr. (092)",594,434,48,91,21
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2192,1071,674,428,19
"Otra (094)",5,,,,5
"Ocupación no especificada (095)",235,121,49,65,
"Mujeres (096)",1654,1278,200,143,33
"Profes., científicos e intelectuales (098)",61,22,16,11,12
"Técnicos de nivel medio y trab. asimilados (099)",82,56,8,4,14
"Jefes y empleados de oficina (100)",24,13,5,4,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",808,597,122,87,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",82,79,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",64,34,24,6,
"Obreros construc.,conf.,papel, fab., instr. (104)",13,12,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",462,411,20,28,3
"Ocupación no especificada (107)",58,54,1,3,
