"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",198,,,4,33,43,75,12,31
"Jefes y empleados de oficina (040)",163,,,4,50,29,32,22,26
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",1149,73,,281,540,102,80,38,35
"Agricult.trabaj. calif.agrop. y pesquros (042)",1424,149,3,622,551,36,28,14,21
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",442,11,,65,246,43,47,20,10
"Obreros. construc., conf., papel, fab., instr (044)",760,10,1,144,451,67,33,32,22
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1475,138,4,508,698,51,40,21,15
"Otra (046)",48,,,,10,5,19,11,3
"Ocupación no especificada (047)",183,22,,54,68,17,10,8,4
"Hombres (048)",4090,159,3,1079,1864,295,277,152,261
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",21,,,,4,3,5,3,6
"Profes., científicos e intelectuales (050)",235,,,,3,21,48,23,140
"Técnicos de nivel medio ytrab.asimilados (051)",120,,,3,18,31,41,8,19
"Jefes y empleados de oficina (052)",107,,,4,32,26,12,15,18
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",310,5,,47,167,37,29,11,14
"Agricult.trabaj. calif.agrop. y pesquros (054)",1213,99,2,530,497,31,23,12,19
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",372,4,,55,210,34,41,19,9
"Obreros. construc., conf., papel, fab., instr (056)",736,9,1,143,432,67,31,32,21
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",869,40,,285,462,33,25,14,10
"Otra (058)",46,,,,9,5,18,11,3
"Ocupación no especificada (059)",61,2,,12,30,7,4,4,2
"Mujeres (060)",2236,244,5,603,805,149,202,81,147
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",3,,,,2,,,1,
"Profes., científicos e intelectuales (062)",225,,,,13,27,62,28,95
"Técnicos de nivel medio ytrab.asimilados (063)",78,,,1,15,12,34,4,12
"Jefes y empleados de oficina (064)",56,,,,18,3,20,7,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",839,68,,234,373,65,51,27,21
"Agricult.trabaj. calif.agrop. y pesquros (066)",211,50,1,92,54,5,5,2,2
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",70,7,,10,36,9,6,1,1
"Obreros. construc., conf., papel, fab., instr (068)",24,1,,1,19,,2,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",606,98,4,223,236,18,15,7,5
"Otra (070)",2,,,,1,,1,,
"Ocupación no especificada (071)",122,20,,42,38,10,6,4,2
,,,,,,,,,
"RURAL (072)",10331,1508,7,4338,3778,206,231,105,158
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",9,,,1,1,2,1,1,3
"Profes., científicos e intelectuales (074)",180,,,,26,25,47,17,65
"Técnicos de nivel medio ytrab.asimilados (075)",93,,,,16,21,34,6,16
"Jefes y empleados de oficina (076)",93,,,6,44,9,18,7,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",450,31,,141,224,27,15,6,6
"Agricult.trabaj. calif.agrop. y pesquros (078)",5500,946,,2767,1650,40,36,29,32
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",282,9,,54,168,13,29,5,4
"Obreros. construc., conf., papel, fab., instr (080)",643,19,,146,423,20,16,10,9
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2794,425,7,1107,1144,45,32,23,11
"Otra (082)",5,,,,2,2,1,,
"Ocupación no especificada (083)",282,78,,116,80,2,2,1,3
"Hombres (084)",8127,962,7,3517,3180,135,147,74,105
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",6,,,1,1,1,,1,2
"Profes., científicos e intelectuales (086)",92,,,,9,13,25,10,35
"Técnicos de nivel medio ytrab.asimilados (087)",56,,,,10,13,19,4,10
"Jefes y empleados de oficina (088)",61,,,6,35,6,5,2,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",157,,,26,110,10,6,3,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",5036,767,,2593,1562,30,30,24,30
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",240,3,,50,144,11,25,4,3
"Obreros. construc., conf., papel, fab., instr (092)",624,18,,140,416,19,14,9,8
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1788,168,7,676,867,29,20,16,5
"Otra (094)",5,,,,2,2,1,,
"Ocupación no especificada (095)",62,6,,25,24,1,2,1,3
"Mujeres (096)",2204,546,,821,598,71,84,31,53
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",3,,,,,1,1,,1
"Profes., científicos e intelectuales (098)",88,,,,17,12,22,7,30
"Técnicos de nivel medio ytrab.asimilados (099)",37,,,,6,8,15,2,6
"Jefes y empleados de oficina (100)",32,,,,9,3,13,5,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",293,31,,115,114,17,9,3,4
"Agricult.trabaj. calif.agrop. y pesquros (102)",464,179,,174,88,10,6,5,2
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",42,6,,4,24,2,4,1,1
"Obreros. construc., conf., papel, fab., instr (104)",19,1,,6,7,1,2,1,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1006,257,,431,277,16,12,7,6
"Ocupación no especificada (107)",220,72,,91,56,1,,,
