"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia CAYLLOMA (000)",33362,80,1123,885,568,3423,7319,2112,2476,13693,115,673,895
"Agric., ganadería, caza y silvicultura (001)",17945,,41,87,8,,7297,4,69,10439,,,
"Pesca (002)",34,,1,1,,,22,,,10,,,
"Explotación de minas y canteras (003)",800,,40,37,29,2,,516,39,137,,,
"Industrias manufactureras (004)",1566,,12,72,39,20,,1183,145,95,,,
"Suministro de electricidad, gas y agua (005)",49,,2,4,6,,,10,17,10,,,
"Construcción (006)",1664,1,12,26,11,,,60,1006,548,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",3749,,22,148,30,2532,,304,28,685,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",338,,4,17,4,49,,250,9,5,,,
"Comercio al por mayor (009)",206,,8,17,10,148,,,3,20,,,
"Comercio al por menor (010)",3205,,10,114,16,2335,,54,16,660,,,
"Hoteles y restaurantes (011)",1347,5,14,83,32,685,,1,1,526,,,
"Trans., almac. y comunicaciones (012)",1436,,6,41,45,18,,6,1070,250,,,
"Intermediación financiera (013)",24,,3,3,16,,,,1,1,,,
"Activid.inmobil., empres. y alquileres (014)",614,1,84,114,104,61,,13,45,192,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",528,61,27,19,143,18,,4,25,116,115,,
"Enseñanza (016)",759,12,688,9,20,,,1,1,28,,,
"Servicios sociales y de salud (017)",342,,134,140,9,9,,2,5,43,,,
"Otras activ. serv.comun.soc y personales (018)",591,,33,89,29,78,,8,24,330,,,
"Hogares privados con servicio doméstico (019)",283,,,1,,,,,,282,,,
"Actividad economica no especificada (021)",736,,4,11,47,,,,,1,,673,
"Desocupado (022)",895,,,,,,,,,,,,895
"Hombres (023)",20484,58,576,570,307,1085,5522,1643,2334,7378,110,313,588
"Agric., ganadería, caza y silvicultura (024)",11273,,34,74,5,,5501,2,67,5590,,,
"Pesca (025)",31,,1,,,,21,,,9,,,
"Explotación de minas y canteras (026)",769,,33,35,26,2,,504,39,130,,,
"Industrias manufactureras (027)",978,,8,49,26,11,,745,77,62,,,
"Suministro de electricidad, gas y agua (028)",47,,2,4,4,,,10,17,10,,,
"Construcción (029)",1565,1,12,25,10,,,57,975,485,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",1460,,10,75,14,764,,292,27,278,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",309,,3,14,3,34,,242,9,4,,,
"Comercio al por mayor (032)",112,,2,9,7,74,,,3,17,,,
"Comercio al por menor (033)",1039,,5,52,4,656,,50,15,257,,,
"Hoteles y restaurantes (034)",410,5,8,35,14,200,,1,1,146,,,
"Trans., almac. y comunicaciones (035)",1324,,3,26,32,16,,5,1044,198,,,
"Intermediación financiera (036)",15,,2,3,9,,,,1,,,,
"Activid.inmobil., empres. y alquileres (037)",432,,58,82,42,58,,13,40,139,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",395,47,22,13,86,17,,4,19,77,110,,
"Enseñanza (039)",325,5,285,7,7,,,1,1,19,,,
"Servicios sociales y de salud (040)",148,,70,63,1,1,,2,5,6,,,
"Otras activ. serv.comun.soc y personales (041)",354,,25,70,15,16,,7,21,200,,,
"Hogares privados con servicio doméstico (042)",29,,,,,,,,,29,,,
"Actividad economica no especificada (044)",341,,3,9,16,,,,,,,313,
"Desocupado (045)",588,,,,,,,,,,,,588
"Mujeres (046)",12878,22,547,315,261,2338,1797,469,142,6315,5,360,307
"Agric., ganadería, caza y silvicultura (047)",6672,,7,13,3,,1796,2,2,4849,,,
"Pesca (048)",3,,,1,,,1,,,1,,,
"Explotación de minas y canteras (049)",31,,7,2,3,,,12,,7,,,
"Industrias manufactureras (050)",588,,4,23,13,9,,438,68,33,,,
"Suministro de electricidad, gas y agua (051)",2,,,,2,,,,,,,,
"Construcción (052)",99,,,1,1,,,3,31,63,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",2289,,12,73,16,1768,,12,1,407,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",29,,1,3,1,15,,8,,1,,,
"Comercio al por mayor (055)",94,,6,8,3,74,,,,3,,,
"Comercio al por menor (056)",2166,,5,62,12,1679,,4,1,403,,,
"Hoteles y restaurantes (057)",937,,6,48,18,485,,,,380,,,
"Trans., almac. y comunicaciones (058)",112,,3,15,13,2,,1,26,52,,,
"Intermediación financiera (059)",9,,1,,7,,,,,1,,,
"Activid.inmobil., empres. y alquileres (060)",182,1,26,32,62,3,,,5,53,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",133,14,5,6,57,1,,,6,39,5,,
"Enseñanza (062)",434,7,403,2,13,,,,,9,,,
"Servicios sociales y de salud (063)",194,,64,77,8,8,,,,37,,,
"Otras activ. serv.comun.soc y personales (064)",237,,8,19,14,62,,1,3,130,,,
"Hogares privados con servicio doméstico (065)",254,,,1,,,,,,253,,,
"Actividad economica no especificada (067)",395,,1,2,31,,,,,1,,360,
"Desocupado (068)",307,,,,,,,,,,,,307
,,,,,,,,,,,,,
"URBANA (069)",21648,70,868,699,468,3112,3387,1590,2124,8031,101,498,700
"Agric., ganadería, caza y silvicultura (070)",8768,,31,47,5,,3379,4,58,5244,,,
"Pesca (071)",18,,1,1,,,8,,,8,,,
"Explotación de minas y canteras (072)",277,,5,6,1,,,191,3,71,,,
"Industrias manufactureras (073)",1371,,6,63,33,19,,1030,133,87,,,
"Suministro de electricidad, gas y agua (074)",39,,2,4,6,,,10,9,8,,,
"Construcción (075)",1408,1,11,24,8,,,51,883,430,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",3418,,16,131,22,2325,,276,26,622,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",309,,4,14,4,44,,230,8,5,,,
"Comercio al por mayor (078)",186,,7,15,5,138,,,3,18,,,
"Comercio al por menor (079)",2923,,5,102,13,2143,,46,15,599,,,
"Hoteles y restaurantes (080)",1225,2,11,79,27,612,,1,1,492,,,
"Trans., almac. y comunicaciones (081)",1259,,4,34,40,16,,5,927,233,,,
"Intermediación financiera (082)",23,,3,3,15,,,,1,1,,,
"Activid.inmobil., empres. y alquileres (083)",506,1,60,94,93,46,,13,33,166,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",461,54,21,15,124,18,,2,25,101,101,,
"Enseñanza (085)",621,12,559,8,17,,,1,1,23,,,
"Servicios sociales y de salud (086)",263,,104,99,8,7,,2,4,39,,,
"Otras activ. serv.comun.soc y personales (087)",513,,31,79,27,69,,4,20,283,,,
"Hogares privados con servicio doméstico (088)",223,,,1,,,,,,222,,,
"Actividad economica no especificada (090)",555,,3,11,42,,,,,1,,498,
"Desocupado (091)",700,,,,,,,,,,,,700
"Hombres (092)",12795,51,445,434,247,977,2466,1192,1998,4196,96,245,448
"Agric., ganadería, caza y silvicultura (093)",5324,,27,40,4,,2459,2,56,2736,,,
"Pesca (094)",15,,1,,,,7,,,7,,,
"Explotación de minas y canteras (095)",261,,4,5,1,,,182,3,66,,,
"Industrias manufactureras (096)",862,,4,45,22,11,,656,70,54,,,
"Suministro de electricidad, gas y agua (097)",37,,2,4,4,,,10,9,8,,,
"Construcción (098)",1329,1,11,23,8,,,49,855,382,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",1332,,9,66,11,705,,266,25,250,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",282,,3,11,3,30,,223,8,4,,,
"Comercio al por mayor (101)",99,,2,8,4,67,,,3,15,,,
"Comercio al por menor (102)",951,,4,47,4,608,,43,14,231,,,
"Hoteles y restaurantes (103)",355,2,7,33,13,170,,1,1,128,,,
"Trans., almac. y comunicaciones (104)",1161,,2,20,27,15,,4,908,185,,,
"Intermediación financiera (105)",14,,2,3,8,,,,1,,,,
"Activid.inmobil., empres. y alquileres (106)",347,,42,67,36,44,,13,29,116,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",343,43,17,10,76,17,,2,19,63,96,,
"Enseñanza (108)",273,5,239,6,6,,,1,1,15,,,
"Servicios sociales y de salud (109)",104,,51,40,1,1,,2,4,5,,,
"Otras activ. serv.comun.soc y personales (110)",301,,24,63,14,14,,4,17,165,,,
"Hogares privados con servicio doméstico (111)",16,,,,,,,,,16,,,
"Actividad economica no especificada (113)",273,,3,9,16,,,,,,,245,
"Desocupado (114)",448,,,,,,,,,,,,448
"Mujeres (115)",8853,19,423,265,221,2135,921,398,126,3835,5,253,252
"Agric., ganadería, caza y silvicultura (116)",3444,,4,7,1,,920,2,2,2508,,,
"Pesca (117)",3,,,1,,,1,,,1,,,
"Explotación de minas y canteras (118)",16,,1,1,,,,9,,5,,,
"Industrias manufactureras (119)",509,,2,18,11,8,,374,63,33,,,
"Suministro de electricidad, gas y agua (120)",2,,,,2,,,,,,,,
"Construcción (121)",79,,,1,,,,2,28,48,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",2086,,7,65,11,1620,,10,1,372,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",27,,1,3,1,14,,7,,1,,,
"Comercio al por mayor (124)",87,,5,7,1,71,,,,3,,,
"Comercio al por menor (125)",1972,,1,55,9,1535,,3,1,368,,,
"Hoteles y restaurantes (126)",870,,4,46,14,442,,,,364,,,
"Trans., almac. y comunicaciones (127)",98,,2,14,13,1,,1,19,48,,,
"Intermediación financiera (128)",9,,1,,7,,,,,1,,,
"Activid.inmobil., empres. y alquileres (129)",159,1,18,27,57,2,,,4,50,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",118,11,4,5,48,1,,,6,38,5,,
"Enseñanza (131)",348,7,320,2,11,,,,,8,,,
"Servicios sociales y de salud (132)",159,,53,59,7,6,,,,34,,,
"Otras activ. serv.comun.soc y personales (133)",212,,7,16,13,55,,,3,118,,,
"Hogares privados con servicio doméstico (134)",207,,,1,,,,,,206,,,
"Actividad economica no especificada (136)",282,,,2,26,,,,,1,,253,
"Desocupado (137)",252,,,,,,,,,,,,252
,,,,,,,,,,,,,
"RURAL (138)",11714,10,255,186,100,311,3932,522,352,5662,14,175,195
"Agric., ganadería, caza y silvicultura (139)",9177,,10,40,3,,3918,,11,5195,,,
"Pesca (140)",16,,,,,,14,,,2,,,
