"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia ISLAY",,,,,,,,,
"Viviendas particulares (001)",13934,8758,622,1265,1726,1359,28,50,126
"Ocupantes presentes (002)",50252,32705,2237,4260,6246,4160,93,157,394
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",13111,8495,568,1166,1569,1145,27,44,97
"Ocupantes presentes (005)",47800,31874,2085,3950,5722,3615,92,147,315
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",178,172,,3,,,,3,
"Ocupantes presentes (008)",556,541,,9,,,,6,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",62,30,4,14,14,,,,
"Ocupantes presentes (011)",223,108,12,34,69,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",111,45,9,17,31,5,,1,3
"Ocupantes presentes (014)",322,141,22,60,84,6,,1,8
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",253,,40,12,111,70,1,2,17
"Ocupantes presentes (017)",751,,117,36,366,181,1,3,47
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",193,,,50,,136,,,7
"Ocupantes presentes (020)",532,,,166,,353,,,13
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",24,16,1,3,1,3,,,
"Ocupantes presentes (023)",57,41,1,5,5,5,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",11,,,,,,,,11
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",12559,8166,473,1212,1420,1139,25,34,90
"Ocupantes presentes (029)",45952,30844,1770,4086,5294,3465,88,120,285
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",11990,7904,459,1125,1374,995,25,30,78
"Ocupantes presentes (032)",44252,30014,1735,3812,5136,3101,88,113,253
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",178,172,,3,,,,3,
"Ocupantes presentes (035)",556,541,,9,,,,6,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",62,30,4,14,14,,,,
"Ocupantes presentes (038)",223,108,12,34,69,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",111,45,9,17,31,5,,1,3
"Ocupantes presentes (041)",322,141,22,60,84,6,,1,8
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",193,,,50,,136,,,7
"Ocupantes presentes (047)",532,,,166,,353,,,13
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",23,15,1,3,1,3,,,
"Ocupantes presentes (050)",56,40,1,5,5,5,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",2,,,,,,,,2
"Ocupantes presentes (053)",11,,,,,,,,11
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1375,592,149,53,306,220,3,16,36
"Ocupantes presentes (056)",4300,1861,467,174,952,695,5,37,109
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1121,591,109,41,195,150,2,14,19
"Ocupantes presentes (059)",3548,1860,350,138,586,514,4,34,62
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",253,,40,12,111,70,1,2,17
"Ocupantes presentes (071)",751,,117,36,366,181,1,3,47
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",1,1,,,,,,,
"Otro tipo",,,,,,,,,
