"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 25 a 29 años (054)",34,,,,,,18,16
"De 30 a 34 años (055)",15,,,,,,13,2
"De 35 a 39 años (056)",9,,,,,1,6,2
"De 40 a 44 años (057)",4,,,,,2,2,
"De 45 a 49 años (058)",3,,,,,2,,1
"De 50 y más años (059)",8,,,1,3,3,,1
"Sup. no Univ. completa (060)",209,,,3,12,45,83,66
"De 20 a 24 años (063)",23,,,,,,11,12
"De 25 a 29 años (064)",40,,,,,,15,25
"De 30 a 34 años (065)",54,,,,,13,29,12
"De 35 a 39 años (066)",36,,,,1,6,23,6
"De 40 a 44 años (067)",24,,,,2,12,4,6
"De 45 a 49 años (068)",12,,,,3,8,,1
"De 50 y más años (069)",20,,,3,6,6,1,4
"Sup. Univ. incompleta (070)",37,,,1,2,4,18,12
"De 15 a 19 años (072)",2,,,,,,2,
"De 20 a 24 años (073)",8,,,,,,2,6
"De 25 a 29 años (074)",10,,,,,,5,5
"De 30 a 34 años (075)",7,,,,,,6,1
"De 35 a 39 años (076)",3,,,,,1,2,
"De 40 a 44 años (077)",3,,,,,2,1,
"De 45 a 49 años (078)",1,,,,,1,,
"De 50 y más años (079)",3,,,1,2,,,
"Sup. Univ. completa (080)",121,,,5,12,33,37,34
"De 20 a 24 años (083)",5,,,,,,2,3
"De 25 a 29 años (084)",17,,,,,,6,11
"De 30 a 34 años (085)",25,,,,,5,13,7
"De 35 a 39 años (086)",18,,,,,5,10,3
"De 40 a 44 años (087)",20,,,,,12,3,5
"De 45 a 49 años (088)",13,,,,,10,3,
"De 50 y más años (089)",23,,,5,12,1,,5
,,,,,,,,
"URBANA (100)",909,2,14,34,90,187,335,247
"De 12 a 14 años (101)",2,,,,,,,2
"De 15 a 19 años (102)",20,,,,,,10,10
"De 20 a 24 años (103)",101,,,,,1,61,39
"De 25 a 29 años (104)",123,,,,,1,73,49
"De 30 a 34 años (105)",141,,,,,26,94,21
"De 35 a 39 años (106)",99,,,,2,19,63,15
"De 40 a 44 años (107)",95,,,,3,55,22,15
"De 45 a 49 años (108)",68,,,,9,36,10,13
"De 50 y más años (109)",260,2,14,34,76,49,2,83
"Sin nivel (110)",202,1,9,18,38,34,30,72
"De 20 a 24 años (113)",7,,,,,,3,4
"De 25 a 29 años (114)",3,,,,,,1,2
"De 30 a 34 años (115)",9,,,,,1,8,
"De 35 a 39 años (116)",13,,,,,1,11,1
"De 40 a 44 años (117)",9,,,,,3,3,3
"De 45 a 49 años (118)",21,,,,2,11,4,4
"De 50 y más años (119)",140,1,9,18,36,18,,58
"Educacion Inicial (120)",1,,,,,,,1
"De 25 a 29 años (124)",1,,,,,,,1
"Primaria (130)",213,1,3,8,24,57,79,41
"De 12 a 14 años (131)",1,,,,,,,1
"De 15 a 19 años (132)",4,,,,,,2,2
"De 20 a 24 años (133)",14,,,,,1,8,5
"De 25 a 29 años (134)",20,,,,,1,15,4
"De 30 a 34 años (135)",29,,,,,4,22,3
"De 35 a 39 años (136)",26,,,,,5,19,2
"De 40 a 44 años (137)",31,,,,2,17,9,3
"De 45 a 49 años (138)",25,,,,3,11,4,7
"De 50 y más años (139)",63,1,3,8,19,18,,14
"Secundaria (140)",192,,2,1,5,26,111,47
"De 12 a 14 años (141)",1,,,,,,,1
"De 15 a 19 años (142)",14,,,,,,7,7
"De 20 a 24 años (143)",49,,,,,,33,16
"De 25 a 29 años (144)",45,,,,,,35,10
"De 30 a 34 años (145)",35,,,,,6,25,4
"De 35 a 39 años (146)",12,,,,1,2,6,3
"De 40 a 44 años (147)",16,,,,,12,3,1
"De 45 a 49 años (148)",4,,,,1,1,1,1
"De 50 y más años (149)",16,,2,1,3,5,1,4
"Sup. no Univ. incompleta (150)",56,,,1,2,5,32,16
"De 15 a 19 años (152)",2,,,,,,1,1
"De 20 a 24 años (153)",13,,,,,,9,4
"De 25 a 29 años (154)",19,,,,,,11,8
"De 30 a 34 años (155)",5,,,,,,5,
"De 35 a 39 años (156)",7,,,,,1,4,2
"De 40 a 44 años (157)",4,,,,,2,2,
"De 45 a 49 años (158)",1,,,,,,,1
"De 50 y más años (159)",5,,,1,2,2,,
"Sup. no Univ. completa (160)",142,,,2,11,37,50,42
"De 20 a 24 años (163)",12,,,,,,6,6
"De 25 a 29 años (164)",18,,,,,,5,13
"De 30 a 34 años (165)",42,,,,,11,22,9
"De 35 a 39 años (166)",26,,,,1,5,15,5
"De 40 a 44 años (167)",17,,,,1,10,1,5
"De 45 a 49 años (168)",8,,,,3,5,,
"De 50 y más años (169)",19,,,2,6,6,1,4
"Sup. Univ. incompleta (170)",21,,,,2,3,10,6
"De 20 a 24 años (173)",4,,,,,,1,3
"De 25 a 29 años (174)",4,,,,,,2,2
"De 30 a 34 años (175)",6,,,,,,5,1
"De 35 a 39 años (176)",1,,,,,,1,
"De 40 a 44 años (177)",3,,,,,2,1,
"De 45 a 49 años (178)",1,,,,,1,,
"De 50 y más años (179)",2,,,,2,,,
"Sup. Univ. completa (180)",82,,,4,8,25,23,22
"De 20 a 24 años (183)",2,,,,,,1,1
"De 25 a 29 años (184)",13,,,,,,4,9
"De 30 a 34 años (185)",15,,,,,4,7,4
"De 35 a 39 años (186)",14,,,,,5,7,2
"De 40 a 44 años (187)",15,,,,,9,3,3
"De 45 a 49 años (188)",8,,,,,7,1,
"De 50 y más años (189)",15,,,4,8,,,3
,,,,,,,,
"RURAL (200)",4579,18,73,277,464,838,1759,1150
"De 12 a 14 años (201)",8,,,,,,,8
"De 15 a 19 años (202)",160,,,,,,96,64
"De 20 a 24 años (203)",451,,,,,2,279,170
"De 25 a 29 años (204)",514,,,,,6,375,133
"De 30 a 34 años (205)",491,,,,,53,356,82
"De 35 a 39 años (206)",456,,,,2,98,306,50
"De 40 a 44 años (207)",412,,,,8,152,192,60
"De 45 a 49 años (208)",371,,,,18,173,129,51
"De 50 y más años (209)",1716,18,73,277,436,354,26,532
"Sin nivel (210)",2710,16,71,260,405,588,664,706
"De 12 a 14 años (211)",1,,,,,,,1
"De 15 a 19 años (212)",11,,,,,,7,4
"De 20 a 24 años (213)",53,,,,,,30,23
"De 25 a 29 años (214)",90,,,,,1,66,23
"De 30 a 34 años (215)",215,,,,,20,156,39
"De 35 a 39 años (216)",230,,,,,43,156,31
"De 40 a 44 años (217)",266,,,,4,89,129,44
"De 45 a 49 años (218)",277,,,,12,123,98,44
"De 50 y más años (219)",1567,16,71,260,389,312,22,497
"Educacion Inicial (220)",15,,,,,,9,6
"De 20 a 24 años (223)",5,,,,,,3,2
"De 25 a 29 años (224)",2,,,,,,,2
"De 30 a 34 años (225)",2,,,,,,2,
"De 35 a 39 años (226)",6,,,,,,4,2
"Primaria (230)",1200,2,2,12,43,198,705,238
"De 12 a 14 años (231)",5,,,,,,,5
"De 15 a 19 años (232)",83,,,,,,49,34
"De 20 a 24 años (233)",210,,,,,2,140,68
"De 25 a 29 años (234)",251,,,,,4,198,49
"De 30 a 34 años (235)",180,,,,,25,129,26
"De 35 a 39 años (236)",157,,,,2,41,104,10
"De 40 a 44 años (237)",120,,,,1,53,55,11
"De 45 a 49 años (238)",72,,,,4,38,26,4
"De 50 y más años (239)",122,2,2,12,36,35,4,31
"Secundaria (240)",486,,,2,10,32,303,139
"De 12 a 14 años (241)",2,,,,,,,2
"De 15 a 19 años (242)",61,,,,,,36,25
"De 20 a 24 años (243)",154,,,,,,95,59
"De 25 a 29 años (244)",124,,,,,1,89,34
"De 30 a 34 años (245)",61,,,,,5,47,9
"De 35 a 39 años (246)",45,,,,,12,28,5
"De 40 a 44 años (247)",14,,,,2,5,5,2
"De 45 a 49 años (248)",11,,,,2,4,3,2
"De 50 y más años (249)",14,,,2,6,5,,1
"Sup. no Univ. incompleta (250)",46,,,,1,3,23,19
"De 15 a 19 años (252)",3,,,,,,2,1
"De 20 a 24 años (253)",11,,,,,,4,7
"De 25 a 29 años (254)",15,,,,,,7,8
"De 30 a 34 años (255)",10,,,,,,8,2
"De 35 a 39 años (256)",2,,,,,,2,
"De 45 a 49 años (258)",2,,,,,2,,
"De 50 y más años (259)",3,,,,1,1,,1
"Sup. no Univ. completa (260)",67,,,1,1,8,33,24
"De 20 a 24 años (263)",11,,,,,,5,6
"De 25 a 29 años (264)",22,,,,,,10,12
"De 30 a 34 años (265)",12,,,,,2,7,3
"De 35 a 39 años (266)",10,,,,,1,8,1
"De 40 a 44 años (267)",7,,,,1,2,3,1
"De 45 a 49 años (268)",4,,,,,3,,1
"De 50 y más años (269)",1,,,1,,,,
"Sup. Univ. incompleta (270)",16,,,1,,1,8,6
"De 15 a 19 años (272)",2,,,,,,2,
"De 20 a 24 años (273)",4,,,,,,1,3
"De 25 a 29 años (274)",6,,,,,,3,3
"De 30 a 34 años (275)",1,,,,,,1,
"De 35 a 39 años (276)",2,,,,,1,1,
"De 50 y más años (279)",1,,,1,,,,
"Sup. Univ. completa (280)",39,,,1,4,8,14,12
"De 20 a 24 años (283)",3,,,,,,1,2
"De 25 a 29 años (284)",4,,,,,,2,2
"De 30 a 34 años (285)",10,,,,,1,6,3
"De 35 a 39 años (286)",4,,,,,,3,1
"De 40 a 44 años (287)",5,,,,,3,,2
"De 45 a 49 años (288)",5,,,,,3,2,
"De 50 y más años (289)",8,,,1,4,1,,2
