"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANCAVELICA (000)",45014,834,14965,15366,10762,3087
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",105,,7,54,40,4
"Profes., científicos e intelectuales (002)",4495,,888,2628,960,19
"Técnicos de nivel medio y trab. asimilados (003)",1310,2,428,585,275,20
"Jefes y empleados de oficina (004)",1395,,482,599,305,9
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3191,43,1025,1101,815,207
"Agricult. trabaj. calif.agrop. y pesqueros (006)",14821,15,3374,4867,4524,2041
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",2892,123,1222,913,516,118
"Obreros construc., conf., papel, fab., instr. (008)",1804,1,611,695,460,37
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",14001,646,6575,3571,2633,576
"Otra (010)",243,,78,120,45,
"Ocupación no especificada (011)",757,4,275,233,189,56
"Hombres (012)",27589,435,8852,9421,6815,2066
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",89,,3,48,34,4
"Profes., científicos e intelectuales (014)",2464,,425,1393,630,16
"Técnicos de nivel medio y trab. asimilados (015)",856,1,297,350,191,17
"Jefes y empleados de oficina (016)",750,,209,326,206,9
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1300,25,442,458,288,87
"Agricult. trabaj. calif.agrop. y pesqueros (018)",12100,12,2790,4093,3641,1564
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",1570,15,659,539,294,63
"Obreros construc., conf., papel, fab., instr. (020)",1769,1,595,684,452,37
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",6004,378,3191,1268,926,241
"Otra (022)",221,,60,116,45,
"Ocupación no especificada (023)",466,3,181,146,108,28
"Mujeres (024)",17425,399,6113,5945,3947,1021
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",16,,4,6,6,
"Profes., científicos e intelectuales (026)",2031,,463,1235,330,3
"Técnicos de nivel medio y trab. asimilados (027)",454,1,131,235,84,3
"Jefes y empleados de oficina (028)",645,,273,273,99,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1891,18,583,643,527,120
"Agricult. trabaj. calif.agrop. y pesqueros (030)",2721,3,584,774,883,477
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",1322,108,563,374,222,55
"Obreros construc., conf., papel, fab., instr. (032)",35,,16,11,8,
