"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUANCAVELICA (000)",45014,35605,2597,2015,4797
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",105,2,17,11,75
"Profes., científicos e intelectuales (002)",4495,969,968,942,1616
"Técnicos de nivel medio y trab. asimilados (003)",1310,429,156,100,625
"Jefes y empleados de oficina (004)",1395,166,133,138,958
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3191,2880,150,62,99
"Agricult.trabaj.calif.agrop.y pesqueros (006)",14821,14589,228,3,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2892,2208,200,231,253
"Obreros construc.,conf.,papel, fab., instr. (008)",1804,1341,148,167,148
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",14001,12433,543,285,740
"Otra (010)",243,,,,243
"Ocupación no especificada (011)",757,588,54,76,39
"Hombres (012)",27589,21252,1819,1414,3104
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",89,2,17,8,62
"Profes., científicos e intelectuales (014)",2464,455,556,540,913
"Técnicos de nivel medio y trab. asimilados (015)",856,328,126,73,329
"Jefes y empleados de oficina (016)",750,90,79,74,507
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1300,1069,107,49,75
"Agricult.trabaj.calif.agrop.y pesqueros (018)",12100,11889,207,3,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1570,942,167,215,246
"Obreros construc.,conf.,papel, fab., instr. (020)",1769,1315,146,161,147
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",6004,4821,384,230,569
"Otra (022)",221,,,,221
"Ocupación no especificada (023)",466,341,30,61,34
"Mujeres (024)",17425,14353,778,601,1693
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",16,,,3,13
"Profes., científicos e intelectuales (026)",2031,514,412,402,703
"Técnicos de nivel medio y trab. asimilados (027)",454,101,30,27,296
"Jefes y empleados de oficina (028)",645,76,54,64,451
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1891,1811,43,13,24
"Agricult.trabaj.calif.agrop.y pesqueros (030)",2721,2700,21,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",1322,1266,33,16,7
"Obreros construc.,conf.,papel, fab., instr. (032)",35,26,2,6,1
