"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",7997,7612,159,55,171
"Otra (034)",22,,,,22
"Ocupación no especificada (035)",291,247,24,15,5
,,,,,
"URBANA (036)",18471,10616,1860,1723,4272
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",83,2,15,10,56
"Profes., científicos e intelectuales (038)",4116,817,858,893,1548
"Técnicos de nivel medio y trab. asimilados (039)",1184,390,126,93,575
"Jefes y empleados de oficina (040)",1301,158,119,127,897
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2767,2491,137,53,86
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1543,1489,52,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1418,960,127,160,171
"Obreros construc.,conf.,papel, fab., instr. (044)",1399,1015,120,129,135
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",4014,3017,272,194,531
"Otra (046)",240,,,,240
"Ocupación no especificada (047)",406,277,34,62,33
"Hombres (048)",11058,6011,1232,1152,2663
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",69,2,15,7,45
"Profes., científicos e intelectuales (050)",2205,363,475,499,868
"Técnicos de nivel medio y trab. asimilados (051)",755,295,97,66,297
"Jefes y empleados de oficina (052)",681,86,68,64,463
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1067,865,96,40,66
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1253,1210,41,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1174,759,102,148,165
"Obreros construc.,conf.,papel, fab., instr. (056)",1369,993,118,124,134
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2014,1281,202,153,378
"Otra (058)",219,,,,219
"Ocupación no especificada (059)",252,157,18,49,28
"Mujeres (060)",7413,4605,628,571,1609
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",14,,,3,11
"Profes., científicos e intelectuales (062)",1911,454,383,394,680
"Técnicos de nivel medio y trab. asimilados (063)",429,95,29,27,278
"Jefes y empleados de oficina (064)",620,72,51,63,434
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1700,1626,41,13,20
"Agricult.trabaj.calif.agrop.y pesqueros (066)",290,279,11,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",244,201,25,12,6
"Obreros construc.,conf.,papel, fab., instr. (068)",30,22,2,5,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2000,1736,70,41,153
"Otra (070)",21,,,,21
"Ocupación no especificada (071)",154,120,16,13,5
,,,,,
"RURAL (072)",26543,24989,737,292,525
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",22,,2,1,19
"Profes., científicos e intelectuales (074)",379,152,110,49,68
"Técnicos de nivel medio y trab. asimilados (075)",126,39,30,7,50
"Jefes y empleados de oficina (076)",94,8,14,11,61
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",424,389,13,9,13
"Agricult.trabaj.calif.agrop.y pesqueros (078)",13278,13100,176,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",1474,1248,73,71,82
"Obreros construc.,conf.,papel, fab., instr. (080)",405,326,28,38,13
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",9987,9416,271,91,209
"Otra (082)",3,,,,3
"Ocupación no especificada (083)",351,311,20,14,6
"Hombres (084)",16531,15241,587,262,441
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",20,,2,1,17
"Profes., científicos e intelectuales (086)",259,92,81,41,45
"Técnicos de nivel medio y trab. asimilados (087)",101,33,29,7,32
"Jefes y empleados de oficina (088)",69,4,11,10,44
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",233,204,11,9,9
"Agricult.trabaj.calif.agrop.y pesqueros (090)",10847,10679,166,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",396,183,65,67,81
"Obreros construc.,conf.,papel, fab., instr. (092)",400,322,28,37,13
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",3990,3540,182,77,191
"Otra (094)",2,,,,2
"Ocupación no especificada (095)",214,184,12,12,6
"Mujeres (096)",10012,9748,150,30,84
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,,,2
"Profes., científicos e intelectuales (098)",120,60,29,8,23
"Técnicos de nivel medio y trab. asimilados (099)",25,6,1,,18
"Jefes y empleados de oficina (100)",25,4,3,1,17
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",191,185,2,,4
"Agricult.trabaj.calif.agrop.y pesqueros (102)",2431,2421,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",1078,1065,8,4,1
"Obreros construc.,conf.,papel, fab., instr. (104)",5,4,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",5997,5876,89,14,18
"Otra (106)",1,,,,1
"Ocupación no especificada (107)",137,127,8,2,
