"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CHEPEN (000)",29456,70019,64493,,1144,92.1,1.6
"De 12 a 14 años (001)",2489,11,11,,,100,
"De 15 a 19 años (002)",3626,541,533,155,98.5,28.7,
"De 20 a 24 años (003)",3162,2393,2366,286,98.9,12,
"De 25 a 29 años (004)",2912,4084,4011,281,98.2,6.9,
"De 30 a 34 años (005)",2915,5863,5712,240,97.4,4.1,
"De 35 a 39 años (006)",2830,7215,6981,119,96.8,1.6,
"De 40 a 44 años (007)",2491,7514,7209,56,95.9,0.7,
"De 45 a 49 años (008)",2051,7164,6767,7,94.5,0.1,
"De 50 y más años (009)",6980,35234,30903,,87.7,,
"Conviviente (010)",8808,24026,22640,725,94.2,3,
"De 12 a 14 años (011)",38,4,4,,100,,
"De 15 a 19 años (012)",615,391,383,111,98,28.4,
"De 20 a 24 años (013)",1356,1640,1619,202,98.7,12.3,
"De 25 a 29 años (014)",1462,2638,2593,185,98.3,7,
"De 30 a 34 años (015)",1366,3253,3162,133,97.2,4.1,
"De 35 a 39 años (016)",1154,3371,3253,60,96.5,1.8,
"De 40 a 44 años (017)",910,3237,3100,30,95.8,0.9,
"De 45 a 49 años (018)",647,2665,2521,4,94.6,0.2,
"De 50 y más años (019)",1260,6827,6005,,88,,
"Separado(a) (020)",1862,5218,4877,58,93.5,1.1,
"De 12 a 14 años (021)",5,2,2,,100,,
"De 15 a 19 años (022)",73,65,65,21,100,32.3,
"De 20 a 24 años (023)",154,182,182,14,100,7.7,
"De 25 a 29 años (024)",200,299,290,10,97,3.3,
"De 30 a 34 años (025)",213,406,392,7,96.6,1.7,
"De 35 a 39 años (026)",239,575,563,3,97.9,0.5,
"De 40 a 44 años (027)",242,680,653,3,96,0.4,
"De 45 a 49 años (028)",187,614,579,,94.3,,
"De 50 y más años (029)",549,2395,2151,,89.8,,
"Casado(a) (030)",7973,29212,26972,310,92.3,1.1,
"De 12 a 14 años (031)",1,,,,,,
"De 15 a 19 años (032)",57,43,43,11,100,25.6,
"De 20 a 24 años (033)",329,417,411,55,98.6,13.2,
"De 25 a 29 años (034)",574,963,946,76,98.2,7.9,
"De 30 a 34 años (035)",881,1951,1913,90,98.1,4.6,
"De 35 a 39 años (036)",1089,3007,2910,53,96.8,1.8,
