"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CHURCAMPA (000)",41747,2409,6479,6555,4010,5969,5099,8303,2923
"Sin nivel (001)",9415,2409,710,50,69,380,812,3050,1935
"Educación inicial (002)",1441,,1363,32,6,17,23,,
"Primaria (003)",19077,,4406,4829,868,2208,2354,3582,830
"Secundaria (004)",9630,,,1644,2959,2574,1147,1184,122
"Superior no univ. incompleto (005)",520,,,,77,247,124,68,4
"Superior no univ. completo (006)",711,,,,,278,278,144,11
"Superior univ. incompleto (007)",266,,,,31,109,67,52,7
"Superior univ. completo (008)",687,,,,,156,294,223,14
"Hombres (010)",20557,1144,3319,3339,1994,2944,2513,4031,1273
"Sin nivel (011)",3034,1144,361,20,15,70,163,697,564
"Educación inicial (012)",719,,686,19,1,5,8,,
"Primaria (013)",9589,,2272,2412,328,839,1095,2066,577
"Secundaria (014)",5853,,,888,1594,1577,789,900,105
"Superior no univ. incompleto (015)",313,,,,39,137,85,50,2
"Superior no univ. completo (016)",430,,,,,156,161,105,8
"Superior univ. incompleto (017)",182,,,,17,76,45,37,7
"Superior univ. completo (018)",437,,,,,84,167,176,10
"Mujeres (020)",21190,1265,3160,3216,2016,3025,2586,4272,1650
"Sin nivel (021)",6381,1265,349,30,54,310,649,2353,1371
"Educación inicial (022)",722,,677,13,5,12,15,,
"Primaria (023)",9488,,2134,2417,540,1369,1259,1516,253
"Secundaria (024)",3777,,,756,1365,997,358,284,17
"Superior no univ. incompleto (025)",207,,,,38,110,39,18,2
"Superior no univ. completo (026)",281,,,,,122,117,39,3
"Superior univ. incompleto (027)",84,,,,14,33,22,15,
"Superior univ. completo (028)",250,,,,,72,127,47,4
,,,,,,,,,
"URBANA (030)",9638,440,1119,1305,925,1520,1501,2198,630
"Sin nivel (031)",1190,440,51,6,8,26,67,311,281
"Educación inicial (032)",249,,244,,1,,4,,
"Primaria (033)",3422,,824,808,85,217,387,831,270
"Secundaria (034)",3135,,,491,755,710,467,661,51
"Superior no univ. incompleto (035)",356,,,,56,150,90,57,3
"Superior no univ. completo (036)",550,,,,,213,209,120,8
"Superior univ. incompleto (037)",202,,,,20,82,53,42,5
"Superior univ. completo (038)",534,,,,,122,224,176,12
"Hombres (040)",4976,206,571,677,462,803,789,1194,274
"Sin nivel (041)",370,206,26,3,3,8,12,56,56
"Educación inicial (042)",126,,125,,,,1,,
"Primaria (043)",1598,,420,418,40,71,140,357,152
"Secundaria (044)",1853,,,256,383,395,288,487,44
"Superior no univ. incompleto (045)",213,,,,27,81,61,42,2
"Superior no univ. completo (046)",336,,,,,123,121,86,6
"Superior univ. incompleto (047)",141,,,,9,59,39,29,5
"Superior univ. completo (048)",339,,,,,66,127,137,9
"Mujeres (050)",4662,234,548,628,463,717,712,1004,356
"Sin nivel (051)",820,234,25,3,5,18,55,255,225
"Educación inicial (052)",123,,119,,1,,3,,
"Primaria (053)",1824,,404,390,45,146,247,474,118
"Secundaria (054)",1282,,,235,372,315,179,174,7
"Superior no univ. incompleto (055)",143,,,,29,69,29,15,1
"Superior no univ. completo (056)",214,,,,,90,88,34,2
"Superior univ. incompleto (057)",61,,,,11,23,14,13,
"Superior univ. completo (058)",195,,,,,56,97,39,3
,,,,,,,,,
"RURAL (060)",32109,1969,5360,5250,3085,4449,3598,6105,2293
"Sin nivel (061)",8225,1969,659,44,61,354,745,2739,1654
"Educación inicial (062)",1192,,1119,32,5,17,19,,
"Primaria (063)",15655,,3582,4021,783,1991,1967,2751,560
"Secundaria (064)",6495,,,1153,2204,1864,680,523,71
"Superior no univ. incompleto (065)",164,,,,21,97,34,11,1
"Superior no univ. completo (066)",161,,,,,65,69,24,3
"Superior univ. incompleto (067)",64,,,,11,27,14,10,2
"Superior univ. completo (068)",153,,,,,34,70,47,2
"Hombres (070)",15581,938,2748,2662,1532,2141,1724,2837,999
"Sin nivel (071)",2664,938,335,17,12,62,151,641,508
"Educación inicial (072)",593,,561,19,1,5,7,,
"Primaria (073)",7991,,1852,1994,288,768,955,1709,425
"Secundaria (074)",4000,,,632,1211,1182,501,413,61
"Superior no univ. incompleto (075)",100,,,,12,56,24,8,
"Superior no univ. completo (076)",94,,,,,33,40,19,2
"Superior univ. incompleto (077)",41,,,,8,17,6,8,2
"Superior univ. completo (078)",98,,,,,18,40,39,1
"Mujeres (080)",16528,1031,2612,2588,1553,2308,1874,3268,1294
"Sin nivel (081)",5561,1031,324,27,49,292,594,2098,1146
"Educación inicial (082)",599,,558,13,4,12,12,,
"Primaria (083)",7664,,1730,2027,495,1223,1012,1042,135
"Secundaria (084)",2495,,,521,993,682,179,110,10
"Superior no univ. incompleto (085)",64,,,,9,41,10,3,1
"Superior no univ. completo (086)",67,,,,,32,29,5,1
"Superior univ. incompleto (087)",23,,,,3,10,8,2,
"Superior univ. completo (088)",55,,,,,16,30,8,1
