"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUAMANGA (000)",83996,198695,178210,,3878,89.7,2
"De 12 a 14 años (001)",8415,49,40,,4,81.6,8.2
"De 15 a 19 años (002)",12219,1661,1591,501,95.8,30.2,
"De 20 a 24 años (003)",11310,7431,7241,924,97.4,12.4,
"De 25 a 29 años (004)",9557,13384,13000,890,97.1,6.6,
"De 30 a 34 años (005)",8358,18642,17976,765,96.4,4.1,
"De 35 a 39 años (006)",7125,21618,20639,518,95.5,2.4,
"De 40 a 44 años (007)",6100,23724,22110,236,93.2,1,
"De 45 a 49 años (008)",4700,21225,19444,39,91.6,0.2,
"De 50 y más años (009)",16212,90961,76169,1,83.7,,
"Sin nivel (010)",13480,76278,63081,345,82.7,0.5,
"De 12 a 14 años (011)",55,4,4,,100,,
"De 15 a 19 años (012)",138,60,56,12,93.3,20,
"De 20 a 24 años (013)",209,271,260,26,95.9,9.6,
"De 25 a 29 años (014)",419,1072,1016,55,94.8,5.1,
"De 30 a 34 años (015)",679,2367,2209,91,93.3,3.8,
"De 35 a 39 años (016)",837,3836,3538,82,92.2,2.1,
"De 40 a 44 años (017)",1152,6329,5634,65,89,1,
"De 45 a 49 años (018)",1212,7438,6563,13,88.2,0.2,
"De 50 y más años (019)",8779,54901,43801,1,79.8,,
"Educacion Inicial (020)",235,400,382,26,95.5,6.5,
"De 12 a 14 años (021)",44,,,,,,
"De 15 a 19 años (022)",44,14,14,2,100,14.3,
"De 20 a 24 años (023)",28,39,38,5,97.4,12.8,
"De 25 a 29 años (024)",48,108,106,9,98.1,8.3,
"De 30 a 34 años (025)",46,151,140,6,92.7,4,
"De 35 a 39 años (026)",25,88,84,4,95.5,4.5,
"Primaria (030)",22661,66008,60788,1390,92.1,2.1,
"De 12 a 14 años (031)",3861,18,14,2,77.8,11.1,
"De 15 a 19 años (032)",1875,586,566,180,96.6,30.7,
"De 20 a 24 años (033)",2076,2821,2749,307,97.4,10.9,
"De 25 a 29 años (034)",2392,5438,5242,308,96.4,5.7,
"De 30 a 34 años (035)",2516,7821,7474,266,95.6,3.4,
"De 35 a 39 años (036)",2361,9150,8644,208,94.5,2.3,
"De 40 a 44 años (037)",2140,9844,9209,100,93.5,1,
