"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Industrias manufactureras (048)",134,9,,63,42,5,8,,7
"Suministro de electricidad, gas y agua (049)",1,,,,,,1,,
"Construcción (050)",16,,,6,4,2,2,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",856,25,1,355,373,25,44,14,19
"Venta, mant.y rep. veh.autom.y motoc. (052)",6,,,3,2,,1,,
"Comercio al por mayor (053)",65,2,,17,29,4,9,2,2
"Comercio al por menor (054)",785,23,1,335,342,21,34,12,17
"Hoteles y restaurantes (055)",383,15,1,183,150,14,17,1,2
"Trans., almac. y comunicaciones (056)",34,,,4,8,6,11,1,4
"Intermediación financiera (057)",11,,,,,1,2,3,5
"Activid.inmobil., empres. y de alquiler (058)",33,,,2,10,4,6,3,8
"Admin.pub. y defensa; p. segur.soc.afil (059)",125,,,1,41,27,45,2,9
"Enseñanza (060)",400,,,,34,31,205,18,112
"Servicios sociales y de salud (061)",113,,,5,12,11,40,11,34
"Otras activ. serv.comun.soc y personales (062)",49,3,,14,19,4,1,5,3
"Hogares privados con servicio doméstico (063)",909,88,1,481,293,21,8,4,13
"Actividad economica no especificada (065)",541,95,,299,112,10,11,7,7
,,,,,,,,,
"URBANA (066)",15840,886,25,7854,5008,423,858,211,575
"Agric., ganadería, caza y silvicultura (067)",9252,699,20,5823,2541,62,46,20,41
"Pesca (068)",3,1,,2,,,,,
"Explotación de minas y canteras (069)",2,,,,1,,,,1
"Industrias manufactureras (070)",451,10,,183,196,19,23,4,16
"Suministro de electricidad, gas y agua (071)",30,,,11,10,2,4,2,1
"Construcción (072)",681,3,1,220,355,42,31,15,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1473,29,2,557,663,51,93,27,51
"Venta, mant.y rep. veh.autom.y motoc. (074)",75,,,12,38,6,15,,4
"Comercio al por mayor (075)",109,4,,36,50,3,11,2,3
"Comercio al por menor (076)",1289,25,2,509,575,42,67,25,44
"Hoteles y restaurantes (077)",416,15,1,186,166,18,19,6,5
"Trans., almac. y comunicaciones (078)",568,1,,118,329,51,42,9,18
"Intermediación financiera (079)",26,,,,1,2,6,5,12
"Activid.inmobil., empres. y de alquiler (080)",130,1,,15,36,13,23,7,35
"Admin.pub. y defensa; p. segur.soc.afil (081)",412,,,34,139,53,110,20,56
"Enseñanza (082)",743,,,1,68,49,360,45,220
"Servicios sociales y de salud (083)",193,,,12,27,18,64,23,49
"Otras activ. serv.comun.soc y personales (084)",158,4,,31,60,9,13,12,29
"Hogares privados con servicio doméstico (085)",783,66,1,398,274,19,8,4,13
"Actividad economica no especificada (087)",519,57,,263,142,15,16,12,14
"Hombres (088)",10696,312,13,5400,3702,273,490,142,364
"Agric., ganadería, caza y silvicultura (089)",7194,285,11,4519,2224,56,42,19,38
"Pesca (090)",3,1,,2,,,,,
"Explotación de minas y canteras (091)",2,,,,1,,,,1
"Industrias manufactureras (092)",328,4,,126,155,14,15,4,10
"Suministro de electricidad, gas y agua (093)",29,,,11,10,2,3,2,1
"Construcción (094)",666,3,1,215,351,40,29,14,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",726,6,1,255,338,28,53,13,32
"Venta, mant.y rep. veh.autom.y motoc. (096)",69,,,9,36,6,14,,4
"Comercio al por mayor (097)",51,2,,20,25,,3,,1
"Comercio al por menor (098)",606,4,1,226,277,22,36,13,27
"Hoteles y restaurantes (099)",71,1,,26,28,5,3,5,3
"Trans., almac. y comunicaciones (100)",536,1,,116,321,45,31,8,14
"Intermediación financiera (101)",15,,,,1,1,4,2,7
"Activid.inmobil., empres. y de alquiler (102)",98,1,,13,26,10,17,4,27
"Admin.pub. y defensa; p. segur.soc.afil (103)",290,,,33,99,26,67,18,47
"Enseñanza (104)",394,,,1,38,27,182,28,118
"Servicios sociales y de salud (105)",88,,,8,15,8,27,12,18
"Otras activ. serv.comun.soc y personales (106)",113,2,,18,41,6,12,8,26
"Hogares privados con servicio doméstico (107)",21,5,,9,7,,,,
"Actividad economica no especificada (109)",122,3,,48,47,5,5,5,9
"Mujeres (110)",5144,574,12,2454,1306,150,368,69,211
"Agric., ganadería, caza y silvicultura (111)",2058,414,9,1304,317,6,4,1,3
"Industrias manufactureras (114)",123,6,,57,41,5,8,,6
"Suministro de electricidad, gas y agua (115)",1,,,,,,1,,
"Construcción (116)",15,,,5,4,2,2,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",747,23,1,302,325,23,40,14,19
"Venta, mant.y rep. veh.autom.y motoc. (118)",6,,,3,2,,1,,
"Comercio al por mayor (119)",58,2,,16,25,3,8,2,2
"Comercio al por menor (120)",683,21,1,283,298,20,31,12,17
"Hoteles y restaurantes (121)",345,14,1,160,138,13,16,1,2
"Trans., almac. y comunicaciones (122)",32,,,2,8,6,11,1,4
"Intermediación financiera (123)",11,,,,,1,2,3,5
"Activid.inmobil., empres. y de alquiler (124)",32,,,2,10,3,6,3,8
"Admin.pub. y defensa; p. segur.soc.afil (125)",122,,,1,40,27,43,2,9
"Enseñanza (126)",349,,,,30,22,178,17,102
"Servicios sociales y de salud (127)",105,,,4,12,10,37,11,31
"Otras activ. serv.comun.soc y personales (128)",45,2,,13,19,3,1,4,3
"Hogares privados con servicio doméstico (129)",762,61,1,389,267,19,8,4,13
"Actividad economica no especificada (131)",397,54,,215,95,10,11,7,5
,,,,,,,,,
"RURAL (132)",16826,1867,37,11785,2865,76,114,27,55
"Agric., ganadería, caza y silvicultura (133)",15839,1782,35,11329,2597,34,29,13,20
"Explotación de minas y canteras (135)",2,,,,,,,1,1
"Industrias manufactureras (136)",51,3,,28,18,,,,2
"Suministro de electricidad, gas y agua (137)",9,1,,6,2,,,,
"Construcción (138)",58,2,,29,24,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",229,4,1,117,87,8,8,3,1
"Venta, mant.y rep. veh.autom.y motoc. (140)",4,,,,3,,1,,
"Comercio al por mayor (141)",16,,,6,7,1,1,1,
"Comercio al por menor (142)",209,4,1,111,77,7,6,2,1
"Hoteles y restaurantes (143)",43,1,,25,14,1,2,,
"Trans., almac. y comunicaciones (144)",87,,,38,43,4,1,,1
"Activid.inmobil., empres. y de alquiler (146)",9,,,2,3,1,,,3
"Admin.pub. y defensa; p. segur.soc.afil (147)",17,,,5,9,,3,,
"Enseñanza (148)",105,,,,5,18,62,4,16
"Servicios sociales y de salud (149)",22,,,1,3,3,7,2,6
"Otras activ. serv.comun.soc y personales (150)",21,1,,2,11,1,,3,3
"Hogares privados con servicio doméstico (151)",161,29,,100,29,2,,1,
"Actividad economica no especificada (153)",173,44,1,103,20,1,2,,2
"Hombres (154)",12984,981,24,9320,2466,56,74,25,38
"Agric., ganadería, caza y silvicultura (155)",12516,971,22,9127,2307,31,26,13,19
"Explotación de minas y canteras (157)",2,,,,,,,1,1
"Industrias manufactureras (158)",40,,,22,17,,,,1
"Suministro de electricidad, gas y agua (159)",9,1,,6,2,,,,
"Construcción (160)",57,2,,28,24,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",120,2,1,64,39,6,4,3,1
"Venta, mant.y rep. veh.autom.y motoc. (162)",4,,,,3,,1,,
"Comercio al por mayor (163)",9,,,5,3,,,1,
"Comercio al por menor (164)",107,2,1,59,33,6,3,2,1
"Hoteles y restaurantes (165)",5,,,2,2,,1,,
"Trans., almac. y comunicaciones (166)",85,,,36,43,4,1,,1
"Activid.inmobil., empres. y de alquiler (168)",8,,,2,3,,,,3
"Admin.pub. y defensa; p. segur.soc.afil (169)",14,,,5,8,,1,,
"Enseñanza (170)",54,,,,1,9,35,3,6
"Servicios sociales y de salud (171)",14,,,,3,2,4,2,3
"Otras activ. serv.comun.soc y personales (172)",17,,,1,11,,,2,3
"Hogares privados con servicio doméstico (173)",14,2,,8,3,,,1,
"Actividad economica no especificada (175)",29,3,1,19,3,1,2,,
"Mujeres (176)",3842,886,13,2465,399,20,40,2,17
"Agric., ganadería, caza y silvicultura (177)",3323,811,13,2202,290,3,3,,1
"Industrias manufactureras (180)",11,3,,6,1,,,,1
"Construcción (182)",1,,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",109,2,,53,48,2,4,,
"Comercio al por mayor (185)",7,,,1,4,1,1,,
"Comercio al por menor (186)",102,2,,52,44,1,3,,
"Hoteles y restaurantes (187)",38,1,,23,12,1,1,,
"Trans., almac. y comunicaciones (188)",2,,,2,,,,,
"Activid.inmobil., empres. y de alquiler (190)",1,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",3,,,,1,,2,,
"Enseñanza (192)",51,,,,4,9,27,1,10
"Servicios sociales y de salud (193)",8,,,1,,1,3,,3
"Otras activ. serv.comun.soc y personales (194)",4,1,,1,,1,,1,
"Hogares privados con servicio doméstico (195)",147,27,,92,26,2,,,
"Actividad economica no especificada (197)",144,41,,84,17,,,,2
