"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia HUAROCHIRI (000)",72845,38437,34408,49334,25215,24119,23511,13222,10289
"Menores de 1 año (001)",1267,639,628,834,428,406,433,211,222
"Menores de 1 mes (002)",65,37,28,38,23,15,27,14,13
"De 1 a 11 meses (003)",1202,602,600,796,405,391,406,197,209
"De 1 a 4 años (004)",5666,2838,2828,3794,1949,1845,1872,889,983
"1 año (005)",1230,621,609,790,420,370,440,201,239
"2 años (006)",1510,757,753,1010,517,493,500,240,260
"3 años (007)",1508,747,761,1018,521,497,490,226,264
"4 años (008)",1418,713,705,976,491,485,442,222,220
"De 5 a 9 años (009)",6453,3265,3188,4330,2182,2148,2123,1083,1040
"5 años (010)",1268,604,664,828,398,430,440,206,234
"6 años (011)",1254,656,598,862,451,411,392,205,187
"7 años (012)",1345,686,659,877,437,440,468,249,219
"8 años (013)",1364,703,661,905,459,446,459,244,215
"9 años (014)",1222,616,606,858,437,421,364,179,185
"De 10 a 14 años (015)",7219,3686,3533,5074,2598,2476,2145,1088,1057
"10 años (016)",1405,717,688,935,493,442,470,224,246
"11 años (017)",1383,711,672,1003,519,484,380,192,188
"12 años (018)",1565,794,771,1071,537,534,494,257,237
"13 años (019)",1433,741,692,1019,538,481,414,203,211
"14 años (020)",1433,723,710,1046,511,535,387,212,175
"De 15 a 19 años (021)",6575,3422,3153,4667,2388,2279,1908,1034,874
"15 años (022)",1447,709,738,1030,496,534,417,213,204
"16 años (023)",1299,670,629,927,475,452,372,195,177
"17 años (024)",1292,704,588,963,512,451,329,192,137
"18 años (025)",1315,691,624,908,470,438,407,221,186
"19 años (026)",1222,648,574,839,435,404,383,213,170
"De 20 a 24 años (027)",6738,3623,3115,4419,2248,2171,2319,1375,944
"20 años (028)",1463,772,691,961,487,474,502,285,217
"21 años (029)",1070,569,501,727,358,369,343,211,132
"22 años (030)",1406,747,659,901,459,442,505,288,217
"23 años (031)",1383,769,614,873,447,426,510,322,188
"24 años (032)",1416,766,650,957,497,460,459,269,190
"De 25 a 29 años (033)",6284,3527,2757,4033,2124,1909,2251,1403,848
"25 años (034)",1371,739,632,890,460,430,481,279,202
"26 años (035)",1303,746,557,849,450,399,454,296,158
"27 años (036)",1288,729,559,781,415,366,507,314,193
"28 años (037)",1217,684,533,820,434,386,397,250,147
"29 años (038)",1105,629,476,693,365,328,412,264,148
"De 30 a 34 años (039)",5785,3153,2632,3850,1969,1881,1935,1184,751
"30 años (040)",1536,845,691,987,531,456,549,314,235
"31 años (041)",993,524,469,677,321,356,316,203,113
"32 años (042)",1161,633,528,772,394,378,389,239,150
"33 años (043)",1097,613,484,750,390,360,347,223,124
"34 años (044)",998,538,460,664,333,331,334,205,129
