"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN MIGUEL (000)",14924,182,4281,5051,3787,1623
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",45,,7,20,15,3
"Profes., científicos e intelectuales (002)",973,,127,562,279,5
"Técnicos de nivel medio y trab. asimilados (003)",152,,41,76,33,2
"Jefes y empleados de oficina (004)",158,,53,66,35,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",588,11,139,240,143,55
"Agricult. trabaj. calif.agrop. y pesqueros (006)",6775,26,1419,2188,2014,1128
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",481,5,148,152,133,43
"Obreros construc., conf., papel, fab., instr. (008)",362,,115,156,79,12
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",4952,139,2111,1452,931,319
"Otra (010)",57,,7,30,20,
"Ocupación no especificada (011)",381,1,114,109,105,52
"Hombres (012)",12483,130,3585,4141,3157,1470
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",38,,5,17,13,3
"Profes., científicos e intelectuales (014)",526,,59,307,157,3
"Técnicos de nivel medio y trab. asimilados (015)",104,,25,48,29,2
"Jefes y empleados de oficina (016)",95,,26,44,21,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",297,7,67,116,75,32
"Agricult. trabaj. calif.agrop. y pesqueros (018)",6467,23,1338,2118,1901,1087
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",294,1,85,94,84,30
"Obreros construc., conf., papel, fab., instr. (020)",348,,112,151,75,10
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",4108,98,1822,1173,740,275
"Otra (022)",57,,7,30,20,
"Ocupación no especificada (023)",149,1,39,43,42,24
"Mujeres (024)",2441,52,696,910,630,153
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",7,,2,3,2,
"Profes., científicos e intelectuales (026)",447,,68,255,122,2
"Técnicos de nivel medio y trab. asimilados (027)",48,,16,28,4,
"Jefes y empleados de oficina (028)",63,,27,22,14,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",291,4,72,124,68,23
"Agricult. trabaj. calif.agrop. y pesqueros (030)",308,3,81,70,113,41
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",187,4,63,58,49,13
"Obreros construc., conf., papel, fab., instr. (032)",14,,3,5,4,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",844,41,289,279,191,44
