"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",207,2,,13,38,37,63,19,35
"Jefes y empleados de oficina (040)",265,,,4,84,29,67,20,61
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",815,30,8,228,317,64,79,34,55
"Agricult.trabaj. calif.agrop. y pesquros (042)",1223,76,4,577,379,55,58,20,54
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",428,12,2,94,201,27,45,13,34
"Obreros. construc., conf., papel, fab., instr (044)",664,11,2,108,380,61,51,25,26
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",2059,145,33,741,794,111,101,43,91
"Otra (046)",34,,,,7,7,7,4,9
"Ocupación no especificada (047)",291,32,2,92,94,20,19,11,21
"Hombres (048)",4564,109,31,1228,1803,292,415,186,500
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",29,1,,3,6,3,7,2,7
"Profes., científicos e intelectuales (050)",348,,,,4,11,87,44,202
"Técnicos de nivel medio ytrab.asimilados (051)",137,1,,9,31,21,31,17,27
"Jefes y empleados de oficina (052)",151,,,3,57,13,28,14,36
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",313,2,3,62,144,26,29,18,29
"Agricult.trabaj. calif.agrop. y pesquros (054)",1006,37,4,464,339,50,47,18,47
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",379,7,2,80,183,23,43,10,31
"Obreros. construc., conf., papel, fab., instr (056)",658,10,2,107,377,61,51,25,25
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",1370,47,20,459,600,70,78,26,70
"Otra (058)",34,,,,7,7,7,4,9
"Ocupación no especificada (059)",139,4,,41,55,7,7,8,17
"Mujeres (060)",2081,200,20,632,508,148,264,71,238
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",10,,,,1,1,4,,4
"Profes., científicos e intelectuales (062)",272,,,,6,14,91,22,139
"Técnicos de nivel medio ytrab.asimilados (063)",70,1,,4,7,16,32,2,8
"Jefes y empleados de oficina (064)",114,,,1,27,16,39,6,25
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",502,28,5,166,173,38,50,16,26
"Agricult.trabaj. calif.agrop. y pesquros (066)",217,39,,113,40,5,11,2,7
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",49,5,,14,18,4,2,3,3
"Obreros. construc., conf., papel, fab., instr (068)",6,1,,1,3,,,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",689,98,13,282,194,41,23,17,21
"Ocupación no especificada (071)",152,28,2,51,39,13,12,3,4
,,,,,,,,,
"RURAL (072)",4400,378,26,1668,1474,171,292,106,285
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",10,,,1,6,,1,1,1
"Profes., científicos e intelectuales (074)",181,,,,6,7,19,9,140
"Técnicos de nivel medio ytrab.asimilados (075)",83,,,1,15,13,35,5,14
"Jefes y empleados de oficina (076)",62,,,1,17,6,13,8,17
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",198,8,,59,97,8,14,7,5
"Agricult.trabaj. calif.agrop. y pesquros (078)",1408,163,,758,385,22,25,36,19
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",321,2,1,42,152,33,59,11,21
"Obreros. construc., conf., papel, fab., instr (080)",232,2,1,64,122,11,17,11,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1544,186,22,683,547,30,45,11,20
"Otra (082)",8,,,,,,1,,7
"Ocupación no especificada (083)",353,17,2,59,127,41,63,7,37
"Hombres (084)",3426,179,20,1248,1241,152,253,93,240
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",7,,,1,3,,1,1,1
"Profes., científicos e intelectuales (086)",128,,,,1,3,9,6,109
"Técnicos de nivel medio ytrab.asimilados (087)",70,,,1,12,12,28,4,13
"Jefes y empleados de oficina (088)",45,,,,14,2,6,8,15
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",90,,,22,51,5,6,2,4
"Agricult.trabaj. calif.agrop. y pesquros (090)",1160,86,,643,335,20,24,35,17
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",313,1,1,40,149,32,58,11,21
"Obreros. construc., conf., papel, fab., instr (092)",230,2,1,64,121,11,17,11,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1093,84,18,454,440,28,42,10,17
"Otra (094)",8,,,,,,1,,7
"Ocupación no especificada (095)",282,6,,23,115,39,61,5,33
"Mujeres (096)",974,199,6,420,233,19,39,13,45
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",3,,,,3,,,,
"Profes., científicos e intelectuales (098)",53,,,,5,4,10,3,31
"Técnicos de nivel medio ytrab.asimilados (099)",13,,,,3,1,7,1,1
"Jefes y empleados de oficina (100)",17,,,1,3,4,7,,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",108,8,,37,46,3,8,5,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",248,77,,115,50,2,1,1,2
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",8,1,,2,3,1,1,,
"Obreros. construc., conf., papel, fab., instr (104)",2,,,,1,,,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",451,102,4,229,107,2,3,1,3
"Ocupación no especificada (107)",71,11,2,36,12,2,2,2,4
