"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",7502,6689,432,241,140
"Otra (034)",16,,,,16
"Ocupación no especificada (035)",949,744,94,85,26
,,,,,
"URBANA (036)",60798,42410,6597,5815,5976
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",154,14,48,33,59
"Profes., científicos e intelectuales (038)",5861,1430,954,1802,1675
"Técnicos de nivel medio y trab. asimilados (039)",3784,1774,542,669,799
"Jefes y empleados de oficina (040)",3686,944,537,810,1395
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",10593,9015,898,539,141
"Agricult.trabaj.calif.agrop.y pesqueros (042)",7714,6962,706,37,9
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",4711,3770,526,258,157
"Obreros construc.,conf.,papel, fab., instr. (044)",7927,6039,773,606,509
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",14012,11177,1386,861,588
"Otra (046)",531,,,,531
"Ocupación no especificada (047)",1825,1285,227,200,113
"Hombres (048)",39255,26910,4695,3734,3916
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",114,10,30,22,52
"Profes., científicos e intelectuales (050)",3212,839,551,901,921
"Técnicos de nivel medio y trab. asimilados (051)",2371,1206,330,420,415
"Jefes y empleados de oficina (052)",1770,358,259,413,740
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",4636,3663,499,368,106
"Agricult.trabaj.calif.agrop.y pesqueros (054)",6895,6203,650,34,8
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",3806,3006,451,220,129
"Obreros construc.,conf.,papel, fab., instr. (056)",7735,5896,756,590,493
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",7275,5150,1025,650,450
"Otra (058)",515,,,,515
"Ocupación no especificada (059)",926,579,144,116,87
"Mujeres (060)",21543,15500,1902,2081,2060
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",40,4,18,11,7
"Profes., científicos e intelectuales (062)",2649,591,403,901,754
"Técnicos de nivel medio y trab. asimilados (063)",1413,568,212,249,384
"Jefes y empleados de oficina (064)",1916,586,278,397,655
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",5957,5352,399,171,35
"Agricult.trabaj.calif.agrop.y pesqueros (066)",819,759,56,3,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",905,764,75,38,28
"Obreros construc.,conf.,papel, fab., instr. (068)",192,143,17,16,16
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",6737,6027,361,211,138
"Otra (070)",16,,,,16
"Ocupación no especificada (071)",899,706,83,84,26
,,,,,
"RURAL (072)",5931,5059,618,154,100
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,,,,2
"Profes., científicos e intelectuales (074)",99,37,41,16,5
"Técnicos de nivel medio y trab. asimilados (075)",42,17,6,7,12
"Jefes y empleados de oficina (076)",17,,3,,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",144,108,23,8,5
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3136,2879,246,11,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",47,42,1,4,
"Obreros construc.,conf.,papel, fab., instr. (080)",129,93,17,15,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2186,1821,262,91,12
"Otra (082)",41,,,,41
"Ocupación no especificada (083)",88,62,19,2,5
"Hombres (084)",4653,3967,487,111,88
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,,,,2
"Profes., científicos e intelectuales (086)",53,17,26,9,1
"Técnicos de nivel medio y trab. asimilados (087)",32,14,5,6,7
"Jefes y empleados de oficina (088)",15,,2,,13
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",72,47,15,5,5
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2816,2584,222,10,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",35,30,1,4,
"Obreros construc.,conf.,papel, fab., instr. (092)",128,92,17,15,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1421,1159,191,61,10
"Otra (094)",41,,,,41
"Ocupación no especificada (095)",38,24,8,1,5
"Mujeres (096)",1278,1092,131,43,12
"Profes., científicos e intelectuales (098)",46,20,15,7,4
"Técnicos de nivel medio y trab. asimilados (099)",10,3,1,1,5
"Jefes y empleados de oficina (100)",2,,1,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",72,61,8,3,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",320,295,24,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",12,12,,,
"Obreros construc.,conf.,papel, fab., instr. (104)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",765,662,71,30,2
"Ocupación no especificada (107)",50,38,11,1,
