"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia HUAYTARA (000)",23274,12257,11017,6752,3468,3284,16522,8789,7733
"Menores de 1 año (001)",396,218,178,123,72,51,273,146,127
"Menores de 1 mes (002)",35,20,15,14,7,7,21,13,8
"De 1 a 11 meses (003)",361,198,163,109,65,44,252,133,119
"De 1 a 4 años (004)",2032,1057,975,536,291,245,1496,766,730
"1 año (005)",404,222,182,105,55,50,299,167,132
"2 años (006)",536,269,267,138,72,66,398,197,201
"3 años (007)",539,287,252,147,90,57,392,197,195
"4 años (008)",553,279,274,146,74,72,407,205,202
"De 5 a 9 años (009)",2628,1340,1288,720,355,365,1908,985,923
"5 años (010)",499,258,241,127,65,62,372,193,179
"6 años (011)",464,236,228,114,55,59,350,181,169
"7 años (012)",537,269,268,141,78,63,396,191,205
"8 años (013)",581,302,279,165,71,94,416,231,185
"9 años (014)",547,275,272,173,86,87,374,189,185
"De 10 a 14 años (015)",2588,1363,1225,777,408,369,1811,955,856
"10 años (016)",557,290,267,161,88,73,396,202,194
"11 años (017)",525,253,272,148,70,78,377,183,194
"12 años (018)",562,294,268,160,79,81,402,215,187
"13 años (019)",487,277,210,159,90,69,328,187,141
"14 años (020)",457,249,208,149,81,68,308,168,140
"De 15 a 19 años (021)",1774,905,869,644,349,295,1130,556,574
"15 años (022)",436,215,221,170,93,77,266,122,144
"16 años (023)",367,182,185,134,76,58,233,106,127
"17 años (024)",367,199,168,116,59,57,251,140,111
"18 años (025)",327,165,162,118,68,50,209,97,112
"19 años (026)",277,144,133,106,53,53,171,91,80
"De 20 a 24 años (027)",1588,802,786,525,266,259,1063,536,527
"20 años (028)",348,165,183,123,56,67,225,109,116
"21 años (029)",251,122,129,81,40,41,170,82,88
"22 años (030)",328,165,163,101,53,48,227,112,115
"23 años (031)",333,175,158,110,58,52,223,117,106
"24 años (032)",328,175,153,110,59,51,218,116,102
"De 25 a 29 años (033)",1566,903,663,453,237,216,1113,666,447
"25 años (034)",338,197,141,95,52,43,243,145,98
"26 años (035)",290,173,117,82,43,39,208,130,78
"27 años (036)",320,175,145,102,56,46,218,119,99
"28 años (037)",319,193,126,86,44,42,233,149,84
"29 años (038)",299,165,134,88,42,46,211,123,88
"De 30 a 34 años (039)",1586,899,687,427,218,209,1159,681,478
"30 años (040)",429,259,170,86,49,37,343,210,133
"31 años (041)",272,142,130,88,39,49,184,103,81
"32 años (042)",295,170,125,86,45,41,209,125,84
"33 años (043)",290,147,143,79,35,44,211,112,99
"34 años (044)",300,181,119,88,50,38,212,131,81
"De 35 a 39 años (045)",1548,900,648,471,248,223,1077,652,425
"35 años (046)",324,194,130,102,61,41,222,133,89
