"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ESPINAR (000)",23939,2893,3677,10875,222,4957,240,1075
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",31,31,,,,,,
"Profes., científicos e intelectuales (002)",1330,1204,,112,9,5,,
"Técnicos de nivel medio y trab. asimilados (003)",561,334,,196,24,6,1,
"Jefes y empleados de oficina (004)",351,338,,5,,8,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2059,310,21,1454,29,245,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",6975,1,,6902,71,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1648,,852,650,74,72,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1811,213,950,587,12,49,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",7727,349,1786,840,2,4511,239,
"Otra (010)",54,54,,,,,,
"Ocupaciñn no especificada (011)",317,59,68,129,1,60,,
"Desocupado (012)",1075,,,,,,,1075
"Hombres (013)",14223,1944,3240,6512,157,1546,27,797
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",27,27,,,,,,
"Profes., científicos e intelectuales (015)",799,738,,51,7,3,,
"Técnicos de nivel medio y trab. asimilados (016)",395,254,,119,17,5,,
"Jefes y empleados de oficina (017)",234,229,,2,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",648,179,8,411,7,43,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",4585,1,,4543,41,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1406,,822,472,71,41,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1749,211,921,561,11,45,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",3360,218,1431,294,2,1388,27,
"Otra (023)",53,53,,,,,,
"Ocupaciñn no especificada (024)",170,34,58,59,1,18,,
"Desocupado (025)",797,,,,,,,797
"Mujeres (026)",9716,949,437,4363,65,3411,213,278
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",4,4,,,,,,
"Profes., científicos e intelectuales (028)",531,466,,61,2,2,,
"Técnicos de nivel medio y trab. asimilados (029)",166,80,,77,7,1,1,
"Jefes y empleados de oficina (030)",117,109,,3,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1411,131,13,1043,22,202,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",2390,,,2359,30,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",242,,30,178,3,31,,
"Obreros construc.,conf.,papel, fab., instr. (034)",62,2,29,26,1,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",4367,131,355,546,,3123,212,
"Otra (036)",1,1,,,,,,
"Ocupaciñn no especificada (037)",147,25,10,70,,42,,
"Desocupado (038)",278,,,,,,,278
,,,,,,,,
"URBANA (039)",10227,2542,2070,3878,163,667,171,736
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",20,20,,,,,,
"Profes., científicos e intelectuales (041)",1203,1111,,82,9,1,,
"Técnicos de nivel medio y trab. asimilados (042)",493,291,,179,17,5,1,
"Jefes y empleados de oficina (043)",291,279,,5,,7,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1842,271,15,1310,27,219,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",739,,,712,26,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",1196,,667,417,74,38,,
"Obreros construc.,conf.,papel, fab., instr. (047)",1249,187,604,430,8,20,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",2236,287,732,699,1,347,170,
"Otra (049)",50,50,,,,,,
"Ocupaciñn no especificada (050)",172,46,52,44,1,29,,
"Desocupado (051)",736,,,,,,,736
"Hombres (052)",6430,1685,1924,1923,121,241,20,516
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",17,17,,,,,,
"Profes., científicos e intelectuales (054)",713,667,,38,7,1,,
"Técnicos de nivel medio y trab. asimilados (055)",333,213,,105,11,4,,
"Jefes y empleados de oficina (056)",181,177,,2,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",548,161,6,342,7,32,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",487,,,471,16,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",1053,,643,316,71,23,,
"Obreros construc.,conf.,papel, fab., instr. (060)",1209,185,588,410,7,19,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",1216,186,641,220,1,148,20,
"Otra (062)",49,49,,,,,,
"Ocupaciñn no especificada (063)",108,30,46,19,1,12,,
"Desocupado (064)",516,,,,,,,516
"Mujeres (065)",3797,857,146,1955,42,426,151,220
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",3,3,,,,,,
"Profes., científicos e intelectuales (067)",490,444,,44,2,,,
"Técnicos de nivel medio y trab. asimilados (068)",160,78,,74,6,1,1,
"Jefes y empleados de oficina (069)",110,102,,3,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1294,110,9,968,20,187,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",252,,,241,10,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",143,,24,101,3,15,,
"Obreros construc.,conf.,papel, fab., instr. (073)",40,2,16,20,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",1020,101,91,479,,199,150,
"Otra (075)",1,1,,,,,,
"Ocupaciñn no especificada (076)",64,16,6,25,,17,,
"Desocupado (077)",220,,,,,,,220
,,,,,,,,
"RURAL (078)",13712,351,1607,6997,59,4290,69,339
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",11,11,,,,,,
"Profes., científicos e intelectuales (080)",127,93,,30,,4,,
"Técnicos de nivel medio y trab. asimilados (081)",68,43,,17,7,1,,
"Jefes y empleados de oficina (082)",60,59,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",217,39,6,144,2,26,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",6236,1,,6190,45,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",452,,185,233,,34,,
"Obreros construc.,conf.,papel, fab., instr. (086)",562,26,346,157,4,29,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",5491,62,1054,141,1,4164,69,
"Otra (088)",4,4,,,,,,
"Ocupaciñn no especificada (089)",145,13,16,85,,31,,
"Desocupado (090)",339,,,,,,,339
"Hombres (091)",7793,259,1316,4589,36,1305,7,281
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",10,10,,,,,,
"Profes., científicos e intelectuales (093)",86,71,,13,,2,,
"Técnicos de nivel medio y trab. asimilados (094)",62,41,,14,6,1,,
"Jefes y empleados de oficina (095)",53,52,,,,1,,
