"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CONCEPCION (000)",19505,2739,3893,8209,243,3381,259,781
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",54,51,,,3,,,
"Profes., científicos e intelectuales (002)",1251,1063,,167,17,4,,
"Técnicos de nivel medio y trab. asimilados (003)",535,314,,177,32,12,,
"Jefes y empleados de oficina (004)",313,310,,1,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1704,354,21,1092,32,205,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4944,2,4,4831,106,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1210,,627,511,22,50,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1310,198,441,638,19,14,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",6847,286,2742,579,5,2976,259,
"Otra (010)",75,75,,,,,,
"Ocupación no especificada (011)",481,86,58,213,7,117,,
"Desocupado (012)",781,,,,,,,781
"Hombres (013)",12844,1574,2993,5658,162,1912,22,523
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",46,43,,,3,,,
"Profes., científicos e intelectuales (015)",627,501,,112,12,2,,
"Técnicos de nivel medio y trab. asimilados (016)",348,191,,135,16,6,,
"Jefes y empleados de oficina (017)",141,140,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",640,208,10,363,17,42,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",3885,1,1,3807,75,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",977,,547,383,17,30,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1289,196,438,625,18,12,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",4117,168,1961,167,1,1798,22,
"Otra (023)",70,70,,,,,,
"Ocupación no especificada (024)",181,56,36,65,3,21,,
"Desocupado (025)",523,,,,,,,523
"Mujeres (026)",6661,1165,900,2551,81,1469,237,258
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",8,8,,,,,,
"Profes., científicos e intelectuales (028)",624,562,,55,5,2,,
"Técnicos de nivel medio y trab. asimilados (029)",187,123,,42,16,6,,
"Jefes y empleados de oficina (030)",172,170,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1064,146,11,729,15,163,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1059,1,3,1024,31,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",233,,80,128,5,20,,
"Obreros construc.,conf.,papel, fab., instr. (034)",21,2,3,13,1,2,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",2730,118,781,412,4,1178,237,
"Otra (036)",5,5,,,,,,
"Ocupación no especificada (037)",300,30,22,148,4,96,,
"Desocupado (038)",258,,,,,,,258
,,,,,,,,
"URBANA (039)",11402,2169,2038,4867,197,1482,203,446
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",46,43,,,3,,,
"Profes., científicos e intelectuales (041)",1016,849,,150,13,4,,
"Técnicos de nivel medio y trab. asimilados (042)",434,232,,161,29,12,,
"Jefes y empleados de oficina (043)",264,261,,1,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1501,295,16,969,32,189,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",2056,2,3,1977,73,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",833,,352,426,22,33,,
"Obreros construc.,conf.,papel, fab., instr. (047)",957,117,282,530,17,11,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",3482,229,1351,517,5,1177,203,
"Otra (049)",70,70,,,,,,
"Ocupación no especificada (050)",297,71,34,136,3,53,,
"Desocupado (051)",446,,,,,,,446
"Hombres (052)",6621,1178,1494,2908,132,630,17,262
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",39,36,,,3,,,
"Profes., científicos e intelectuales (054)",495,380,,104,9,2,,
"Técnicos de nivel medio y trab. asimilados (055)",275,132,,122,15,6,,
"Jefes y empleados de oficina (056)",108,107,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",551,166,9,325,17,34,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1389,1,1,1334,52,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",651,,289,324,17,21,,
"Obreros construc.,conf.,papel, fab., instr. (060)",937,115,279,518,16,9,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",1733,129,900,144,1,542,17,
"Otra (062)",65,65,,,,,,
"Ocupación no especificada (063)",116,47,16,36,2,15,,
"Desocupado (064)",262,,,,,,,262
"Mujeres (065)",4781,991,544,1959,65,852,186,184
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",7,7,,,,,,
"Profes., científicos e intelectuales (067)",521,469,,46,4,2,,
"Técnicos de nivel medio y trab. asimilados (068)",159,100,,39,14,6,,
"Jefes y empleados de oficina (069)",156,154,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",950,129,7,644,15,155,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",667,1,2,643,21,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",182,,63,102,5,12,,
"Obreros construc.,conf.,papel, fab., instr. (073)",20,2,3,12,1,2,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",1749,100,451,373,4,635,186,
"Otra (075)",5,5,,,,,,
"Ocupación no especificada (076)",181,24,18,100,1,38,,
"Desocupado (077)",184,,,,,,,184
,,,,,,,,
"RURAL (078)",8103,570,1855,3342,46,1899,56,335
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",8,8,,,,,,
"Profes., científicos e intelectuales (080)",235,214,,17,4,,,
"Técnicos de nivel medio y trab. asimilados (081)",101,82,,16,3,,,
"Jefes y empleados de oficina (082)",49,49,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",203,59,5,123,,16,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",2888,,1,2854,33,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",377,,275,85,,17,,
"Obreros construc.,conf.,papel, fab., instr. (086)",353,81,159,108,2,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",3365,57,1391,62,,1799,56,
"Otra (088)",5,5,,,,,,
"Ocupación no especificada (089)",184,15,24,77,4,64,,
"Desocupado (090)",335,,,,,,,335
"Hombres (091)",6223,396,1499,2750,30,1282,5,261
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",7,7,,,,,,
"Profes., científicos e intelectuales (093)",132,121,,8,3,,,
"Técnicos de nivel medio y trab. asimilados (094)",73,59,,13,1,,,
"Jefes y empleados de oficina (095)",33,33,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",89,42,1,38,,8,,
