"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CALCA (000)",65407,32940,32467,23117,11446,11671,42290,21494,20796
"Menores de 1 año (001)",1055,521,534,329,156,173,726,365,361
"Menores de 1 mes (002)",95,51,44,26,15,11,69,36,33
"De 1 a 11 meses (003)",960,470,490,303,141,162,657,329,328
"De 1 a 4 años (004)",5989,3055,2934,1700,893,807,4289,2162,2127
"1 año (005)",1313,662,651,371,191,180,942,471,471
"2 años (006)",1526,767,759,420,215,205,1106,552,554
"3 años (007)",1529,751,778,454,232,222,1075,519,556
"4 años (008)",1621,875,746,455,255,200,1166,620,546
"De 5 a 9 años (009)",7969,4057,3912,2407,1209,1198,5562,2848,2714
"5 años (010)",1575,799,776,449,218,231,1126,581,545
"6 años (011)",1488,741,747,433,208,225,1055,533,522
"7 años (012)",1678,907,771,521,284,237,1157,623,534
"8 años (013)",1658,813,845,503,242,261,1155,571,584
"9 años (014)",1570,797,773,501,257,244,1069,540,529
"De 10 a 14 años (015)",8834,4548,4286,3090,1582,1508,5744,2966,2778
"10 años (016)",1763,906,857,573,285,288,1190,621,569
"11 años (017)",1635,827,808,549,287,262,1086,540,546
"12 años (018)",2011,1025,986,715,346,369,1296,679,617
"13 años (019)",1737,902,835,601,318,283,1136,584,552
"14 años (020)",1688,888,800,652,346,306,1036,542,494
"De 15 a 19 años (021)",6416,3389,3027,2531,1304,1227,3885,2085,1800
"15 años (022)",1581,835,746,615,302,313,966,533,433
"16 años (023)",1370,703,667,506,239,267,864,464,400
"17 años (024)",1232,659,573,484,254,230,748,405,343
"18 años (025)",1233,674,559,495,272,223,738,402,336
"19 años (026)",1000,518,482,431,237,194,569,281,288
"De 20 a 24 años (027)",5053,2518,2535,1902,930,972,3151,1588,1563
"20 años (028)",1226,626,600,423,220,203,803,406,397
"21 años (029)",822,397,425,322,154,168,500,243,257
"22 años (030)",1052,526,526,407,195,212,645,331,314
"23 años (031)",965,466,499,357,164,193,608,302,306
"24 años (032)",988,503,485,393,197,196,595,306,289
"De 25 a 29 años (033)",4701,2434,2267,1854,935,919,2847,1499,1348
"25 años (034)",1041,537,504,424,203,221,617,334,283
"26 años (035)",905,461,444,331,157,174,574,304,270
"27 años (036)",996,542,454,378,205,173,618,337,281
"28 años (037)",921,459,462,359,177,182,562,282,280
"29 años (038)",838,435,403,362,193,169,476,242,234
"De 30 a 34 años (039)",4330,2130,2200,1659,789,870,2671,1341,1330
"30 años (040)",1114,557,557,411,203,208,703,354,349
"31 años (041)",691,347,344,251,123,128,440,224,216
"32 años (042)",869,395,474,337,137,200,532,258,274
"33 años (043)",823,418,405,328,163,165,495,255,240
"34 años (044)",833,413,420,332,163,169,501,250,251
