"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LORETO (000)",17623,1100,17,7584,6056,675,870,407,914
"Agric., ganadería, caza y silvicultura (001)",10111,930,15,6024,2950,107,50,21,14
"Pesca (002)",333,10,,194,112,7,3,4,3
"Explotación de minas y canteras (003)",424,3,,32,185,32,77,22,73
"Industrias manufactureras (004)",447,1,,101,269,27,22,8,19
"Suministro de electricidad, gas y agua (005)",15,1,,2,7,3,1,,1
"Construcción (006)",886,12,1,118,510,68,81,32,64
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1428,19,,482,677,74,94,39,43
"Venta, mant.y rep. veh.autom.y motoc. (008)",115,,,13,34,9,41,5,13
"Comercio al por mayor (009)",58,1,,16,22,7,5,3,4
"Comercio al por menor (010)",1255,18,,453,621,58,48,31,26
"Hoteles y restaurantes (011)",505,7,,144,254,39,28,16,17
"Trans., almac. y comunicaciones (012)",434,4,1,76,257,31,32,23,10
"Intermediación financiera (013)",4,,,2,,,2,,
"Activid.inmobil., empres. y de alquiler (014)",316,3,,26,119,39,38,31,60
"Admin.pub. y defensa; p. segur.soc.afil (015)",462,4,,71,201,40,76,27,43
"Enseñanza (016)",1034,,,1,41,128,263,146,455
"Servicios sociales y de salud (017)",152,,,1,29,15,36,13,58
"Otras activ. serv.comun.soc y personales (018)",165,3,,33,67,23,14,9,16
"Hogares privados con servicio doméstico (019)",253,9,,111,122,6,4,,1
"Actividad economica no especificada (021)",654,94,,166,256,36,49,16,37
"Hombres (022)",13440,717,13,5583,4977,537,661,314,638
"Agric., ganadería, caza y silvicultura (023)",8073,661,11,4657,2569,101,42,20,12
"Pesca (024)",323,9,,185,112,7,3,4,3
"Explotación de minas y canteras (025)",417,3,,31,184,32,76,22,69
"Industrias manufactureras (026)",404,,,85,246,26,21,7,19
"Suministro de electricidad, gas y agua (027)",14,1,,1,7,3,1,,1
"Construcción (028)",869,11,1,114,503,68,80,31,61
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",862,7,,241,430,49,72,28,35
"Venta, mant.y rep. veh.autom.y motoc. (030)",110,,,12,31,9,40,5,13
"Comercio al por mayor (031)",39,,,9,17,2,5,3,3
"Comercio al por menor (032)",713,7,,220,382,38,27,20,19
"Hoteles y restaurantes (033)",224,,,22,123,35,18,11,15
"Trans., almac. y comunicaciones (034)",410,4,1,73,248,26,27,21,10
"Intermediación financiera (035)",1,,,1,,,,,
"Activid.inmobil., empres. y de alquiler (036)",271,3,,25,106,27,34,27,49
"Admin.pub. y defensa; p. segur.soc.afil (037)",349,2,,51,147,30,64,22,33
"Enseñanza (038)",607,,,,24,77,153,90,263
"Servicios sociales y de salud (039)",87,,,1,14,8,23,11,30
"Otras activ. serv.comun.soc y personales (040)",129,2,,16,57,21,11,9,13
"Hogares privados con servicio doméstico (041)",28,1,,9,17,,1,,
"Actividad economica no especificada (043)",372,13,,71,190,27,35,11,25
"Mujeres (044)",4183,383,4,2001,1079,138,209,93,276
"Agric., ganadería, caza y silvicultura (045)",2038,269,4,1367,381,6,8,1,2
