"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",135,38,4,77,3,12,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",845,3,15,791,36,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",186,,105,75,4,2,
"Obreros construc.,conf.,papel, fab., instr. (092)",501,32,192,271,4,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1137,69,779,62,,218,9
"Otra (094)",11,11,,,,,
"Ocupación no especificada (095)",55,5,32,12,,6,
"Mujeres (096)",1213,164,310,412,15,224,88
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1,,
"Profes., científicos e intelectuales (098)",65,53,,10,2,,
"Técnicos de nivel medio y trab. asimilados (099)",34,20,,9,4,,1
"Jefes y empleados de oficina (100)",24,23,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",211,30,7,154,3,17,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",143,,1,138,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",62,,47,14,,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",21,1,11,9,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",619,30,231,72,,199,87
"Otra (106)",1,1,,,,,
"Ocupación no especificada (107)",32,6,13,6,1,6,
