"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia TARATA (000)",4194,21,207,82,106,221,1557,81,187,1421,52,41,218
"Agric., ganadería, caza y silvicultura (001)",2618,,2,3,,,1554,,2,1057,,,
"Pesca (002)",3,,,,,,3,,,,,,
"Explotación de minas y canteras (003)",3,,,,,,,3,,,,,
"Industrias manufactureras (004)",59,,1,1,1,1,,49,5,1,,,
"Suministro de electricidad, gas y agua (005)",22,,1,,,,,2,1,18,,,
"Construcción (006)",242,,6,6,1,,,5,103,121,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",257,,1,4,,156,,19,,77,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",23,,,1,,7,,13,,2,,,
"Comercio al por mayor (009)",4,,,,,4,,,,,,,
"Comercio al por menor (010)",230,,1,3,,145,,6,,75,,,
"Hoteles y restaurantes (011)",98,,,5,3,46,,,,44,,,
"Trans., almac. y comunicaciones (012)",86,,1,6,3,,,,67,9,,,
"Intermediación financiera (013)",1,,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",44,,16,9,8,5,,1,,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",226,15,10,14,78,7,,2,9,39,52,,
"Enseñanza (016)",170,6,150,1,3,,,,,10,,,
"Servicios sociales y de salud (017)",54,,19,23,2,3,,,,7,,,
"Otras activ. serv.comun.soc y personales (018)",22,,,10,2,3,,,,7,,,
"Hogares privados con servicio doméstico (019)",25,,,,,,,,,25,,,
"Actividad economica no especificada (021)",46,,,,5,,,,,,,41,
"Desocupado (022)",218,,,,,,,,,,,,218
"Hombres (023)",2439,17,95,49,53,62,1036,69,178,658,48,20,154
"Agric., ganadería, caza y silvicultura (024)",1498,,2,3,,,1033,,2,458,,,
"Pesca (025)",3,,,,,,3,,,,,,
"Explotación de minas y canteras (026)",3,,,,,,,3,,,,,
"Industrias manufactureras (027)",43,,,1,,,,37,4,1,,,
"Suministro de electricidad, gas y agua (028)",8,,1,,,,,2,,5,,,
"Construcción (029)",220,,5,6,1,,,5,97,106,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",97,,,3,,45,,19,,30,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",21,,,1,,5,,13,,2,,,
"Comercio al por mayor (032)",1,,,,,1,,,,,,,
"Comercio al por menor (033)",75,,,2,,39,,6,,28,,,
"Hoteles y restaurantes (034)",12,,,,1,8,,,,3,,,
"Trans., almac. y comunicaciones (035)",78,,,5,1,,,,66,6,,,
"Activid.inmobil., empres. y alquileres (037)",31,,14,7,3,5,,1,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",162,13,7,9,42,4,,2,9,28,48,,
"Enseñanza (039)",75,4,61,1,,,,,,9,,,
"Servicios sociales y de salud (040)",18,,5,8,2,,,,,3,,,
"Otras activ. serv.comun.soc y personales (041)",13,,,6,2,,,,,5,,,
"Hogares privados con servicio doméstico (042)",3,,,,,,,,,3,,,
"Actividad economica no especificada (044)",21,,,,1,,,,,,,20,
"Desocupado (045)",154,,,,,,,,,,,,154
"Mujeres (046)",1755,4,112,33,53,159,521,12,9,763,4,21,64
"Agric., ganadería, caza y silvicultura (047)",1120,,,,,,521,,,599,,,
"Industrias manufactureras (050)",16,,1,,1,1,,12,1,,,,
"Suministro de electricidad, gas y agua (051)",14,,,,,,,,1,13,,,
"Construcción (052)",22,,1,,,,,,6,15,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",160,,1,1,,111,,,,47,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",2,,,,,2,,,,,,,
"Comercio al por mayor (055)",3,,,,,3,,,,,,,
"Comercio al por menor (056)",155,,1,1,,106,,,,47,,,
"Hoteles y restaurantes (057)",86,,,5,2,38,,,,41,,,
"Trans., almac. y comunicaciones (058)",8,,1,1,2,,,,1,3,,,
"Intermediación financiera (059)",1,,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (060)",13,,2,2,5,,,,,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",64,2,3,5,36,3,,,,11,4,,
"Enseñanza (062)",95,2,89,,3,,,,,1,,,
"Servicios sociales y de salud (063)",36,,14,15,,3,,,,4,,,
"Otras activ. serv.comun.soc y personales (064)",9,,,4,,3,,,,2,,,
"Hogares privados con servicio doméstico (065)",22,,,,,,,,,22,,,
"Actividad economica no especificada (067)",25,,,,4,,,,,,,21,
"Desocupado (068)",64,,,,,,,,,,,,64
,,,,,,,,,,,,,
"URBANA (069)",3158,19,163,70,96,200,1075,72,166,1050,34,38,175
"Agric., ganadería, caza y silvicultura (070)",1819,,2,3,,,1075,,1,738,,,
"Industrias manufactureras (073)",50,,1,1,1,1,,43,2,1,,,
"Suministro de electricidad, gas y agua (074)",22,,1,,,,,2,1,18,,,
"Construcción (075)",211,,4,5,1,,,5,92,104,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",227,,1,3,,140,,19,,64,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",23,,,1,,7,,13,,2,,,
"Comercio al por mayor (078)",3,,,,,3,,,,,,,
"Comercio al por menor (079)",201,,1,2,,130,,6,,62,,,
"Hoteles y restaurantes (080)",91,,,5,3,42,,,,41,,,
"Trans., almac. y comunicaciones (081)",79,,1,5,3,,,,62,8,,,
"Intermediación financiera (082)",1,,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (083)",37,,13,9,5,4,,1,,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",183,13,10,12,71,7,,2,8,26,34,,
"Enseñanza (085)",137,6,117,1,3,,,,,10,,,
"Servicios sociales y de salud (086)",40,,13,16,2,3,,,,6,,,
"Otras activ. serv.comun.soc y personales (087)",20,,,10,2,3,,,,5,,,
"Hogares privados con servicio doméstico (088)",23,,,,,,,,,23,,,
"Actividad economica no especificada (090)",43,,,,5,,,,,,,38,
"Desocupado (091)",175,,,,,,,,,,,,175
"Hombres (092)",1815,15,77,42,46,53,714,61,157,483,33,19,115
"Agric., ganadería, caza y silvicultura (093)",1043,,2,3,,,714,,1,323,,,
"Industrias manufactureras (096)",35,,,1,,,,32,1,1,,,
"Suministro de electricidad, gas y agua (097)",8,,1,,,,,2,,5,,,
"Construcción (098)",189,,3,5,1,,,5,86,89,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",83,,,2,,39,,19,,23,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",21,,,1,,5,,13,,2,,,
"Comercio al por menor (102)",62,,,1,,34,,6,,21,,,
"Hoteles y restaurantes (103)",10,,,,1,6,,,,3,,,
"Trans., almac. y comunicaciones (104)",71,,,4,1,,,,61,5,,,
"Activid.inmobil., empres. y alquileres (106)",26,,11,7,2,4,,1,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",123,11,7,7,36,4,,2,8,15,33,,
"Enseñanza (108)",64,4,50,1,,,,,,9,,,
"Servicios sociales y de salud (109)",13,,3,6,2,,,,,2,,,
"Otras activ. serv.comun.soc y personales (110)",12,,,6,2,,,,,4,,,
"Hogares privados con servicio doméstico (111)",3,,,,,,,,,3,,,
"Actividad economica no especificada (113)",20,,,,1,,,,,,,19,
"Desocupado (114)",115,,,,,,,,,,,,115
"Mujeres (115)",1343,4,86,28,50,147,361,11,9,567,1,19,60
"Agric., ganadería, caza y silvicultura (116)",776,,,,,,361,,,415,,,
"Industrias manufactureras (119)",15,,1,,1,1,,11,1,,,,
"Suministro de electricidad, gas y agua (120)",14,,,,,,,,1,13,,,
"Construcción (121)",22,,1,,,,,,6,15,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",144,,1,1,,101,,,,41,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",2,,,,,2,,,,,,,
"Comercio al por mayor (124)",3,,,,,3,,,,,,,
"Comercio al por menor (125)",139,,1,1,,96,,,,41,,,
"Hoteles y restaurantes (126)",81,,,5,2,36,,,,38,,,
"Trans., almac. y comunicaciones (127)",8,,1,1,2,,,,1,3,,,
"Intermediación financiera (128)",1,,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (129)",11,,2,2,3,,,,,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",60,2,3,5,35,3,,,,11,1,,
"Enseñanza (131)",73,2,67,,3,,,,,1,,,
"Servicios sociales y de salud (132)",27,,10,10,,3,,,,4,,,
"Otras activ. serv.comun.soc y personales (133)",8,,,4,,3,,,,1,,,
"Hogares privados con servicio doméstico (134)",20,,,,,,,,,20,,,
"Actividad economica no especificada (136)",23,,,,4,,,,,,,19,
"Desocupado (137)",60,,,,,,,,,,,,60
,,,,,,,,,,,,,
"RURAL (138)",1036,2,44,12,10,21,482,9,21,371,18,3,43
"Agric., ganadería, caza y silvicultura (139)",799,,,,,,479,,1,319,,,
"Pesca (140)",3,,,,,,3,,,,,,
"Explotación de minas y canteras (141)",3,,,,,,,3,,,,,
"Industrias manufactureras (142)",9,,,,,,,6,3,,,,
"Construcción (144)",31,,2,1,,,,,11,17,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",30,,,1,,16,,,,13,,,
"Comercio al por mayor (147)",1,,,,,1,,,,,,,
"Comercio al por menor (148)",29,,,1,,15,,,,13,,,
"Hoteles y restaurantes (149)",7,,,,,4,,,,3,,,
"Trans., almac. y comunicaciones (150)",7,,,1,,,,,5,1,,,
"Activid.inmobil., empres. y alquileres (152)",7,,3,,3,1,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",43,2,,2,7,,,,1,13,18,,
"Enseñanza (154)",33,,33,,,,,,,,,,
"Servicios sociales y de salud (155)",14,,6,7,,,,,,1,,,
"Otras activ. serv.comun.soc y personales (156)",2,,,,,,,,,2,,,
"Hogares privados con servicio doméstico (157)",2,,,,,,,,,2,,,
"Actividad economica no especificada (159)",3,,,,,,,,,,,3,
"Desocupado (160)",43,,,,,,,,,,,,43
"Hombres (161)",624,2,18,7,7,9,322,8,21,175,15,1,39
"Agric., ganadería, caza y silvicultura (162)",455,,,,,,319,,1,135,,,
"Pesca (163)",3,,,,,,3,,,,,,
"Explotación de minas y canteras (164)",3,,,,,,,3,,,,,
