"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",26389,26085,217,87
"Hombres (001)",13903,13772,87,44
"Mujeres (002)",12486,12313,130,43
"Menores de 1 año (003)",493,422,46,25
"Hombres (004)",255,218,23,14
"Mujeres (005)",238,204,23,11
"De 1 a 5 años (006)",2783,2688,40,55
"Hombres (007)",1440,1391,23,26
"Mujeres (008)",1343,1297,17,29
"De 6 a 14 años (009)",5348,5344,4,
"Hombres (010)",2735,2732,3,
"Mujeres (011)",2613,2612,1,
"De 15 a 29 años (012)",6551,6544,5,2
"Hombres (013)",3559,3554,3,2
"Mujeres (014)",2992,2990,2,
"De 30 a 44 años (015)",5194,5184,9,1
"Hombres (016)",2765,2759,5,1
"Mujeres (017)",2429,2425,4,
"De 45 a 64 años (018)",3939,3919,19,1
"Hombres (019)",2146,2138,8,
"Mujeres (020)",1793,1781,11,1
"De 65 a más años (021)",2081,1984,94,3
"Hombres (022)",1003,980,22,1
"Mujeres (023)",1078,1004,72,2
,,,,
"URBANA (024)",8593,8536,34,23
"Hombres (025)",4349,4324,15,10
"Mujeres (026)",4244,4212,19,13
"Menores de 1 año (027)",146,135,7,4
"Hombres (028)",73,66,5,2
"Mujeres (029)",73,69,2,2
"De 1 a 5 años (030)",755,733,4,18
"Hombres (031)",407,397,2,8
"Mujeres (032)",348,336,2,10
"De 6 a 14 años (033)",1673,1673,,
"Hombres (034)",836,836,,
"Mujeres (035)",837,837,,
"De 15 a 29 años (036)",1971,1971,,
"Hombres (037)",989,989,,
"Mujeres (038)",982,982,,
"De 30 a 44 años (039)",1874,1873,1,
"Hombres (040)",930,930,,
"Mujeres (041)",944,943,1,
"De 45 a 64 años (042)",1429,1426,3,
"Hombres (043)",768,766,2,
"Mujeres (044)",661,660,1,
"De 65 a más años (045)",745,725,19,1
"Hombres (046)",346,340,6,
"Mujeres (047)",399,385,13,1
,,,,
"RURAL (048)",17796,17549,183,64
"Hombres (049)",9554,9448,72,34
"Mujeres (050)",8242,8101,111,30
"Menores de 1 año (051)",347,287,39,21
"Hombres (052)",182,152,18,12
"Mujeres (053)",165,135,21,9
"De 1 a 5 años (054)",2028,1955,36,37
"Hombres (055)",1033,994,21,18
"Mujeres (056)",995,961,15,19
"De 6 a 14 años (057)",3675,3671,4,
"Hombres (058)",1899,1896,3,
"Mujeres (059)",1776,1775,1,
"De 15 a 29 años (060)",4580,4573,5,2
"Hombres (061)",2570,2565,3,2
"Mujeres (062)",2010,2008,2,
"De 30 a 44 años (063)",3320,3311,8,1
"Hombres (064)",1835,1829,5,1
"Mujeres (065)",1485,1482,3,
"De 45 a 64 años (066)",2510,2493,16,1
"Hombres (067)",1378,1372,6,
"Mujeres (068)",1132,1121,10,1
"De 65 a más años (069)",1336,1259,75,2
"Hombres (070)",657,640,16,1
"Mujeres (071)",679,619,59,1
