"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia CANAS (000)",9582,25,458,85,135,400,4145,370,370,2862,20,214,498
"Agric., ganadería, caza y silvicultura (001)",6360,,2,9,1,,4143,2,7,2196,,,
"Pesca (002)",4,,1,,,,2,,,1,,,
"Explotación de minas y canteras (003)",19,,,,,,,10,1,8,,,
"Industrias manufactureras (004)",332,,,3,,,,309,19,1,,,
"Suministro de electricidad, gas y agua (005)",16,,1,2,,,,8,2,3,,,
"Construcción (006)",618,,4,3,,,,9,246,356,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",396,,1,3,2,302,,29,,59,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",19,,1,,,2,,16,,,,,
"Comercio al por mayor (009)",13,,,,2,10,,,,1,,,
"Comercio al por menor (010)",364,,,3,,290,,13,,58,,,
"Hoteles y restaurantes (011)",142,,,2,,84,,,,56,,,
"Trans., almac. y comunicaciones (012)",122,,,,8,1,,1,86,26,,,
"Intermediación financiera (013)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",49,,6,12,7,7,,2,2,13,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",201,23,3,7,88,4,,,6,50,20,,
"Enseñanza (016)",427,2,403,6,8,,,,,8,,,
"Servicios sociales y de salud (017)",60,,26,22,7,,,,,5,,,
"Otras activ. serv.comun.soc y personales (018)",61,,11,15,8,2,,,1,24,,,
"Hogares privados con servicio doméstico (019)",54,,,,,,,,,54,,,
"Actividad economica no especificada (021)",222,,,1,5,,,,,2,,214,
"Desocupado (022)",498,,,,,,,,,,,,498
"Hombres (023)",6218,20,313,61,106,133,3136,321,358,1237,19,97,417
"Agric., ganadería, caza y silvicultura (024)",3890,,2,9,1,,3134,1,7,736,,,
"Pesca (025)",4,,1,,,,2,,,1,,,
"Explotación de minas y canteras (026)",19,,,,,,,10,1,8,,,
"Industrias manufactureras (027)",282,,,1,,,,262,18,1,,,
"Suministro de electricidad, gas y agua (028)",15,,1,2,,,,8,2,2,,,
"Construcción (029)",597,,4,3,,,,9,238,343,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",170,,1,3,1,112,,28,,25,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",18,,1,,,2,,15,,,,,
"Comercio al por mayor (032)",6,,,,1,4,,,,1,,,
"Comercio al por menor (033)",146,,,3,,106,,13,,24,,,
"Hoteles y restaurantes (034)",17,,,1,,11,,,,5,,,
"Trans., almac. y comunicaciones (035)",111,,,,6,,,1,83,21,,,
"Intermediación financiera (036)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",41,,4,9,7,5,,2,2,12,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",173,18,3,6,71,4,,,6,46,19,,
"Enseñanza (039)",301,2,280,4,7,,,,,8,,,
"Servicios sociales y de salud (040)",24,,9,9,4,,,,,2,,,
"Otras activ. serv.comun.soc y personales (041)",40,,8,13,5,1,,,1,12,,,
"Hogares privados con servicio doméstico (042)",13,,,,,,,,,13,,,
"Actividad economica no especificada (044)",103,,,1,3,,,,,2,,97,
"Desocupado (045)",417,,,,,,,,,,,,417
"Mujeres (046)",3364,5,145,24,29,267,1009,49,12,1625,1,117,81
"Agric., ganadería, caza y silvicultura (047)",2470,,,,,,1009,1,,1460,,,
"Industrias manufactureras (050)",50,,,2,,,,47,1,,,,
"Suministro de electricidad, gas y agua (051)",1,,,,,,,,,1,,,
"Construcción (052)",21,,,,,,,,8,13,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",226,,,,1,190,,1,,34,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",1,,,,,,,1,,,,,
"Comercio al por mayor (055)",7,,,,1,6,,,,,,,
"Comercio al por menor (056)",218,,,,,184,,,,34,,,
"Hoteles y restaurantes (057)",125,,,1,,73,,,,51,,,
"Trans., almac. y comunicaciones (058)",11,,,,2,1,,,3,5,,,
"Activid.inmobil., empres. y alquileres (060)",8,,2,3,,2,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",28,5,,1,17,,,,,4,1,,
"Enseñanza (062)",126,,123,2,1,,,,,,,,
"Servicios sociales y de salud (063)",36,,17,13,3,,,,,3,,,
"Otras activ. serv.comun.soc y personales (064)",21,,3,2,3,1,,,,12,,,
"Hogares privados con servicio doméstico (065)",41,,,,,,,,,41,,,
"Actividad economica no especificada (067)",119,,,,2,,,,,,,117,
"Desocupado (068)",81,,,,,,,,,,,,81
,,,,,,,,,,,,,
"URBANA (069)",1876,13,261,60,89,254,389,113,113,421,20,45,98
"Agric., ganadería, caza y silvicultura (070)",591,,1,4,1,,388,,3,194,,,
"Pesca (071)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (072)",3,,,,,,,2,1,,,,
"Industrias manufactureras (073)",94,,,1,,,,88,5,,,,
"Suministro de electricidad, gas y agua (074)",7,,1,2,,,,4,,,,,
"Construcción (075)",130,,2,3,,,,3,67,55,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",241,,1,3,1,185,,15,,36,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",8,,1,,,1,,6,,,,,
"Comercio al por mayor (078)",8,,,,1,7,,,,,,,
"Comercio al por menor (079)",225,,,3,,177,,9,,36,,,
"Hoteles y restaurantes (080)",111,,,2,,64,,,,45,,,
"Trans., almac. y comunicaciones (081)",55,,,,4,1,,1,34,15,,,
"Activid.inmobil., empres. y alquileres (083)",32,,5,12,4,2,,,1,8,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",115,11,3,3,58,1,,,2,17,20,,
"Enseñanza (085)",231,2,218,4,4,,,,,3,,,
"Servicios sociales y de salud (086)",49,,21,18,6,,,,,4,,,
"Otras activ. serv.comun.soc y personales (087)",40,,9,8,7,1,,,,15,,,
"Hogares privados con servicio doméstico (088)",28,,,,,,,,,28,,,
"Actividad economica no especificada (090)",50,,,,4,,,,,1,,45,
"Desocupado (091)",98,,,,,,,,,,,,98
"Hombres (092)",1157,11,163,41,61,70,290,96,108,206,19,20,72
"Agric., ganadería, caza y silvicultura (093)",384,,1,4,1,,289,,3,86,,,
"Pesca (094)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (095)",3,,,,,,,2,1,,,,
"Industrias manufactureras (096)",76,,,1,,,,71,4,,,,
"Suministro de electricidad, gas y agua (097)",7,,1,2,,,,4,,,,,
"Construcción (098)",126,,2,3,,,,3,63,55,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",87,,1,3,,59,,15,,9,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",8,,1,,,1,,6,,,,,
"Comercio al por mayor (101)",2,,,,,2,,,,,,,
"Comercio al por menor (102)",77,,,3,,56,,9,,9,,,
"Hoteles y restaurantes (103)",14,,,1,,8,,,,5,,,
"Trans., almac. y comunicaciones (104)",48,,,,2,,,1,34,11,,,
"Activid.inmobil., empres. y alquileres (106)",26,,3,9,4,2,,,1,7,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",93,9,3,3,41,1,,,2,15,19,,
"Enseñanza (108)",150,2,138,3,4,,,,,3,,,
"Servicios sociales y de salud (109)",18,,8,6,3,,,,,1,,,
"Otras activ. serv.comun.soc y personales (110)",22,,6,6,4,,,,,6,,,
"Hogares privados con servicio doméstico (111)",7,,,,,,,,,7,,,
"Actividad economica no especificada (113)",23,,,,2,,,,,1,,20,
"Desocupado (114)",72,,,,,,,,,,,,72
"Mujeres (115)",719,2,98,19,28,184,99,17,5,215,1,25,26
"Agric., ganadería, caza y silvicultura (116)",207,,,,,,99,,,108,,,
"Industrias manufactureras (119)",18,,,,,,,17,1,,,,
"Construcción (121)",4,,,,,,,,4,,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",154,,,,1,126,,,,27,,,
"Comercio al por mayor (124)",6,,,,1,5,,,,,,,
"Comercio al por menor (125)",148,,,,,121,,,,27,,,
"Hoteles y restaurantes (126)",97,,,1,,56,,,,40,,,
"Trans., almac. y comunicaciones (127)",7,,,,2,1,,,,4,,,
"Activid.inmobil., empres. y alquileres (129)",6,,2,3,,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",22,2,,,17,,,,,2,1,,
"Enseñanza (131)",81,,80,1,,,,,,,,,
"Servicios sociales y de salud (132)",31,,13,12,3,,,,,3,,,
"Otras activ. serv.comun.soc y personales (133)",18,,3,2,3,1,,,,9,,,
"Hogares privados con servicio doméstico (134)",21,,,,,,,,,21,,,
"Actividad economica no especificada (136)",27,,,,2,,,,,,,25,
"Desocupado (137)",26,,,,,,,,,,,,26
,,,,,,,,,,,,,
"RURAL (138)",7706,12,197,25,46,146,3756,257,257,2441,,169,400
"Agric., ganadería, caza y silvicultura (139)",5769,,1,5,,,3755,2,4,2002,,,
"Pesca (140)",3,,1,,,,1,,,1,,,
"Explotación de minas y canteras (141)",16,,,,,,,8,,8,,,
"Industrias manufactureras (142)",238,,,2,,,,221,14,1,,,
"Suministro de electricidad, gas y agua (143)",9,,,,,,,4,2,3,,,
"Construcción (144)",488,,2,,,,,6,179,301,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",155,,,,1,117,,14,,23,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",11,,,,,1,,10,,,,,
"Comercio al por mayor (147)",5,,,,1,3,,,,1,,,
"Comercio al por menor (148)",139,,,,,113,,4,,22,,,
"Hoteles y restaurantes (149)",31,,,,,20,,,,11,,,
"Trans., almac. y comunicaciones (150)",67,,,,4,,,,52,11,,,
"Intermediación financiera (151)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (152)",17,,1,,3,5,,2,1,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",86,12,,4,30,3,,,4,33,,,
"Enseñanza (154)",196,,185,2,4,,,,,5,,,
"Servicios sociales y de salud (155)",11,,5,4,1,,,,,1,,,
"Otras activ. serv.comun.soc y personales (156)",21,,2,7,1,1,,,1,9,,,
"Hogares privados con servicio doméstico (157)",26,,,,,,,,,26,,,
"Actividad economica no especificada (159)",172,,,1,1,,,,,1,,169,
"Desocupado (160)",400,,,,,,,,,,,,400
