"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia SAN MIGUEL (000)",16032,45,973,152,158,579,6763,477,362,4870,57,381,1215
"Agric., ganadería, caza y silvicultura (001)",10893,,5,5,1,,6761,,3,4118,,,
"Pesca (002)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (003)",20,,,,1,,,4,,15,,,
"Industrias manufactureras (004)",472,,,5,4,12,,422,26,3,,,
"Suministro de electricidad, gas y agua (005)",10,,,1,,,,4,1,4,,,
"Construcción (006)",298,,9,7,2,,,7,138,135,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",605,,4,13,,433,,31,2,122,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",18,,,,,2,,15,1,,,,
"Comercio al por mayor (009)",45,,2,6,,36,,,1,,,,
"Comercio al por menor (010)",542,,2,7,,395,,16,,122,,,
"Hoteles y restaurantes (011)",166,,2,2,1,110,,,,51,,,
"Trans., almac. y comunicaciones (012)",214,,,4,9,,,1,173,27,,,
"Intermediación financiera (013)",3,,1,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",51,,11,11,8,5,,2,4,10,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",299,38,19,8,92,10,,2,13,60,57,,
"Enseñanza (016)",887,7,859,2,11,,,,,8,,,
"Servicios sociales y de salud (017)",132,,56,64,6,4,,1,,1,,,
"Otras activ. serv.comun.soc y personales (018)",87,,5,29,8,5,,3,1,36,,,
"Hogares privados con servicio doméstico (019)",280,,,,,,,,1,279,,,
"Actividad economica no especificada (021)",398,,2,1,13,,,,,1,,381,
"Desocupado (022)",1215,,,,,,,,,,,,1215
"Hombres (023)",13403,38,526,104,95,292,6456,293,348,4051,57,149,994
"Agric., ganadería, caza y silvicultura (024)",10150,,4,5,1,,6454,,3,3683,,,
"Pesca (025)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (026)",20,,,,1,,,4,,15,,,
"Industrias manufactureras (027)",266,,,3,3,5,,239,13,3,,,
"Suministro de electricidad, gas y agua (028)",10,,,1,,,,4,1,4,,,
"Construcción (029)",296,,8,7,2,,,7,138,134,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",376,,2,12,,253,,30,2,77,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",17,,,,,1,,15,1,,,,
"Comercio al por mayor (032)",32,,1,6,,24,,,1,,,,
"Comercio al por menor (033)",327,,1,6,,228,,15,,77,,,
"Hoteles y restaurantes (034)",30,,2,1,1,16,,,,10,,,
"Trans., almac. y comunicaciones (035)",202,,,3,4,,,1,172,22,,,
"Intermediación financiera (036)",3,,1,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",37,,9,7,2,5,,2,4,8,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",250,33,14,6,60,10,,2,13,55,57,,
"Enseñanza (039)",476,5,459,2,5,,,,,5,,,
"Servicios sociales y de salud (040)",61,,23,32,2,2,,1,,1,,,
"Otras activ. serv.comun.soc y personales (041)",55,,3,24,5,1,,3,1,18,,,
"Hogares privados con servicio doméstico (042)",16,,,,,,,,1,15,,,
"Actividad economica no especificada (044)",159,,1,1,7,,,,,1,,149,
"Desocupado (045)",994,,,,,,,,,,,,994
"Mujeres (046)",2629,7,447,48,63,287,307,184,14,819,,232,221
"Agric., ganadería, caza y silvicultura (047)",743,,1,,,,307,,,435,,,
"Industrias manufactureras (050)",206,,,2,1,7,,183,13,,,,
"Construcción (052)",2,,1,,,,,,,1,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",229,,2,1,,180,,1,,45,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",1,,,,,1,,,,,,,
"Comercio al por mayor (055)",13,,1,,,12,,,,,,,
"Comercio al por menor (056)",215,,1,1,,167,,1,,45,,,
"Hoteles y restaurantes (057)",136,,,1,,94,,,,41,,,
"Trans., almac. y comunicaciones (058)",12,,,1,5,,,,1,5,,,
"Activid.inmobil., empres. y alquileres (060)",14,,2,4,6,,,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",49,5,5,2,32,,,,,5,,,
"Enseñanza (062)",411,2,400,,6,,,,,3,,,
"Servicios sociales y de salud (063)",71,,33,32,4,2,,,,,,,
"Otras activ. serv.comun.soc y personales (064)",32,,2,5,3,4,,,,18,,,
"Hogares privados con servicio doméstico (065)",264,,,,,,,,,264,,,
"Actividad economica no especificada (067)",239,,1,,6,,,,,,,232,
"Desocupado (068)",221,,,,,,,,,,,,221
,,,,,,,,,,,,,
"URBANA (069)",3266,31,597,91,116,418,585,207,198,665,49,121,188
"Agric., ganadería, caza y silvicultura (070)",945,,3,4,,,583,,1,354,,,
"Pesca (071)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (072)",6,,,,,,,1,,5,,,
"Industrias manufactureras (073)",193,,,2,2,8,,166,14,1,,,
"Suministro de electricidad, gas y agua (074)",7,,,1,,,,2,1,3,,,
"Construcción (075)",83,,7,1,,,,3,54,18,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",424,,4,8,,318,,26,2,66,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",14,,,,,1,,12,1,,,,
"Comercio al por mayor (078)",26,,2,3,,20,,,1,,,,
"Comercio al por menor (079)",384,,2,5,,297,,14,,66,,,
"Hoteles y restaurantes (080)",126,,2,2,1,82,,,,39,,,
"Trans., almac. y comunicaciones (081)",133,,,3,7,,,1,109,13,,,
"Intermediación financiera (082)",3,,1,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",36,,9,8,5,1,,2,3,8,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",218,27,18,8,69,3,,2,12,30,49,,
"Enseñanza (085)",522,4,505,1,8,,,,,4,,,
"Servicios sociales y de salud (086)",87,,43,35,5,2,,1,,1,,,
"Otras activ. serv.comun.soc y personales (087)",52,,3,17,5,4,,3,1,19,,,
"Hogares privados con servicio doméstico (088)",104,,,,,,,,1,103,,,
"Actividad economica no especificada (090)",137,,2,1,12,,,,,1,,121,
"Desocupado (091)",188,,,,,,,,,,,,188
"Hombres (092)",2236,28,297,60,64,201,539,166,186,441,49,59,146
"Agric., ganadería, caza y silvicultura (093)",856,,3,4,,,537,,1,311,,,
"Pesca (094)",2,,,,,,2,,,,,,
"Explotación de minas y canteras (095)",6,,,,,,,1,,5,,,
"Industrias manufactureras (096)",136,,,1,2,3,,126,3,1,,,
"Suministro de electricidad, gas y agua (097)",7,,,1,,,,2,1,3,,,
"Construcción (098)",82,,6,1,,,,3,54,18,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",249,,2,8,,177,,25,2,35,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",14,,,,,1,,12,1,,,,
"Comercio al por mayor (101)",19,,1,3,,14,,,1,,,,
"Comercio al por menor (102)",216,,1,5,,162,,13,,35,,,
"Hoteles y restaurantes (103)",26,,2,1,1,14,,,,8,,,
"Trans., almac. y comunicaciones (104)",122,,,2,2,,,1,108,9,,,
"Intermediación financiera (105)",3,,1,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",24,,7,4,1,1,,2,3,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",179,25,13,6,43,3,,2,12,26,49,,
"Enseñanza (108)",250,3,243,1,2,,,,,1,,,
"Servicios sociales y de salud (109)",39,,17,16,2,2,,1,,1,,,
"Otras activ. serv.comun.soc y personales (110)",33,,2,14,3,1,,3,1,9,,,
"Hogares privados con servicio doméstico (111)",8,,,,,,,,1,7,,,
"Actividad economica no especificada (113)",68,,1,1,6,,,,,1,,59,
"Desocupado (114)",146,,,,,,,,,,,,146
"Mujeres (115)",1030,3,300,31,52,217,46,41,12,224,,62,42
"Agric., ganadería, caza y silvicultura (116)",89,,,,,,46,,,43,,,
"Industrias manufactureras (119)",57,,,1,,5,,40,11,,,,
"Construcción (121)",1,,1,,,,,,,,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",175,,2,,,141,,1,,31,,,
"Comercio al por mayor (124)",7,,1,,,6,,,,,,,
"Comercio al por menor (125)",168,,1,,,135,,1,,31,,,
"Hoteles y restaurantes (126)",100,,,1,,68,,,,31,,,
"Trans., almac. y comunicaciones (127)",11,,,1,5,,,,1,4,,,
"Activid.inmobil., empres. y alquileres (129)",12,,2,4,4,,,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",39,2,5,2,26,,,,,4,,,
"Enseñanza (131)",272,1,262,,6,,,,,3,,,
"Servicios sociales y de salud (132)",48,,26,19,3,,,,,,,,
"Otras activ. serv.comun.soc y personales (133)",19,,1,3,2,3,,,,10,,,
"Hogares privados con servicio doméstico (134)",96,,,,,,,,,96,,,
"Actividad economica no especificada (136)",69,,1,,6,,,,,,,62,
"Desocupado (137)",42,,,,,,,,,,,,42
,,,,,,,,,,,,,
"RURAL (138)",12766,14,376,61,42,161,6178,270,164,4205,8,260,1027
"Agric., ganadería, caza y silvicultura (139)",9948,,2,1,1,,6178,,2,3764,,,
"Explotación de minas y canteras (141)",14,,,,1,,,3,,10,,,
"Industrias manufactureras (142)",279,,,3,2,4,,256,12,2,,,
"Suministro de electricidad, gas y agua (143)",3,,,,,,,2,,1,,,
"Construcción (144)",215,,2,6,2,,,4,84,117,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",181,,,5,,115,,5,,56,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",4,,,,,1,,3,,,,,
"Comercio al por mayor (147)",19,,,3,,16,,,,,,,
"Comercio al por menor (148)",158,,,2,,98,,2,,56,,,
"Hoteles y restaurantes (149)",40,,,,,28,,,,12,,,
"Trans., almac. y comunicaciones (150)",81,,,1,2,,,,64,14,,,
"Activid.inmobil., empres. y alquileres (152)",15,,2,3,3,4,,,1,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",81,11,1,,23,7,,,1,30,8,,
"Enseñanza (154)",365,3,354,1,3,,,,,4,,,
"Servicios sociales y de salud (155)",45,,13,29,1,2,,,,,,,
"Otras activ. serv.comun.soc y personales (156)",35,,2,12,3,1,,,,17,,,
"Hogares privados con servicio doméstico (157)",176,,,,,,,,,176,,,
