"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",3869,304,6,1026,1536,217,437,74,269
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",35,,,,13,1,12,4,5
"Profes., científicos e intelectuales (002)",472,,,,13,32,195,22,210
"Técnicos de nivel medio ytrab.asimilados (003)",108,,,,23,19,50,7,9
"Jefes y empleados de oficina (004)",117,,,,31,16,47,6,17
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",357,18,,85,182,34,26,7,5
"Agricult.trabaj. calif.agrop. y pesquros (006)",1052,124,2,435,428,22,23,8,10
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",319,10,1,63,197,21,20,5,2
"Obreros. construc., conf., papel, fab., instr (008)",157,6,,36,85,13,11,3,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",1085,132,2,358,491,45,41,9,7
"Otra (010)",9,,,,4,1,1,2,1
"Ocupación no especificada (011)",158,14,1,49,69,13,11,1,
"Hombres (012)",2615,148,3,718,1161,141,225,55,164
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",24,,,,10,1,5,4,4
"Profes., científicos e intelectuales (014)",228,,,,2,15,77,15,119
"Técnicos de nivel medio ytrab.asimilados (015)",65,,,,13,13,26,5,8
"Jefes y empleados de oficina (016)",63,,,,19,6,22,5,11
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",116,2,,28,61,17,7,,1
"Agricult.trabaj. calif.agrop. y pesquros (018)",877,74,1,360,389,16,21,7,9
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",285,6,1,54,179,19,19,5,2
"Obreros. construc., conf., papel, fab., instr (020)",153,5,,34,85,12,11,3,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",699,57,1,214,351,34,28,8,6
"Otra (022)",9,,,,4,1,1,2,1
"Ocupación no especificada (023)",96,4,,28,48,7,8,1,
"Mujeres (024)",1254,156,3,308,375,76,212,19,105
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",11,,,,3,,7,,1
"Profes., científicos e intelectuales (026)",244,,,,11,17,118,7,91
"Técnicos de nivel medio ytrab.asimilados (027)",43,,,,10,6,24,2,1
"Jefes y empleados de oficina (028)",54,,,,12,10,25,1,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",241,16,,57,121,17,19,7,4
"Agricult.trabaj. calif.agrop. y pesquros (030)",175,50,1,75,39,6,2,1,1
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",34,4,,9,18,2,1,,
"Obreros. construc., conf., papel, fab., instr (032)",4,1,,2,,1,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",386,75,1,144,140,11,13,1,1
"Ocupación no especificada (035)",62,10,1,21,21,6,3,,
,,,,,,,,,
"URBANA (036)",2857,150,3,643,1184,195,388,61,233
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",23,,,,8,1,7,3,4
"Profes., científicos e intelectuales (038)",420,,,,11,29,177,20,183
"Técnicos de nivel medio ytrab.asimilados (039)",95,,,,19,16,47,5,8
