"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Construcción (050)",2,,,,1,,,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",229,23,,86,69,13,21,5,12
"Venta, mant.y rep. veh.autom.y motoc. (052)",1,,,,1,,,,
"Comercio al por mayor (053)",13,2,,6,3,,1,,1
"Comercio al por menor (054)",215,21,,80,65,13,20,5,11
"Hoteles y restaurantes (055)",143,16,,73,49,1,2,1,1
"Trans., almac. y comunicaciones (056)",12,,,2,8,,2,,
"Activid.inmobil., empres. y de alquiler (058)",14,,,2,,2,4,2,4
"Admin.pub. y defensa; p. segur.soc.afil (059)",49,,,2,16,1,15,3,12
"Enseñanza (060)",411,,,,35,18,177,21,160
"Servicios sociales y de salud (061)",71,1,,,1,8,18,3,40
"Otras activ. serv.comun.soc y personales (062)",32,3,,9,8,,5,1,6
"Hogares privados con servicio doméstico (063)",268,50,,160,52,3,2,1,
"Actividad economica no especificada (065)",239,53,,119,39,5,10,3,10
,,,,,,,,,
"URBANA (066)",3099,126,1,881,1050,99,426,80,436
"Agric., ganadería, caza y silvicultura (067)",953,60,1,457,369,16,19,7,24
"Pesca (068)",2,,,,2,,,,
"Explotación de minas y canteras (069)",6,,,1,3,1,1,,
"Industrias manufactureras (070)",194,5,,72,90,10,10,5,2
"Suministro de electricidad, gas y agua (071)",7,,,2,3,,,1,1
"Construcción (072)",83,1,,19,44,2,4,2,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",428,15,,122,192,18,40,13,28
"Venta, mant.y rep. veh.autom.y motoc. (074)",14,,,1,7,,3,,3
"Comercio al por mayor (075)",26,1,,9,9,1,2,,4
"Comercio al por menor (076)",388,14,,112,176,17,35,13,21
"Hoteles y restaurantes (077)",132,13,,56,51,1,5,3,3
"Trans., almac. y comunicaciones (078)",134,1,,32,81,3,11,2,4
"Intermediación financiera (079)",3,,,,1,,1,,1
"Activid.inmobil., empres. y de alquiler (080)",36,,,4,5,4,9,3,11
"Admin.pub. y defensa; p. segur.soc.afil (081)",218,,,15,75,13,46,11,58
"Enseñanza (082)",522,,,,30,14,238,24,216
"Servicios sociales y de salud (083)",87,,,2,2,8,19,4,52
"Otras activ. serv.comun.soc y personales (084)",52,3,,2,29,4,6,,8
"Hogares privados con servicio doméstico (085)",105,19,,56,25,1,2,2,
"Actividad economica no especificada (087)",137,9,,41,48,4,15,3,17
"Hombres (088)",2104,50,1,623,824,62,238,52,254
"Agric., ganadería, caza y silvicultura (089)",862,44,1,412,342,14,19,7,23
"Pesca (090)",2,,,,2,,,,
"Explotación de minas y canteras (091)",6,,,1,3,1,1,,
"Industrias manufactureras (092)",137,,,46,72,7,8,3,1
"Suministro de electricidad, gas y agua (093)",7,,,2,3,,,1,1
"Construcción (094)",82,1,,19,44,2,4,2,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",253,1,,63,136,7,21,9,16
"Venta, mant.y rep. veh.autom.y motoc. (096)",14,,,1,7,,3,,3
"Comercio al por mayor (097)",19,,,4,9,1,2,,3
"Comercio al por menor (098)",220,1,,58,120,6,16,9,10
"Hoteles y restaurantes (099)",28,1,,9,11,,3,2,2
"Trans., almac. y comunicaciones (100)",123,1,,31,73,3,9,2,4
"Intermediación financiera (101)",3,,,,1,,1,,1
"Activid.inmobil., empres. y de alquiler (102)",24,,,2,5,2,6,1,8
"Admin.pub. y defensa; p. segur.soc.afil (103)",179,,,14,65,12,32,10,46
"Enseñanza (104)",250,,,,8,6,114,11,111
"Servicios sociales y de salud (105)",39,,,2,2,4,9,2,20
"Otras activ. serv.comun.soc y personales (106)",33,1,,,22,4,3,,3
"Hogares privados con servicio doméstico (107)",8,,,3,4,,,1,
"Actividad economica no especificada (109)",68,1,,19,31,,8,1,8
"Mujeres (110)",995,76,,258,226,37,188,28,182
"Agric., ganadería, caza y silvicultura (111)",91,16,,45,27,2,,,1
"Industrias manufactureras (114)",57,5,,26,18,3,2,2,1
"Construcción (116)",1,,,,,,,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",175,14,,59,56,11,19,4,12
"Comercio al por mayor (119)",7,1,,5,,,,,1
"Comercio al por menor (120)",168,13,,54,56,11,19,4,11
"Hoteles y restaurantes (121)",104,12,,47,40,1,2,1,1
"Trans., almac. y comunicaciones (122)",11,,,1,8,,2,,
"Activid.inmobil., empres. y de alquiler (124)",12,,,2,,2,3,2,3
"Admin.pub. y defensa; p. segur.soc.afil (125)",39,,,1,10,1,14,1,12
"Enseñanza (126)",272,,,,22,8,124,13,105
"Servicios sociales y de salud (127)",48,,,,,4,10,2,32
"Otras activ. serv.comun.soc y personales (128)",19,2,,2,7,,3,,5
"Hogares privados con servicio doméstico (129)",97,19,,53,21,1,2,1,
"Actividad economica no especificada (131)",69,8,,22,17,4,7,2,9
,,,,,,,,,
"RURAL (132)",11825,844,6,7233,3123,93,263,58,205
"Agric., ganadería, caza y silvicultura (133)",10022,696,5,6512,2679,41,46,25,18
"Explotación de minas y canteras (135)",15,,,4,11,,,,
"Industrias manufactureras (136)",283,37,,175,63,2,5,1,
"Suministro de electricidad, gas y agua (137)",3,,,2,,1,,,
"Construcción (138)",215,5,,91,94,9,12,1,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",182,11,,89,66,5,8,3,
"Venta, mant.y rep. veh.autom.y motoc. (140)",4,,,,2,1,1,,
"Comercio al por mayor (141)",19,1,,7,7,1,3,,
"Comercio al por menor (142)",159,10,,82,57,3,4,3,
"Hoteles y restaurantes (143)",43,4,,29,10,,,,
"Trans., almac. y comunicaciones (144)",81,1,,30,44,,2,2,2
"Activid.inmobil., empres. y de alquiler (146)",15,,,1,5,,6,,3
"Admin.pub. y defensa; p. segur.soc.afil (147)",81,,,27,36,6,3,2,7
"Enseñanza (148)",365,,,,25,15,154,17,154
"Servicios sociales y de salud (149)",45,1,,,2,10,15,3,14
"Otras activ. serv.comun.soc y personales (150)",35,2,,15,8,,6,3,1
"Hogares privados con servicio doméstico (151)",179,32,,112,33,2,,,
"Actividad economica no especificada (153)",261,55,1,146,47,2,6,1,3
"Hombres (154)",10379,579,6,6479,2878,70,189,40,138
"Agric., ganadería, caza y silvicultura (155)",9351,551,5,6126,2551,37,42,22,17
"Explotación de minas y canteras (157)",15,,,4,11,,,,
"Industrias manufactureras (158)",131,8,,73,43,2,5,,
"Suministro de electricidad, gas y agua (159)",3,,,2,,1,,,
"Construcción (160)",214,5,,91,93,9,12,1,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",128,2,,62,53,3,6,2,
"Venta, mant.y rep. veh.autom.y motoc. (162)",3,,,,1,1,1,,
"Comercio al por mayor (163)",13,,,6,4,1,2,,
"Comercio al por menor (164)",112,2,,56,48,1,3,2,
"Hoteles y restaurantes (165)",4,,,3,1,,,,
"Trans., almac. y comunicaciones (166)",80,1,,29,44,,2,2,2
"Activid.inmobil., empres. y de alquiler (168)",13,,,1,5,,5,,2
"Admin.pub. y defensa; p. segur.soc.afil (169)",71,,,26,30,6,2,,7
"Enseñanza (170)",226,,,,12,5,101,9,99
"Servicios sociales y de salud (171)",22,,,,1,6,7,2,6
"Otras activ. serv.comun.soc y personales (172)",22,1,,8,7,,4,2,
"Hogares privados con servicio doméstico (173)",8,1,,5,2,,,,
"Actividad economica no especificada (175)",91,10,1,49,25,1,3,,2
"Mujeres (176)",1446,265,,754,245,23,74,18,67
"Agric., ganadería, caza y silvicultura (177)",671,145,,386,128,4,4,3,1
"Industrias manufactureras (180)",152,29,,102,20,,,1,
"Construcción (182)",1,,,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",54,9,,27,13,2,2,1,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,1,,,,
"Comercio al por mayor (185)",6,1,,1,3,,1,,
"Comercio al por menor (186)",47,8,,26,9,2,1,1,
"Hoteles y restaurantes (187)",39,4,,26,9,,,,
"Trans., almac. y comunicaciones (188)",1,,,1,,,,,
"Activid.inmobil., empres. y de alquiler (190)",2,,,,,,1,,1
"Admin.pub. y defensa; p. segur.soc.afil (191)",10,,,1,6,,1,2,
"Enseñanza (192)",139,,,,13,10,53,8,55
"Servicios sociales y de salud (193)",23,1,,,1,4,8,1,8
"Otras activ. serv.comun.soc y personales (194)",13,1,,7,1,,2,1,1
"Hogares privados con servicio doméstico (195)",171,31,,107,31,2,,,
"Actividad economica no especificada (197)",170,45,,97,22,1,3,1,1
