"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ISLAY (000)",20269,43169,40217,,636,93.2,1.5
"De 12 a 14 años (001)",1475,4,4,,1,100,25
"De 15 a 19 años (002)",2204,229,225,64,98.3,27.9,
"De 20 a 24 años (003)",2024,1164,1134,131,97.4,11.3,
"De 25 a 29 años (004)",2068,2532,2489,182,98.3,7.2,
"De 30 a 34 años (005)",2078,3763,3677,137,97.7,3.6,
"De 35 a 39 años (006)",1921,4367,4222,95,96.7,2.2,
"De 40 a 44 años (007)",1723,4664,4497,24,96.4,0.5,
"De 45 a 49 años (008)",1449,4537,4284,2,94.4,,
"De 50 y más años (009)",5327,21909,19685,,89.8,,
"Conviviente (010)",4949,11288,10755,384,95.3,3.4,
"De 12 a 14 años (011)",11,1,1,,100,,
"De 15 a 19 años (012)",218,152,149,48,98,31.6,
"De 20 a 24 años (013)",770,806,787,89,97.6,11,
"De 25 a 29 años (014)",1044,1625,1592,125,98,7.7,
"De 30 a 34 años (015)",879,1853,1810,73,97.7,3.9,
"De 35 a 39 años (016)",702,1809,1740,38,96.2,2.1,
"De 40 a 44 años (017)",465,1459,1413,10,96.8,0.7,
"De 45 a 49 años (018)",299,1061,991,1,93.4,0.1,
"De 50 y más años (019)",561,2522,2272,,90.1,,
"Separado(a) (020)",928,2774,2610,23,94.1,0.8,
"De 12 a 14 años (021)",1,,,,,,
"De 15 a 19 años (022)",5,5,4,1,80,20,
"De 20 a 24 años (023)",61,60,58,7,96.7,11.7,
"De 25 a 29 años (024)",78,113,111,7,98.2,6.2,
"De 30 a 34 años (025)",117,214,212,3,99.1,1.4,
"De 35 a 39 años (026)",113,270,267,4,98.9,1.5,
"De 40 a 44 años (027)",146,437,414,1,94.7,0.2,
"De 45 a 49 años (028)",96,323,289,,89.5,,
"De 50 y más años (029)",311,1352,1255,,92.8,,
"Casado(a) (030)",6542,21242,19833,172,93.4,0.8,
"De 12 a 14 años (031)",1,,,,,,
"De 15 a 19 años (032)",27,18,18,2,100,11.1,
"De 20 a 24 años (033)",139,141,136,23,96.5,16.3,
"De 25 a 29 años (034)",340,539,532,36,98.7,6.7,
"De 30 a 34 años (035)",661,1362,1334,52,97.9,3.8,
"De 35 a 39 años (036)",799,1961,1897,47,96.7,2.4,
"De 40 a 44 años (037)",837,2392,2307,11,96.4,0.5,
