"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ESPINAR (000)",15834,14789,60,2664,2741,2313,3595,2165,1004,247,1045,56023
"De 12 a 14 años (001)",19,5,1,3,1,,,,,,14,5
"De 15 a 19 años (002)",374,301,2,251,43,5,,,,,73,352
"De 20 a 24 años (003)",1889,1456,11,878,445,97,21,4,,,433,2173
"De 25 a 29 años (004)",2059,1788,9,537,659,372,203,7,1,,271,3882
"De 30 a 34 años (005)",1981,1896,6,318,526,478,483,69,11,5,85,5449
"De 35 a 39 años (006)",1805,1759,2,150,352,402,593,209,48,3,46,6435
"De 40 a 44 años (007)",1595,1567,3,100,180,249,549,314,144,28,28,7187
"De 45 a 49 años (008)",1290,1271,3,59,131,145,405,329,163,36,19,6471
"De 50 y más años (009)",4822,4746,23,368,404,565,1341,1233,637,175,76,24069
"Conviviente (010)",4715,4530,21,1419,1329,773,685,211,79,13,185,11558
"De 12 a 14 años (011)",9,1,,1,,,,,,,8,1
"De 15 a 19 años (012)",285,227,1,190,33,3,,,,,58,265
"De 20 a 24 años (013)",1126,1058,8,639,328,66,15,2,,,68,1569
"De 25 a 29 años (014)",1112,1085,8,335,429,208,102,2,1,,27,2273
"De 30 a 34 años (015)",849,838,1,149,277,214,172,17,6,2,11,2259
"De 35 a 39 años (016)",614,608,1,48,156,161,176,52,13,1,6,2074
"De 40 a 44 años (017)",333,331,1,24,56,64,108,58,17,3,2,1353
"De 45 a 49 años (018)",148,147,,11,22,20,44,31,17,2,1,673
"De 50 y más años (019)",239,235,1,22,28,37,68,49,25,5,4,1091
"Separado(a) (020)",746,731,3,269,171,105,119,47,12,5,15,1897
"De 12 a 14 años (021)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (022)",30,25,,20,4,1,,,,,5,31
