"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia MOYOBAMBA (000)",40727,79,2939,1099,1340,4245,14204,1674,2900,11054,177,1016
"Agric., ganadería, caza y silvicultura (001)",21920,,22,21,7,,14193,2,13,7662,,
"Pesca (002)",18,,2,2,,,11,,,3,,
"Explotación de minas y canteras (003)",14,,,5,1,,,2,4,2,,
"Industrias manufactureras (004)",1326,1,8,61,23,11,,1117,86,19,,
"Suministro de electricidad, gas y agua (005)",91,2,6,22,18,,,13,12,18,,
"Construcción (006)",1418,4,41,29,8,,,79,945,312,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4578,3,29,141,55,3172,,434,37,707,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",497,2,5,22,12,87,,339,12,18,,
"Comercio al por mayor (009)",243,1,6,14,9,191,,,6,16,,
"Comercio al por menor (010)",3838,,18,105,34,2894,,95,19,673,,
"Hoteles y restaurantes (011)",1258,1,8,56,46,787,,,,360,,
"Trans., almac. y comunicaciones (012)",2183,,11,50,104,6,,10,1765,237,,
"Intermediación financiera (013)",122,5,11,22,82,,,,,2,,
"Activid.inmobil., empres. y alquileres (014)",800,,221,211,145,143,,6,10,64,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1101,36,130,77,513,27,,3,16,122,177,
"Enseñanza (016)",2299,23,2147,21,80,,,,,28,,
"Servicios sociales y de salud (017)",515,,214,201,51,14,,2,8,25,,
"Otras activ. serv.comun.soc y personales (018)",540,4,67,121,49,85,,6,4,204,,
"Hogares privados con servicio doméstico (019)",1290,,,3,,,,,,1287,,
"Actividad economica no especificada (021)",1254,,22,56,158,,,,,2,,1016
"Hombres (022)",29988,54,1609,689,603,1743,13295,1386,2840,7254,167,348
"Agric., ganadería, caza y silvicultura (023)",19398,,18,17,6,,13287,2,13,6055,,
"Pesca (024)",15,,2,2,,,8,,,3,,
"Explotación de minas y canteras (025)",11,,,4,,,,2,4,1,,
"Industrias manufactureras (026)",975,1,7,34,11,7,,843,56,16,,
"Suministro de electricidad, gas y agua (027)",83,2,6,19,15,,,13,12,16,,
"Construcción (028)",1369,3,38,27,6,,,74,931,290,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",2346,2,23,91,18,1404,,427,37,344,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",450,1,5,17,5,61,,333,12,16,,
"Comercio al por mayor (031)",155,1,5,7,4,117,,,6,15,,
"Comercio al por menor (032)",1741,,13,67,9,1226,,94,19,313,,
"Hoteles y restaurantes (033)",261,,6,28,17,153,,,,57,,
"Trans., almac. y comunicaciones (034)",2017,,8,35,51,2,,10,1753,158,,
"Intermediación financiera (035)",71,5,9,9,48,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",578,,160,143,75,140,,6,10,44,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",727,24,92,51,265,22,,3,14,89,167,
"Enseñanza (038)",1140,14,1070,12,23,,,,,21,,
"Servicios sociales y de salud (039)",239,,105,85,23,7,,2,8,9,,
"Otras activ. serv.comun.soc y personales (040)",284,3,53,97,22,8,,4,2,95,,
"Hogares privados con servicio doméstico (041)",55,,,1,,,,,,54,,
"Actividad economica no especificada (043)",419,,12,34,23,,,,,2,,348
"Mujeres (044)",10739,25,1330,410,737,2502,909,288,60,3800,10,668
"Agric., ganadería, caza y silvicultura (045)",2522,,4,4,1,,906,,,1607,,
"Pesca (046)",3,,,,,,3,,,,,
"Explotación de minas y canteras (047)",3,,,1,1,,,,,1,,
"Industrias manufactureras (048)",351,,1,27,12,4,,274,30,3,,
"Suministro de electricidad, gas y agua (049)",8,,,3,3,,,,,2,,
"Construcción (050)",49,1,3,2,2,,,5,14,22,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2232,1,6,50,37,1768,,7,,363,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",47,1,,5,7,26,,6,,2,,
"Comercio al por mayor (053)",88,,1,7,5,74,,,,1,,
"Comercio al por menor (054)",2097,,5,38,25,1668,,1,,360,,
"Hoteles y restaurantes (055)",997,1,2,28,29,634,,,,303,,
"Trans., almac. y comunicaciones (056)",166,,3,15,53,4,,,12,79,,
"Intermediación financiera (057)",51,,2,13,34,,,,,2,,
"Activid.inmobil., empres. y alquileres (058)",222,,61,68,70,3,,,,20,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",374,12,38,26,248,5,,,2,33,10,
"Enseñanza (060)",1159,9,1077,9,57,,,,,7,,
"Servicios sociales y de salud (061)",276,,109,116,28,7,,,,16,,
"Otras activ. serv.comun.soc y personales (062)",256,1,14,24,27,77,,2,2,109,,
"Hogares privados con servicio doméstico (063)",1235,,,2,,,,,,1233,,
"Actividad economica no especificada (065)",835,,10,22,135,,,,,,,668
,,,,,,,,,,,,
"URBANA (066)",25855,77,2843,1073,1315,3879,5468,1558,2721,6113,177,631
"Agric., ganadería, caza y silvicultura (067)",8461,,22,20,7,,5466,1,10,2935,,
"Pesca (068)",7,,2,2,,,2,,,1,,
"Explotación de minas y canteras (069)",13,,,5,1,,,1,4,2,,
"Industrias manufactureras (070)",1219,1,8,61,23,7,,1022,81,16,,
"Suministro de electricidad, gas y agua (071)",90,2,6,22,18,,,13,12,17,,
"Construcción (072)",1344,4,41,28,8,,,73,900,290,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4271,3,29,139,55,2908,,422,35,680,,
