"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia YAULI (000)",12579,11921,59,2769,2946,2140,2455,1024,418,110,658,37047
"De 12 a 14 años (001)",21,8,2,4,2,,,,,,13,8
"De 15 a 19 años (002)",255,234,2,209,21,1,1,,,,21,258
"De 20 a 24 años (003)",1361,1136,13,749,301,56,15,2,,,225,1597
"De 25 a 29 años (004)",1683,1499,7,669,554,183,81,5,,,184,2701
"De 30 a 34 años (005)",1769,1670,3,411,607,376,237,32,4,,99,4004
"De 35 a 39 años (006)",1709,1670,4,255,515,423,383,76,11,3,39,4822
"De 40 a 44 años (007)",1545,1518,4,146,376,395,427,128,34,8,27,5127
"De 45 a 49 años (008)",1207,1189,7,115,223,265,373,150,46,10,18,4420
"De 50 y más años (009)",3029,2997,17,211,347,441,938,631,323,89,32,14110
"Conviviente (010)",4057,3960,30,1413,1152,616,529,158,53,9,97,9413
"De 12 a 14 años (011)",17,5,2,2,1,,,,,,12,4
"De 15 a 19 años (012)",175,157,1,146,10,,,,,,18,166
"De 20 a 24 años (013)",813,776,7,510,217,34,7,1,,,37,1081
"De 25 a 29 años (014)",914,903,6,400,327,117,50,3,,,11,1638
"De 30 a 34 años (015)",801,792,3,184,302,182,102,19,,,9,1891
"De 35 a 39 años (016)",581,576,3,97,174,133,136,27,4,2,5,1664
"De 40 a 44 años (017)",346,343,3,34,63,80,114,33,15,1,3,1243
"De 45 a 49 años (018)",199,199,2,23,32,42,57,30,11,2,,765
"De 50 y más años (019)",211,209,3,17,26,28,63,45,23,4,2,961
"Separado(a) (020)",731,723,2,249,185,111,116,47,8,5,8,1871
"De 15 a 19 años (022)",13,13,,8,5,,,,,,,18
"De 20 a 24 años (023)",76,76,1,60,10,5,,,,,,95
