"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ATALAYA (000)",12743,12274,3500,1690,1551,1262,1902,1200,705,464,469,35867
"De 12 a 14 años (001)",1569,1516,1495,19,2,,,,,,53,23
"De 15 a 19 años (002)",2376,2248,1346,604,236,51,11,,,,128,1273
"De 20 a 24 años (003)",1924,1829,280,497,494,313,206,39,,,95,3552
"De 25 a 29 años (004)",1556,1495,111,250,318,310,378,111,17,,61,4299
"De 30 a 34 años (005)",1281,1246,59,129,191,198,365,215,69,20,35,4906
"De 35 a 39 años (006)",1117,1101,41,55,118,147,309,263,116,52,16,5354
"De 40 a 44 años (007)",837,814,31,31,73,88,228,183,104,76,23,4364
"De 45 a 49 años (008)",692,678,25,37,40,59,148,137,135,97,14,4088
"De 50 y más años (009)",1391,1347,112,68,79,96,257,252,264,219,44,8008
"Sin nivel (010)",2800,2714,349,242,248,277,605,477,306,210,86,12314
"De 12 a 14 años (011)",75,70,67,3,,,,,,,5,3
"De 15 a 19 años (012)",243,228,92,76,41,16,3,,,,15,218
"De 20 a 24 años (013)",304,293,43,44,67,61,65,13,,,11,729
"De 25 a 29 años (014)",254,244,15,15,31,46,91,37,9,,10,927
"De 30 a 34 años (015)",319,315,17,18,16,29,118,79,31,7,4,1518
"De 35 a 39 años (016)",352,348,16,13,21,31,84,105,52,26,4,1943
"De 40 a 44 años (017)",273,266,15,14,12,22,61,64,46,32,7,1541
"De 45 a 49 años (018)",264,258,13,17,15,18,50,49,55,41,6,1583
"De 50 y más años (019)",716,692,71,42,45,54,133,130,113,104,24,3852
"Educacion Inicial (020)",95,87,19,11,14,12,22,6,2,1,8,239
"De 12 a 14 años (021)",4,4,4,,,,,,,,,
"De 15 a 19 años (022)",24,22,11,6,3,,2,,,,2,20
