"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia ESPINAR (000)",62698,31489,31209,28305,14364,13941,34393,17125,17268
"Menores de 1 año (001)",1110,575,535,523,273,250,587,302,285
"Menores de 1 mes (002)",86,41,45,42,22,20,44,19,25
"De 1 a 11 meses (003)",1024,534,490,481,251,230,543,283,260
"De 1 a 4 años (004)",5810,2973,2837,2556,1309,1247,3254,1664,1590
"1 año (005)",1296,693,603,596,319,277,700,374,326
"2 años (006)",1376,717,659,575,304,271,801,413,388
"3 años (007)",1498,731,767,653,311,342,845,420,425
"4 años (008)",1640,832,808,732,375,357,908,457,451
"De 5 a 9 años (009)",8122,4175,3947,3718,1921,1797,4404,2254,2150
"5 años (010)",1584,829,755,703,386,317,881,443,438
"6 años (011)",1469,784,685,650,348,302,819,436,383
"7 años (012)",1703,864,839,798,405,393,905,459,446
"8 años (013)",1652,842,810,778,398,380,874,444,430
"9 años (014)",1714,856,858,789,384,405,925,472,453
"De 10 a 14 años (015)",8384,4313,4071,3753,1973,1780,4631,2340,2291
"10 años (016)",1664,882,782,748,411,337,916,471,445
"11 años (017)",1547,756,791,694,328,366,853,428,425
"12 años (018)",1984,1013,971,850,468,382,1134,545,589
"13 años (019)",1660,869,791,751,401,350,909,468,441
"14 años (020)",1529,793,736,710,365,345,819,428,391
"De 15 a 19 años (021)",6188,3169,3019,3013,1492,1521,3175,1677,1498
"15 años (022)",1495,756,739,753,352,401,742,404,338
"16 años (023)",1281,666,615,627,332,295,654,334,320
"17 años (024)",1270,705,565,581,319,262,689,386,303
"18 años (025)",1147,569,578,575,280,295,572,289,283
"19 años (026)",995,473,522,477,209,268,518,264,254
"De 20 a 24 años (027)",5028,2382,2646,2649,1279,1370,2379,1103,1276
"20 años (028)",1111,543,568,538,263,275,573,280,293
"21 años (029)",834,404,430,455,223,232,379,181,198
"22 años (030)",1109,504,605,569,269,300,540,235,305
"23 años (031)",947,434,513,511,233,278,436,201,235
"24 años (032)",1027,497,530,576,291,285,451,206,245
"De 25 a 29 años (033)",4402,2157,2245,2412,1189,1223,1990,968,1022
"25 años (034)",961,459,502,512,239,273,449,220,229
"26 años (035)",862,422,440,458,225,233,404,197,207
"27 años (036)",948,475,473,528,272,256,420,203,217
"28 años (037)",854,423,431,483,247,236,371,176,195
"29 años (038)",777,378,399,431,206,225,346,172,174
"De 30 a 34 años (039)",3973,1898,2075,2127,990,1137,1846,908,938
"30 años (040)",1032,501,531,527,246,281,505,255,250
"31 años (041)",637,302,335,354,164,190,283,138,145
"32 años (042)",826,408,418,451,208,243,375,200,175
"33 años (043)",751,360,391,410,209,201,341,151,190
"34 años (044)",727,327,400,385,163,222,342,164,178
