"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Hogares privados con servicio doméstico (151)",53,,,,,,,,,53,,
"Actividad economica no especificada (153)",205,,,1,2,,,,,1,,201
"Hombres (154)",8069,10,152,52,54,164,4723,322,661,1874,5,52
"Agric., ganadería, caza y silvicultura (155)",6101,,3,5,,,4721,2,9,1361,,
"Pesca (156)",4,,,,,,2,,,2,,
"Explotación de minas y canteras (157)",37,,,,,,,14,2,21,,
"Industrias manufactureras (158)",343,,,8,3,,,259,62,11,,
"Suministro de electricidad, gas y agua (159)",12,,1,,,,,9,,2,,
"Construcción (160)",587,,1,6,4,,,5,357,214,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",230,,,4,,132,,30,2,62,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",28,,,,,4,,21,1,2,,
"Comercio al por mayor (163)",9,,,,,9,,,,,,
"Comercio al por menor (164)",193,,,4,,119,,9,1,60,,
"Hoteles y restaurantes (165)",17,,,1,,9,,,,7,,
"Trans., almac. y comunicaciones (166)",259,,,1,4,2,,,203,49,,
"Intermediación financiera (167)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",35,,4,4,2,14,,1,3,7,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",167,9,2,6,25,7,,1,15,97,5,
"Enseñanza (170)",165,1,139,1,11,,,,,13,,
"Servicios sociales y de salud (171)",10,,1,6,1,,,,,2,,
"Otras activ. serv.comun.soc y personales (172)",38,,1,9,2,,,1,8,17,,
"Hogares privados con servicio doméstico (173)",9,,,,,,,,,9,,
"Actividad economica no especificada (175)",54,,,1,1,,,,,,,52
"Mujeres (176)",4811,1,79,25,17,318,1695,173,24,2330,,149
"Agric., ganadería, caza y silvicultura (177)",3783,,,2,,,1695,1,1,2084,,
"Explotación de minas y canteras (179)",4,,,2,,,,1,,1,,
"Industrias manufactureras (180)",191,,,5,1,,,169,15,1,,
"Construcción (182)",29,,,,,,,1,5,23,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",362,,,,,274,,1,,87,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,,,1,,,,
"Comercio al por mayor (185)",8,,,,,8,,,,,,
"Comercio al por menor (186)",353,,,,,266,,,,87,,
"Hoteles y restaurantes (187)",89,,,,,38,,,,51,,
"Trans., almac. y comunicaciones (188)",11,,,,2,,,,2,7,,
"Intermediación financiera (189)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",5,,,4,,1,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",39,1,1,1,11,,,,1,24,,
"Enseñanza (192)",75,,74,,,,,,,1,,
"Servicios sociales y de salud (193)",10,,3,6,,,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",17,,1,5,1,5,,,,5,,
"Hogares privados con servicio doméstico (195)",44,,,,,,,,,44,,
"Actividad economica no especificada (197)",151,,,,1,,,,,1,,149
