"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia CANCHIS (000)",32946,55,3432,822,677,4066,9206,2200,2751,8926,163,648
"Agric., ganadería, caza y silvicultura (001)",13868,,17,35,,,9202,8,18,4588,,
"Pesca (002)",6,,,,,,4,,,2,,
"Explotación de minas y canteras (003)",103,,1,3,1,,,47,5,46,,
"Industrias manufactureras (004)",2122,,15,37,10,13,,1742,275,30,,
"Suministro de electricidad, gas y agua (005)",54,2,6,2,6,,,24,3,11,,
"Construcción (006)",1703,,33,33,8,,,46,1043,540,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",5354,3,23,103,11,3301,,309,17,1587,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",288,2,3,12,,48,,208,10,5,,
"Comercio al por mayor (009)",205,1,3,5,7,181,,,4,4,,
"Comercio al por menor (010)",4861,,17,86,4,3072,,101,3,1578,,
"Hoteles y restaurantes (011)",1298,1,7,45,10,547,,2,,686,,
"Trans., almac. y comunicaciones (012)",1898,3,4,60,28,9,,3,1302,489,,
"Intermediación financiera (013)",71,,7,11,46,2,,,1,4,,
"Activid.inmobil., empres. y alquileres (014)",518,,159,150,66,59,,5,10,69,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1089,25,79,67,329,61,,4,43,318,163,
"Enseñanza (016)",2928,21,2800,9,58,,,,,40,,
"Servicios sociales y de salud (017)",442,,214,165,26,9,,4,4,20,,
"Otras activ. serv.comun.soc y personales (018)",468,,61,97,42,65,,6,30,167,,
"Hogares privados con servicio doméstico (019)",328,,,,,,,,,328,,
"Actividad economica no especificada (021)",696,,6,5,36,,,,,1,,648
"Hombres (022)",19454,44,1924,499,340,1359,6671,1646,2644,3929,162,236
"Agric., ganadería, caza y silvicultura (023)",8593,,15,33,,,6667,5,17,1856,,
"Pesca (024)",6,,,,,,4,,,2,,
"Explotación de minas y canteras (025)",95,,1,,1,,,44,5,44,,
"Industrias manufactureras (026)",1490,,13,26,6,6,,1214,202,23,,
"Suministro de electricidad, gas y agua (027)",49,2,5,2,2,,,24,3,11,,
"Construcción (028)",1636,,32,29,8,,,44,1029,494,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",2035,3,14,73,4,1092,,295,17,537,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",268,2,3,12,,35,,201,10,5,,
"Comercio al por mayor (031)",88,1,1,2,2,76,,,4,2,,
"Comercio al por menor (032)",1679,,10,59,2,981,,94,3,530,,
"Hoteles y restaurantes (033)",264,,3,20,5,125,,1,,110,,
"Trans., almac. y comunicaciones (034)",1767,3,2,24,17,7,,3,1288,423,,
"Intermediación financiera (035)",33,,4,7,18,1,,,1,2,,
"Activid.inmobil., empres. y alquileres (036)",371,,121,102,28,56,,5,8,51,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",794,21,54,51,179,54,,4,42,227,162,
"Enseñanza (038)",1615,15,1524,7,32,,,,,37,,
"Servicios sociales y de salud (039)",169,,88,53,12,4,,1,4,7,,
"Otras activ. serv.comun.soc y personales (040)",251,,45,69,20,14,,6,28,69,,
"Hogares privados con servicio doméstico (041)",36,,,,,,,,,36,,
"Actividad economica no especificada (043)",250,,3,3,8,,,,,,,236
"Mujeres (044)",13492,11,1508,323,337,2707,2535,554,107,4997,1,412
"Agric., ganadería, caza y silvicultura (045)",5275,,2,2,,,2535,3,1,2732,,
"Explotación de minas y canteras (047)",8,,,3,,,,3,,2,,
"Industrias manufactureras (048)",632,,2,11,4,7,,528,73,7,,
"Suministro de electricidad, gas y agua (049)",5,,1,,4,,,,,,,
"Construcción (050)",67,,1,4,,,,2,14,46,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3319,,9,30,7,2209,,14,,1050,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",20,,,,,13,,7,,,,
"Comercio al por mayor (053)",117,,2,3,5,105,,,,2,,
"Comercio al por menor (054)",3182,,7,27,2,2091,,7,,1048,,
"Hoteles y restaurantes (055)",1034,1,4,25,5,422,,1,,576,,
"Trans., almac. y comunicaciones (056)",131,,2,36,11,2,,,14,66,,
"Intermediación financiera (057)",38,,3,4,28,1,,,,2,,
"Activid.inmobil., empres. y alquileres (058)",147,,38,48,38,3,,,2,18,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",295,4,25,16,150,7,,,1,91,1,
"Enseñanza (060)",1313,6,1276,2,26,,,,,3,,
"Servicios sociales y de salud (061)",273,,126,112,14,5,,3,,13,,
"Otras activ. serv.comun.soc y personales (062)",217,,16,28,22,51,,,2,98,,
"Hogares privados con servicio doméstico (063)",292,,,,,,,,,292,,
"Actividad economica no especificada (065)",446,,3,2,28,,,,,1,,412
,,,,,,,,,,,,
"URBANA (066)",20066,44,3201,745,606,3584,2788,1705,2066,4722,158,447
"Agric., ganadería, caza y silvicultura (067)",3984,,14,28,,,2786,5,8,1143,,
"Pesca (068)",2,,,,,,2,,,,,
"Explotación de minas y canteras (069)",62,,1,1,1,,,32,3,24,,
"Industrias manufactureras (070)",1588,,15,24,6,13,,1314,198,18,,
"Suministro de electricidad, gas y agua (071)",42,2,5,2,6,,,15,3,9,,
"Construcción (072)",1087,,32,27,4,,,40,681,303,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4762,3,23,99,11,2895,,278,15,1438,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",259,2,3,12,,44,,186,9,3,,
"Comercio al por mayor (075)",188,1,3,5,7,164,,,4,4,,
"Comercio al por menor (076)",4315,,17,82,4,2687,,92,2,1431,,
"Hoteles y restaurantes (077)",1192,1,7,44,10,500,,2,,628,,
"Trans., almac. y comunicaciones (078)",1628,3,4,59,22,7,,3,1097,433,,
"Intermediación financiera (079)",69,,7,11,44,2,,,1,4,,
"Activid.inmobil., empres. y alquileres (080)",478,,155,142,64,44,,4,7,62,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",883,15,76,60,293,54,,3,27,197,158,
"Enseñanza (082)",2688,20,2587,8,47,,,,,26,,
"Servicios sociales y de salud (083)",422,,210,153,25,9,,4,4,17,,
"Otras activ. serv.comun.soc y personales (084)",413,,59,83,39,60,,5,22,145,,
"Hogares privados con servicio doméstico (085)",275,,,,,,,,,275,,
"Actividad economica no especificada (087)",491,,6,4,34,,,,,,,447
"Hombres (088)",11385,34,1772,447,286,1195,1948,1324,1983,2055,157,184
"Agric., ganadería, caza y silvicultura (089)",2492,,12,28,,,1946,3,8,495,,
"Pesca (090)",2,,,,,,2,,,,,
"Explotación de minas y canteras (091)",58,,1,,1,,,30,3,23,,
"Industrias manufactureras (092)",1147,,13,18,3,6,,955,140,12,,
"Suministro de electricidad, gas y agua (093)",37,2,4,2,2,,,15,3,9,,
"Construcción (094)",1049,,31,23,4,,,39,672,280,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1805,3,14,69,4,960,,265,15,475,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",240,2,3,12,,31,,180,9,3,,
"Comercio al por mayor (097)",79,1,1,2,2,67,,,4,2,,
"Comercio al por menor (098)",1486,,10,55,2,862,,85,2,470,,
"Hoteles y restaurantes (099)",247,,3,19,5,116,,1,,103,,
"Trans., almac. y comunicaciones (100)",1508,3,2,23,13,5,,3,1085,374,,
"Intermediación financiera (101)",32,,4,7,17,1,,,1,2,,
"Activid.inmobil., empres. y alquileres (102)",336,,117,98,26,42,,4,5,44,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",627,12,52,45,154,47,,3,27,130,157,
"Enseñanza (104)",1450,14,1385,6,21,,,,,24,,
"Servicios sociales y de salud (105)",159,,87,47,11,4,,1,4,5,,
"Otras activ. serv.comun.soc y personales (106)",213,,44,60,18,14,,5,20,52,,
"Hogares privados con servicio doméstico (107)",27,,,,,,,,,27,,
"Actividad economica no especificada (109)",196,,3,2,7,,,,,,,184
"Mujeres (110)",8681,10,1429,298,320,2389,840,381,83,2667,1,263
"Agric., ganadería, caza y silvicultura (111)",1492,,2,,,,840,2,,648,,
"Explotación de minas y canteras (113)",4,,,1,,,,2,,1,,
"Industrias manufactureras (114)",441,,2,6,3,7,,359,58,6,,
"Suministro de electricidad, gas y agua (115)",5,,1,,4,,,,,,,
"Construcción (116)",38,,1,4,,,,1,9,23,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2957,,9,30,7,1935,,13,,963,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",19,,,,,13,,6,,,,
"Comercio al por mayor (119)",109,,2,3,5,97,,,,2,,
"Comercio al por menor (120)",2829,,7,27,2,1825,,7,,961,,
"Hoteles y restaurantes (121)",945,1,4,25,5,384,,1,,525,,
"Trans., almac. y comunicaciones (122)",120,,2,36,9,2,,,12,59,,
"Intermediación financiera (123)",37,,3,4,27,1,,,,2,,
"Activid.inmobil., empres. y alquileres (124)",142,,38,44,38,2,,,2,18,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",256,3,24,15,139,7,,,,67,1,
"Enseñanza (126)",1238,6,1202,2,26,,,,,2,,
"Servicios sociales y de salud (127)",263,,123,106,14,5,,3,,12,,
"Otras activ. serv.comun.soc y personales (128)",200,,15,23,21,46,,,2,93,,
"Hogares privados con servicio doméstico (129)",248,,,,,,,,,248,,
"Actividad economica no especificada (131)",295,,3,2,27,,,,,,,263
,,,,,,,,,,,,
"RURAL (132)",12880,11,231,77,71,482,6418,495,685,4204,5,201
"Agric., ganadería, caza y silvicultura (133)",9884,,3,7,,,6416,3,10,3445,,
"Pesca (134)",4,,,,,,2,,,2,,
"Explotación de minas y canteras (135)",41,,,2,,,,15,2,22,,
"Industrias manufactureras (136)",534,,,13,4,,,428,77,12,,
"Suministro de electricidad, gas y agua (137)",12,,1,,,,,9,,2,,
"Construcción (138)",616,,1,6,4,,,6,362,237,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",592,,,4,,406,,31,2,149,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",29,,,,,4,,22,1,2,,
"Comercio al por mayor (141)",17,,,,,17,,,,,,
"Comercio al por menor (142)",546,,,4,,385,,9,1,147,,
"Hoteles y restaurantes (143)",106,,,1,,47,,,,58,,
"Trans., almac. y comunicaciones (144)",270,,,1,6,2,,,205,56,,
"Intermediación financiera (145)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",40,,4,8,2,15,,1,3,7,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",206,10,3,7,36,7,,1,16,121,5,
"Enseñanza (148)",240,1,213,1,11,,,,,14,,
"Servicios sociales y de salud (149)",20,,4,12,1,,,,,3,,
"Otras activ. serv.comun.soc y personales (150)",55,,2,14,3,5,,1,8,22,,
