"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ICA (000)",129879,117945,33134,21234,20873,14718,15078,7063,3464,2381,11934,274547
"De 12 a 14 años (001)",9244,9179,9140,34,5,,,,,,65,44
"De 15 a 19 años (002)",16248,15794,14165,1468,137,13,11,,,,454,1825
"De 20 a 24 años (003)",16091,12430,5452,5135,1561,230,32,20,,,3661,9207
"De 25 a 29 años (004)",13908,10674,1324,4661,3333,1044,288,23,1,,3234,15817
"De 30 a 34 años (005)",12657,11178,692,3321,4126,2039,889,94,12,5,1479,22202
"De 35 a 39 años (006)",11775,10879,460,2115,3675,2594,1726,270,29,10,896,26693
"De 40 a 44 años (007)",10406,9806,358,1326,2704,2497,2261,550,92,18,600,28513
"De 45 a 49 años (008)",8776,8326,311,957,1867,2004,2157,775,197,58,450,27328
"De 50 y más años (009)",30774,29679,1232,2217,3465,4297,7714,5331,3133,2290,1095,142918
"Sin nivel (010)",3899,3666,218,199,250,258,724,835,632,550,233,21791
"De 12 a 14 años (011)",42,42,42,,,,,,,,,
"De 15 a 19 años (012)",67,66,62,4,,,,,,,1,4
"De 20 a 24 años (013)",84,59,30,12,12,3,1,1,,,25,56
"De 25 a 29 años (014)",84,49,8,13,13,8,6,1,,,35,95
"De 30 a 34 años (015)",115,88,4,13,25,18,19,7,2,,27,259
"De 35 a 39 años (016)",154,122,11,18,22,19,32,14,4,2,32,404
"De 40 a 44 años (017)",165,139,2,13,10,22,49,29,13,1,26,624
"De 45 a 49 años (018)",193,182,3,9,13,19,61,42,26,9,11,958
"De 50 y más años (019)",2995,2919,56,117,155,169,556,741,587,538,76,19391
"Educacion Inicial (020)",95,83,45,13,8,8,8,1,,,12,94
"De 12 a 14 años (021)",21,21,21,,,,,,,,,
