"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pesca (046)",58,,,38,19,,,,1
"Industrias manufactureras (048)",113,1,,43,53,8,4,3,1
"Suministro de electricidad, gas y agua (049)",1,,,,1,,,,
"Construcción (050)",5,,,2,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",911,9,3,371,460,27,21,10,10
"Venta, mant.y rep. veh.autom.y motoc. (052)",6,,,1,4,,1,,
"Comercio al por mayor (053)",20,,,8,12,,,,
"Comercio al por menor (054)",885,9,3,362,444,27,20,10,10
"Hoteles y restaurantes (055)",406,3,,190,195,10,5,3,
"Trans., almac. y comunicaciones (056)",19,,,1,15,1,1,,1
"Intermediación financiera (057)",3,,,1,1,,1,,
"Activid.inmobil., empres. y de alquiler (058)",37,,,8,18,3,3,3,2
"Admin.pub. y defensa; p. segur.soc.afil (059)",93,,,10,47,4,17,6,9
"Enseñanza (060)",686,,,,54,67,381,38,146
"Servicios sociales y de salud (061)",52,2,,1,6,6,17,2,18
"Otras activ. serv.comun.soc y personales (062)",94,6,,36,40,5,4,1,2
"Hogares privados con servicio doméstico (063)",528,6,1,247,265,5,1,3,
"Actividad economica no especificada (065)",324,19,,165,113,1,17,1,8
,,,,,,,,,
"URBANA (066)",11926,202,8,4377,5190,462,965,223,499
"Agric., ganadería, caza y silvicultura (067)",5003,141,3,2666,2036,65,53,16,23
"Pesca (068)",633,11,,321,290,5,4,,2
"Explotación de minas y canteras (069)",2,,,,1,1,,,
"Industrias manufactureras (070)",474,3,,136,270,30,19,12,4
"Suministro de electricidad, gas y agua (071)",30,,,10,11,1,3,1,4
"Construcción (072)",250,2,,43,164,11,14,9,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1636,17,4,538,887,74,55,30,31
"Venta, mant.y rep. veh.autom.y motoc. (074)",73,,,10,45,10,5,2,1
"Comercio al por mayor (075)",57,,,17,32,4,,2,2
"Comercio al por menor (076)",1506,17,4,511,810,60,50,26,28
"Hoteles y restaurantes (077)",450,2,,175,247,12,9,4,1
"Trans., almac. y comunicaciones (078)",497,1,,90,329,44,19,8,6
"Intermediación financiera (079)",12,,,1,2,,3,1,5
"Activid.inmobil., empres. y de alquiler (080)",146,,,12,67,15,19,16,17
"Admin.pub. y defensa; p. segur.soc.afil (081)",425,,,26,199,33,71,34,62
"Enseñanza (082)",1160,,,1,85,124,618,66,266
"Servicios sociales y de salud (083)",112,1,,,16,16,30,7,42
"Otras activ. serv.comun.soc y personales (084)",187,7,,48,86,14,10,9,13
"Hogares privados con servicio doméstico (085)",416,3,1,156,242,7,2,5,
"Actividad economica no especificada (087)",493,14,,154,258,10,36,5,16
"Hombres (088)",7961,91,2,2764,3728,330,562,157,327
"Agric., ganadería, caza y silvicultura (089)",3812,63,1,1875,1734,56,51,12,20
"Pesca (090)",597,11,,297,278,5,4,,2
"Explotación de minas y canteras (091)",2,,,,1,1,,,
"Industrias manufactureras (092)",370,2,,100,218,22,16,9,3
"Suministro de electricidad, gas y agua (093)",29,,,10,10,1,3,1,4
"Construcción (094)",247,2,,43,161,11,14,9,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",810,8,1,210,464,50,35,21,21
"Venta, mant.y rep. veh.autom.y motoc. (096)",67,,,9,41,10,4,2,1
"Comercio al por mayor (097)",40,,,10,22,4,,2,2
"Comercio al por menor (098)",703,8,1,191,401,36,31,17,18
"Hoteles y restaurantes (099)",87,,,24,55,2,4,1,1
"Trans., almac. y comunicaciones (100)",479,1,,89,315,43,18,8,5
"Intermediación financiera (101)",9,,,,1,,2,1,5
"Activid.inmobil., empres. y de alquiler (102)",109,,,4,49,12,16,13,15
"Admin.pub. y defensa; p. segur.soc.afil (103)",337,,,16,157,29,54,28,53
"Enseñanza (104)",586,,,1,36,67,301,35,146
"Servicios sociales y de salud (105)",67,,,,10,11,16,5,25
"Otras activ. serv.comun.soc y personales (106)",97,1,,15,47,9,6,8,11
"Hogares privados con servicio doméstico (107)",39,,,13,21,2,1,2,
"Actividad economica no especificada (109)",284,3,,67,171,9,21,4,9
"Mujeres (110)",3965,111,6,1613,1462,132,403,66,172
"Agric., ganadería, caza y silvicultura (111)",1191,78,2,791,302,9,2,4,3
"Pesca (112)",36,,,24,12,,,,
"Industrias manufactureras (114)",104,1,,36,52,8,3,3,1
"Suministro de electricidad, gas y agua (115)",1,,,,1,,,,
"Construcción (116)",3,,,,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",826,9,3,328,423,24,20,9,10
"Venta, mant.y rep. veh.autom.y motoc. (118)",6,,,1,4,,1,,
"Comercio al por mayor (119)",17,,,7,10,,,,
"Comercio al por menor (120)",803,9,3,320,409,24,19,9,10
"Hoteles y restaurantes (121)",363,2,,151,192,10,5,3,
"Trans., almac. y comunicaciones (122)",18,,,1,14,1,1,,1
"Intermediación financiera (123)",3,,,1,1,,1,,
"Activid.inmobil., empres. y de alquiler (124)",37,,,8,18,3,3,3,2
"Admin.pub. y defensa; p. segur.soc.afil (125)",88,,,10,42,4,17,6,9
"Enseñanza (126)",574,,,,49,57,317,31,120
"Servicios sociales y de salud (127)",45,1,,,6,5,14,2,17
"Otras activ. serv.comun.soc y personales (128)",90,6,,33,39,5,4,1,2
"Hogares privados con servicio doméstico (129)",377,3,1,143,221,5,1,3,
"Actividad economica no especificada (131)",209,11,,87,87,1,15,1,7
,,,,,,,,,
"RURAL (132)",9287,385,14,5719,2735,88,199,59,88
"Agric., ganadería, caza y silvicultura (133)",7493,357,13,4903,2156,29,15,13,7
"Pesca (134)",586,9,1,335,237,3,,,1
"Explotación de minas y canteras (135)",5,,,1,3,,,,1
"Industrias manufactureras (136)",71,,,44,26,,1,,
"Construcción (138)",38,,,9,27,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",270,3,,123,119,9,8,6,2
"Venta, mant.y rep. veh.autom.y motoc. (140)",7,,,1,5,,1,,
"Comercio al por mayor (141)",16,,,6,8,1,1,,
"Comercio al por menor (142)",247,3,,116,106,8,6,6,2
"Hoteles y restaurantes (143)",48,2,,40,4,2,,,
"Trans., almac. y comunicaciones (144)",28,,,8,18,1,,1,
"Activid.inmobil., empres. y de alquiler (146)",3,,,1,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",23,,,5,17,,,1,
"Enseñanza (148)",331,,,,23,38,163,33,74
"Servicios sociales y de salud (149)",17,1,,2,,2,7,4,1
"Otras activ. serv.comun.soc y personales (150)",16,,,10,3,2,1,,
"Hogares privados con servicio doméstico (151)",174,3,,115,55,,,1,
"Actividad economica no especificada (153)",184,10,,123,45,1,3,,2
"Hombres (154)",6906,191,10,4136,2262,70,127,51,59
"Agric., ganadería, caza y silvicultura (155)",5668,176,9,3611,1813,25,14,13,7
"Pesca (156)",564,9,1,321,230,3,,,
"Explotación de minas y canteras (157)",5,,,1,3,,,,1
"Industrias manufactureras (158)",62,,,37,25,,,,
"Construcción (160)",36,,,7,27,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",185,3,,80,82,6,7,5,2
"Venta, mant.y rep. veh.autom.y motoc. (162)",7,,,1,5,,1,,
"Comercio al por mayor (163)",13,,,5,6,1,1,,
"Comercio al por menor (164)",165,3,,74,71,5,5,5,2
"Hoteles y restaurantes (165)",5,1,,1,1,2,,,
"Trans., almac. y comunicaciones (166)",27,,,8,17,1,,1,
"Activid.inmobil., empres. y de alquiler (168)",3,,,1,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",18,,,5,12,,,1,
"Enseñanza (170)",219,,,,18,28,99,26,48
"Servicios sociales y de salud (171)",10,,,1,,1,4,4,
"Otras activ. serv.comun.soc y personales (172)",12,,,7,2,2,1,,
"Hogares privados con servicio doméstico (173)",23,,,11,11,,,1,
"Actividad economica no especificada (175)",69,2,,45,19,1,1,,1
"Mujeres (176)",2381,194,4,1583,473,18,72,8,29
"Agric., ganadería, caza y silvicultura (177)",1825,181,4,1292,343,4,1,,
"Pesca (178)",22,,,14,7,,,,1
"Industrias manufactureras (180)",9,,,7,1,,1,,
"Construcción (182)",2,,,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",85,,,43,37,3,1,1,
"Comercio al por mayor (185)",3,,,1,2,,,,
"Comercio al por menor (186)",82,,,42,35,3,1,1,
"Hoteles y restaurantes (187)",43,1,,39,3,,,,
"Trans., almac. y comunicaciones (188)",1,,,,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",5,,,,5,,,,
"Enseñanza (192)",112,,,,5,10,64,7,26
"Servicios sociales y de salud (193)",7,1,,1,,1,3,,1
"Otras activ. serv.comun.soc y personales (194)",4,,,3,1,,,,
"Hogares privados con servicio doméstico (195)",151,3,,104,44,,,,
"Actividad economica no especificada (197)",115,8,,78,26,,2,,1
