"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LA UNION (000)",5843,260,1361,2015,1564,643
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",28,,2,18,6,2
"Profes., científicos e intelectuales (002)",434,,64,277,93,
"Técnicos de nivel medio y trab. asimilados (003)",93,,34,40,18,1
"Jefes y empleados de oficina (004)",104,,22,59,22,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",324,14,89,132,70,19
"Agricult. trabaj. calif.agrop. y pesqueros (006)",2324,30,379,701,776,438
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",132,1,51,44,33,3
"Obreros construc., conf., papel, fab., instr. (008)",158,,42,76,37,3
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",2112,215,645,615,470,167
"Otra (010)",19,,8,10,1,
"Ocupación no especificada (011)",115,,25,43,38,9
"Hombres (012)",3541,120,848,1167,1012,394
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",25,,2,15,6,2
"Profes., científicos e intelectuales (014)",195,,21,113,61,
"Técnicos de nivel medio y trab. asimilados (015)",53,,22,16,14,1
"Jefes y empleados de oficina (016)",52,,12,28,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",97,2,26,39,25,5
"Agricult. trabaj. calif.agrop. y pesqueros (018)",1748,12,263,551,609,313
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",106,1,41,35,26,3
"Obreros construc., conf., papel, fab., instr. (020)",156,,41,75,37,3
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",1037,105,399,265,204,64
"Otra (022)",19,,8,10,1,
"Ocupación no especificada (023)",53,,13,20,17,3
"Mujeres (024)",2302,140,513,848,552,249
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",3,,,3,,
"Profes., científicos e intelectuales (026)",239,,43,164,32,
"Técnicos de nivel medio y trab. asimilados (027)",40,,12,24,4,
"Jefes y empleados de oficina (028)",52,,10,31,10,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",227,12,63,93,45,14
"Agricult. trabaj. calif.agrop. y pesqueros (030)",576,18,116,150,167,125
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",26,,10,9,7,
"Obreros construc., conf., papel, fab., instr. (032)",2,,1,1,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",1075,110,246,350,266,103
"Ocupación no especificada (035)",62,,12,23,21,6
,,,,,,
